,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-07 21:34:00-05:00,80.315,80.315,80.315,80.315,10,2,803.15
2021-11-08 10:26:00-05:00,80.355,80.355,80.355,80.355,2,1,160.71
2021-11-08 10:54:00-05:00,80.345,80.345,80.345,80.345,1,1,80.345
2021-11-08 11:56:00-05:00,80.38,80.38,80.38,80.38,2,2,160.76
2021-11-08 11:57:00-05:00,80.38,80.38,80.38,80.38,3,3,241.14
2021-11-08 12:02:00-05:00,80.38,80.38,80.38,80.38,1,1,80.38
2021-11-08 12:11:00-05:00,80.35,80.35,80.35,80.35,2,1,160.7
