,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-21 19:03:00-04:00,77.97,77.97,77.97,77.97,1,1,77.97
2021-09-21 20:06:00-04:00,78.0,78.0,77.995,77.995,4,2,311.985
2021-09-21 20:14:00-04:00,77.98,77.98,77.98,77.98,1,1,77.98
2021-09-21 21:16:00-04:00,78.18,78.18,78.18,78.18,1,1,78.18
2021-09-21 21:19:00-04:00,78.185,78.185,78.185,78.185,1,1,78.185
2021-09-22 04:06:00-04:00,78.1,78.1,78.1,78.1,1,1,78.1
2021-09-22 04:16:00-04:00,78.085,78.085,78.085,78.085,1,1,78.085
2021-09-22 06:53:00-04:00,78.25,78.25,78.25,78.25,1,1,78.25
2021-09-22 07:28:00-04:00,78.23,78.23,78.23,78.23,1,1,78.23
2021-09-22 08:21:00-04:00,78.14,78.14,78.14,78.14,1,1,78.14
2021-09-22 08:22:00-04:00,78.135,78.135,78.135,78.135,1,1,78.135
2021-09-22 08:54:00-04:00,78.14,78.14,78.14,78.14,1,1,78.14
2021-09-22 08:59:00-04:00,78.155,78.155,78.15,78.15,2,2,156.305
2021-09-22 09:22:00-04:00,78.08,78.08,78.08,78.08,1,1,78.08
2021-09-22 10:28:00-04:00,78.315,78.315,78.315,78.315,1,1,78.315
2021-09-22 10:29:00-04:00,78.305,78.31,78.305,78.31,2,2,156.615
2021-09-22 10:50:00-04:00,78.405,78.405,78.405,78.405,1,1,78.405
2021-09-22 11:05:00-04:00,78.45,78.45,78.445,78.445,2,2,156.895
2021-09-22 11:06:00-04:00,78.465,78.465,78.465,78.465,1,1,78.465
2021-09-22 11:07:00-04:00,78.47,78.47,78.47,78.47,1,1,78.47
2021-09-22 11:37:00-04:00,78.5,78.505,78.5,78.505,2,2,157.005
2021-09-22 11:47:00-04:00,78.545,78.545,78.53,78.53,4,3,314.155
2021-09-22 14:01:00-04:00,78.41,78.41,78.41,78.41,1,1,78.41
2021-09-22 14:04:00-04:00,78.545,78.545,78.545,78.545,1,1,78.545
2021-09-22 14:13:00-04:00,78.675,78.675,78.675,78.675,1,1,78.675
2021-09-22 14:40:00-04:00,78.475,78.475,78.475,78.475,1,1,78.475
2021-09-22 14:45:00-04:00,78.395,78.395,78.395,78.395,1,1,78.395
2021-09-22 14:49:00-04:00,78.25,78.25,78.25,78.25,1,1,78.25
2021-09-22 15:52:00-04:00,78.4,78.4,78.4,78.4,5,1,392.0
