,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-14 20:00:00-04:00,1407.75,1410.0,1407.75,1407.75,18,8,25344.0
2021-06-14 20:01:00-04:00,1409.25,1409.25,1409.25,1409.25,1,1,1409.25
2021-06-14 20:02:00-04:00,1408.0,1408.0,1408.0,1408.0,3,2,4224.0
2021-06-14 20:03:00-04:00,1404.75,1404.75,1404.5,1404.5,2,2,2809.25
2021-06-14 20:04:00-04:00,1405.5,1405.5,1405.5,1405.5,1,1,1405.5
2021-06-14 20:05:00-04:00,1403.25,1403.25,1403.25,1403.25,5,2,7016.25
2021-06-14 20:09:00-04:00,1403.0,1403.0,1403.0,1403.0,1,1,1403.0
2021-06-14 20:18:00-04:00,1402.75,1402.75,1402.75,1402.75,2,1,2805.5
2021-06-14 20:31:00-04:00,1399.75,1399.75,1399.75,1399.75,1,1,1399.75
2021-06-14 21:03:00-04:00,1396.75,1396.75,1396.75,1396.75,1,1,1396.75
2021-06-14 21:15:00-04:00,1396.25,1396.25,1396.25,1396.25,2,1,2792.5
2021-06-14 21:21:00-04:00,1397.25,1397.25,1397.25,1397.25,1,1,1397.25
2021-06-14 21:28:00-04:00,1393.5,1393.5,1393.5,1393.5,5,2,6967.5
2021-06-14 21:30:00-04:00,1394.25,1394.25,1394.0,1394.0,2,2,2788.25
2021-06-14 21:34:00-04:00,1394.0,1394.0,1394.0,1394.0,1,1,1394.0
2021-06-14 21:41:00-04:00,1391.25,1391.25,1391.25,1391.25,1,1,1391.25
2021-06-14 21:42:00-04:00,1390.0,1390.0,1390.0,1390.0,2,1,2780.0
2021-06-14 21:43:00-04:00,1391.0,1391.0,1391.0,1391.0,1,1,1391.0
2021-06-14 21:47:00-04:00,1387.75,1387.75,1387.75,1387.75,2,1,2775.5
2021-06-14 21:48:00-04:00,1385.75,1386.25,1385.75,1386.25,4,3,5543.75
2021-06-14 21:49:00-04:00,1386.0,1386.0,1386.0,1386.0,1,1,1386.0
2021-06-14 21:51:00-04:00,1385.0,1385.0,1385.0,1385.0,4,1,5540.0
2021-06-14 21:52:00-04:00,1387.0,1387.0,1387.0,1387.0,10,1,13870.0
2021-06-14 21:53:00-04:00,1387.25,1387.25,1387.25,1387.25,4,4,5549.0
2021-06-14 22:04:00-04:00,1387.25,1387.25,1387.25,1387.25,1,1,1387.25
2021-06-14 22:08:00-04:00,1385.5,1385.5,1385.5,1385.5,1,1,1385.5
2021-06-14 22:13:00-04:00,1385.5,1385.5,1385.5,1385.5,1,1,1385.5
2021-06-14 22:15:00-04:00,1385.75,1385.75,1385.75,1385.75,10,5,13857.5
2021-06-14 22:19:00-04:00,1385.75,1385.75,1385.75,1385.75,15,14,20786.25
2021-06-14 22:21:00-04:00,1386.25,1386.25,1386.25,1386.25,1,1,1386.25
2021-06-14 22:32:00-04:00,1385.5,1385.5,1385.5,1385.5,1,1,1385.5
2021-06-14 22:34:00-04:00,1385.75,1386.5,1385.75,1386.5,9,3,12477.0
2021-06-14 22:40:00-04:00,1387.5,1387.5,1387.5,1387.5,25,14,34687.5
2021-06-14 23:09:00-04:00,1386.75,1387.25,1386.75,1387.25,6,3,8321.0
2021-06-14 23:29:00-04:00,1390.75,1390.75,1390.75,1390.75,1,1,1390.75
2021-06-14 23:48:00-04:00,1390.0,1390.0,1390.0,1390.0,10,1,13900.0
2021-06-14 23:50:00-04:00,1389.25,1389.25,1388.5,1388.5,3,2,4166.25
2021-06-15 01:10:00-04:00,1389.0,1389.0,1389.0,1389.0,2,1,2778.0
2021-06-15 01:17:00-04:00,1388.75,1388.75,1387.75,1387.75,3,2,4165.25
2021-06-15 01:28:00-04:00,1387.5,1387.5,1387.5,1387.5,3,2,4162.5
2021-06-15 01:31:00-04:00,1388.25,1388.25,1388.25,1388.25,2,1,2776.5
2021-06-15 01:42:00-04:00,1387.75,1388.0,1387.75,1388.0,3,2,4163.5
2021-06-15 01:43:00-04:00,1386.75,1386.75,1386.75,1386.75,2,1,2773.5
2021-06-15 01:50:00-04:00,1386.5,1386.5,1386.5,1386.5,2,1,2773.0
2021-06-15 02:06:00-04:00,1389.0,1389.0,1389.0,1389.0,2,2,2778.0
2021-06-15 02:18:00-04:00,1391.5,1391.5,1391.5,1391.5,2,2,2783.0
2021-06-15 02:19:00-04:00,1391.5,1391.5,1391.5,1391.5,3,3,4174.5
2021-06-15 03:32:00-04:00,1388.75,1388.75,1388.75,1388.75,3,1,4166.25
2021-06-15 04:10:00-04:00,1391.5,1391.5,1391.5,1391.5,3,3,4174.5
2021-06-15 04:13:00-04:00,1392.5,1392.5,1392.5,1392.5,1,1,1392.5
2021-06-15 04:22:00-04:00,1394.25,1394.5,1394.25,1394.5,2,2,2788.75
2021-06-15 04:25:00-04:00,1393.25,1393.25,1393.25,1393.25,2,1,2786.5
2021-06-15 04:41:00-04:00,1395.0,1395.0,1395.0,1395.0,10,1,13950.0
2021-06-15 04:43:00-04:00,1395.75,1395.75,1395.75,1395.75,1,1,1395.75
2021-06-15 04:45:00-04:00,1395.0,1395.0,1395.0,1395.0,1,1,1395.0
2021-06-15 04:54:00-04:00,1396.25,1396.25,1396.25,1396.25,2,2,2792.5
2021-06-15 05:11:00-04:00,1394.75,1394.75,1394.75,1394.75,1,1,1394.75
2021-06-15 05:18:00-04:00,1395.0,1395.0,1395.0,1395.0,2,1,2790.0
2021-06-15 05:19:00-04:00,1394.75,1394.75,1394.75,1394.75,2,2,2789.5
2021-06-15 05:26:00-04:00,1393.5,1393.5,1393.5,1393.5,3,1,4180.5
2021-06-15 05:30:00-04:00,1395.0,1395.0,1395.0,1395.0,1,1,1395.0
2021-06-15 05:37:00-04:00,1395.5,1396.0,1395.5,1396.0,3,3,4187.0
2021-06-15 05:40:00-04:00,1395.5,1395.5,1395.5,1395.5,2,2,2791.0
2021-06-15 05:51:00-04:00,1394.5,1394.5,1394.5,1394.5,2,1,2789.0
2021-06-15 06:01:00-04:00,1393.25,1393.25,1393.25,1393.25,2,1,2786.5
2021-06-15 06:05:00-04:00,1392.25,1392.25,1392.25,1392.25,1,1,1392.25
2021-06-15 06:28:00-04:00,1391.0,1391.0,1391.0,1391.0,1,1,1391.0
2021-06-15 06:42:00-04:00,1392.25,1392.25,1392.25,1392.25,1,1,1392.25
2021-06-15 06:57:00-04:00,1393.75,1393.75,1393.75,1393.75,1,1,1393.75
2021-06-15 07:26:00-04:00,1395.0,1395.0,1395.0,1395.0,1,1,1395.0
2021-06-15 07:29:00-04:00,1394.5,1394.5,1394.5,1394.5,1,1,1394.5
2021-06-15 07:36:00-04:00,1391.25,1391.25,1391.25,1391.25,3,2,4173.75
2021-06-15 07:40:00-04:00,1390.5,1390.5,1390.5,1390.5,1,1,1390.5
2021-06-15 07:45:00-04:00,1388.75,1388.75,1388.75,1388.75,1,1,1388.75
2021-06-15 07:50:00-04:00,1386.5,1386.5,1386.5,1386.5,2,1,2773.0
2021-06-15 07:52:00-04:00,1386.75,1386.75,1386.75,1386.75,1,1,1386.75
2021-06-15 07:53:00-04:00,1386.0,1386.0,1386.0,1386.0,5,3,6930.0
2021-06-15 07:55:00-04:00,1386.0,1386.0,1386.0,1386.0,1,1,1386.0
2021-06-15 07:57:00-04:00,1387.0,1387.0,1387.0,1387.0,1,1,1387.0
2021-06-15 08:12:00-04:00,1387.25,1387.5,1387.25,1387.5,2,2,2774.75
2021-06-15 08:18:00-04:00,1388.0,1388.0,1388.0,1388.0,2,1,2776.0
2021-06-15 08:19:00-04:00,1387.75,1387.75,1387.75,1387.75,2,1,2775.5
2021-06-15 08:23:00-04:00,1390.75,1390.75,1390.75,1390.75,1,1,1390.75
2021-06-15 08:24:00-04:00,1390.25,1390.25,1390.0,1390.0,3,2,4170.25
2021-06-15 08:25:00-04:00,1390.5,1390.5,1390.5,1390.5,1,1,1390.5
2021-06-15 08:29:00-04:00,1391.25,1391.5,1391.25,1391.5,5,3,6956.75
2021-06-15 08:39:00-04:00,1387.25,1387.5,1387.25,1387.5,3,2,4162.0
2021-06-15 08:40:00-04:00,1387.5,1387.5,1387.5,1387.5,2,2,2775.0
2021-06-15 08:42:00-04:00,1386.0,1386.0,1386.0,1386.0,3,1,4158.0
2021-06-15 08:43:00-04:00,1386.0,1386.0,1386.0,1386.0,1,1,1386.0
2021-06-15 08:44:00-04:00,1386.0,1386.0,1386.0,1386.0,2,1,2772.0
2021-06-15 09:29:00-04:00,1383.5,1383.75,1383.5,1383.5,10,4,13835.5
2021-06-15 09:30:00-04:00,1382.0,1382.0,1378.0,1381.5,183,96,252466.25
2021-06-15 09:31:00-04:00,1381.25,1382.25,1379.0,1379.0,21,12,29009.75
2021-06-15 09:32:00-04:00,1379.25,1379.25,1376.25,1376.25,42,23,57847.25
2021-06-15 09:33:00-04:00,1376.5,1379.25,1376.5,1379.25,27,18,37214.0
2021-06-15 09:34:00-04:00,1381.0,1382.75,1381.0,1382.75,25,14,34550.5
2021-06-15 09:35:00-04:00,1382.0,1382.0,1381.75,1381.75,2,2,2763.75
2021-06-15 09:36:00-04:00,1382.0,1382.25,1381.5,1382.25,4,4,5527.25
2021-06-15 09:37:00-04:00,1381.5,1384.75,1381.5,1384.75,16,12,22138.0
2021-06-15 09:38:00-04:00,1384.75,1385.5,1381.75,1381.75,20,15,27677.0
2021-06-15 09:39:00-04:00,1382.25,1382.25,1382.0,1382.0,2,2,2764.25
2021-06-15 09:40:00-04:00,1379.75,1379.75,1379.75,1379.75,1,1,1379.75
2021-06-15 09:41:00-04:00,1379.25,1379.25,1379.0,1379.0,4,2,5516.5
