,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-14 20:00:00-04:00,1483.5,1488.25,1483.25,1486.5,571,252,848279.75
2021-06-14 20:01:00-04:00,1486.5,1486.5,1484.0,1484.25,182,80,270302.5
2021-06-14 20:02:00-04:00,1484.0,1485.0,1482.25,1482.5,130,71,192931.75
2021-06-14 20:03:00-04:00,1482.25,1482.25,1478.75,1480.75,161,81,238352.25
2021-06-14 20:04:00-04:00,1480.5,1480.5,1478.75,1478.75,40,24,59186.5
2021-06-14 20:05:00-04:00,1478.5,1480.5,1477.75,1478.25,123,54,181960.75
2021-06-14 20:06:00-04:00,1477.5,1477.75,1475.75,1477.5,68,27,100426.5
2021-06-14 20:07:00-04:00,1477.75,1478.75,1477.0,1478.75,80,34,118228.5
2021-06-14 20:08:00-04:00,1479.0,1479.25,1478.5,1478.5,61,19,90217.75
2021-06-14 20:09:00-04:00,1478.25,1478.75,1478.0,1478.75,19,13,28089.75
2021-06-14 20:10:00-04:00,1479.0,1480.75,1479.0,1479.75,59,39,87318.25
2021-06-14 20:11:00-04:00,1480.0,1480.0,1478.75,1479.25,38,15,56212.0
2021-06-14 20:12:00-04:00,1479.5,1480.25,1479.0,1479.25,27,12,39946.25
2021-06-14 20:13:00-04:00,1479.0,1479.0,1477.25,1477.5,45,21,66526.25
2021-06-14 20:14:00-04:00,1477.75,1478.75,1477.5,1478.75,30,19,44346.0
2021-06-14 20:15:00-04:00,1478.0,1478.5,1478.0,1478.25,13,7,19217.25
2021-06-14 20:16:00-04:00,1478.25,1478.5,1478.0,1478.5,13,7,19216.25
2021-06-14 20:17:00-04:00,1478.25,1478.75,1478.25,1478.75,3,3,4435.5
2021-06-14 20:18:00-04:00,1478.25,1479.25,1478.25,1479.0,17,9,25141.25
2021-06-14 20:19:00-04:00,1478.75,1478.75,1478.5,1478.5,3,3,4435.75
2021-06-14 20:20:00-04:00,1478.0,1478.0,1477.25,1478.0,12,8,17733.0
2021-06-14 20:21:00-04:00,1478.25,1478.5,1478.25,1478.5,5,5,7392.0
2021-06-14 20:22:00-04:00,1478.5,1479.25,1478.5,1479.25,15,10,22187.0
2021-06-14 20:23:00-04:00,1479.0,1479.0,1478.5,1478.75,11,3,16267.25
2021-06-14 20:24:00-04:00,1478.25,1478.5,1478.0,1478.0,15,7,22173.25
2021-06-14 20:25:00-04:00,1478.25,1478.25,1478.0,1478.0,3,3,4434.5
2021-06-14 20:26:00-04:00,1478.0,1478.0,1477.5,1477.5,11,9,16255.25
2021-06-14 20:27:00-04:00,1477.5,1477.5,1477.25,1477.25,12,6,17728.25
2021-06-14 20:28:00-04:00,1477.5,1477.5,1476.75,1477.0,13,8,19202.0
2021-06-14 20:29:00-04:00,1476.75,1477.0,1476.75,1477.0,10,5,14768.75
2021-06-14 20:30:00-04:00,1477.0,1477.75,1477.0,1477.75,14,9,20679.25
2021-06-14 20:31:00-04:00,1477.75,1477.75,1477.25,1477.25,4,3,5910.25
2021-06-14 20:32:00-04:00,1477.25,1477.25,1477.25,1477.25,1,1,1477.25
2021-06-14 20:33:00-04:00,1477.5,1477.5,1477.25,1477.25,4,2,5909.5
2021-06-14 20:34:00-04:00,1477.25,1477.25,1477.0,1477.0,10,8,14770.5
2021-06-14 20:35:00-04:00,1477.0,1477.0,1477.0,1477.0,8,7,11816.0
2021-06-14 20:36:00-04:00,1477.0,1477.0,1477.0,1477.0,4,4,5908.0
2021-06-14 20:37:00-04:00,1477.0,1477.0,1476.25,1476.25,12,6,17719.75
2021-06-14 20:38:00-04:00,1476.25,1477.25,1476.25,1477.25,72,10,106325.5
2021-06-14 20:39:00-04:00,1477.5,1477.5,1477.5,1477.5,8,6,11820.0
2021-06-14 20:40:00-04:00,1477.5,1477.75,1477.25,1477.75,30,7,44325.5
2021-06-14 20:41:00-04:00,1477.75,1478.0,1477.25,1477.5,14,8,20686.0
2021-06-14 20:42:00-04:00,1477.5,1477.75,1477.5,1477.5,20,7,29550.5
2021-06-14 20:43:00-04:00,1477.5,1478.0,1477.25,1478.0,23,10,33986.25
2021-06-14 20:44:00-04:00,1478.25,1479.0,1478.25,1479.0,23,10,34013.75
2021-06-14 20:45:00-04:00,1479.0,1479.0,1477.0,1477.25,34,21,50248.0
2021-06-14 20:46:00-04:00,1477.0,1477.0,1477.0,1477.0,2,2,2954.0
2021-06-14 20:47:00-04:00,1476.75,1476.75,1476.5,1476.75,26,6,38390.75
2021-06-14 20:48:00-04:00,1476.25,1476.25,1476.0,1476.0,6,3,8857.0
2021-06-14 20:49:00-04:00,1476.25,1477.0,1476.25,1476.5,19,8,28051.75
2021-06-14 20:50:00-04:00,1476.75,1477.5,1476.75,1477.5,12,7,17724.75
2021-06-14 20:51:00-04:00,1477.75,1478.25,1477.75,1478.0,15,8,22169.75
2021-06-14 20:52:00-04:00,1478.25,1478.25,1477.5,1477.5,10,5,14777.75
2021-06-14 20:53:00-04:00,1477.75,1478.5,1477.75,1478.5,12,4,17734.0
2021-06-14 20:54:00-04:00,1478.5,1478.5,1478.0,1478.0,6,3,8869.5
2021-06-14 20:55:00-04:00,1477.5,1477.5,1477.5,1477.5,9,2,13297.5
2021-06-14 20:56:00-04:00,1477.5,1477.5,1477.5,1477.5,5,3,7387.5
2021-06-14 20:57:00-04:00,1478.0,1478.0,1478.0,1478.0,1,1,1478.0
2021-06-14 20:58:00-04:00,1478.0,1478.25,1478.0,1478.25,3,2,4434.25
2021-06-14 20:59:00-04:00,1478.0,1478.25,1477.5,1477.5,17,13,25125.0
2021-06-14 21:00:00-04:00,1477.75,1477.75,1476.25,1476.75,85,31,125525.75
2021-06-14 21:01:00-04:00,1476.5,1476.75,1476.0,1476.5,18,14,26574.5
2021-06-14 21:02:00-04:00,1476.5,1476.75,1476.0,1476.0,8,8,11811.0
2021-06-14 21:03:00-04:00,1475.75,1475.75,1475.0,1475.75,75,31,110642.25
