,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-29 18:00:00-04:00,80.335,80.355,80.335,80.345,94,17,7552.775
2021-07-29 18:01:00-04:00,80.355,80.355,80.345,80.345,10,4,803.47
2021-07-29 18:02:00-04:00,80.355,80.355,80.355,80.355,9,2,723.195
2021-07-29 18:04:00-04:00,80.365,80.37,80.365,80.37,4,3,321.465
2021-07-29 18:05:00-04:00,80.37,80.37,80.37,80.37,2,2,160.74
2021-07-29 18:06:00-04:00,80.365,80.365,80.365,80.365,9,2,723.285
2021-07-29 18:08:00-04:00,80.36,80.36,80.355,80.355,26,5,2089.31
2021-07-29 18:09:00-04:00,80.355,80.355,80.355,80.355,2,1,160.71
2021-07-29 18:13:00-04:00,80.355,80.355,80.355,80.355,8,4,642.84
2021-07-29 18:18:00-04:00,80.355,80.355,80.355,80.355,1,1,80.355
2021-07-29 18:20:00-04:00,80.35,80.35,80.35,80.35,1,1,80.35
2021-07-29 18:21:00-04:00,80.35,80.355,80.35,80.35,3,3,241.055
2021-07-29 18:22:00-04:00,80.35,80.35,80.35,80.35,2,2,160.7
2021-07-29 18:23:00-04:00,80.35,80.35,80.35,80.35,1,1,80.35
2021-07-29 18:24:00-04:00,80.35,80.35,80.345,80.345,17,4,1365.94
2021-07-29 18:25:00-04:00,80.35,80.35,80.35,80.35,1,1,80.35
2021-07-29 18:26:00-04:00,80.35,80.35,80.35,80.35,2,2,160.7
2021-07-29 18:28:00-04:00,80.355,80.355,80.355,80.355,1,1,80.355
2021-07-29 18:34:00-04:00,80.355,80.355,80.355,80.355,1,1,80.355
2021-07-29 18:35:00-04:00,80.355,80.355,80.35,80.35,8,2,642.81
2021-07-29 18:37:00-04:00,80.345,80.345,80.345,80.345,11,1,883.795
2021-07-29 18:38:00-04:00,80.345,80.345,80.345,80.345,1,1,80.345
2021-07-29 18:39:00-04:00,80.345,80.345,80.345,80.345,2,2,160.69
2021-07-29 18:40:00-04:00,80.345,80.345,80.345,80.345,12,6,964.14
2021-07-29 18:42:00-04:00,80.345,80.345,80.34,80.34,11,3,883.745
2021-07-29 18:43:00-04:00,80.34,80.34,80.34,80.34,2,2,160.68
2021-07-29 18:44:00-04:00,80.345,80.35,80.345,80.345,57,14,4579.72
2021-07-29 18:48:00-04:00,80.35,80.355,80.35,80.355,56,5,4499.61
2021-07-29 18:49:00-04:00,80.35,80.35,80.35,80.35,5,1,401.75
2021-07-29 18:51:00-04:00,80.355,80.36,80.355,80.36,8,2,642.845
2021-07-29 18:53:00-04:00,80.36,80.365,80.36,80.365,7,4,562.55
2021-07-29 18:55:00-04:00,80.365,80.365,80.36,80.36,24,8,1928.665
2021-07-29 18:57:00-04:00,80.365,80.365,80.365,80.365,3,2,241.095
2021-07-29 18:58:00-04:00,80.37,80.375,80.37,80.375,82,11,6590.56
2021-07-29 18:59:00-04:00,80.38,80.38,80.38,80.38,44,6,3536.72
2021-07-29 19:00:00-04:00,80.375,80.38,80.37,80.38,19,6,1527.12
2021-07-29 19:01:00-04:00,80.385,80.385,80.385,80.385,48,11,3858.48
2021-07-29 19:02:00-04:00,80.385,80.39,80.385,80.39,8,3,643.095
2021-07-29 19:03:00-04:00,80.39,80.39,80.385,80.385,15,3,1205.83
