,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-29 21:45:00-04:00,80.17,80.17,80.17,80.17,1,1,80.17
2021-07-29 22:15:00-04:00,80.23,80.23,80.23,80.23,1,1,80.23
2021-07-30 10:55:00-04:00,80.2,80.2,80.2,80.2,1,1,80.2
2021-07-30 15:20:00-04:00,80.18,80.18,80.18,80.18,1,1,80.18
