,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-05 20:00:00-04:00,1356.25,1360.0,1356.25,1357.5,63,12,85500.0
2021-05-05 20:04:00-04:00,1361.0,1361.0,1359.25,1359.25,2,2,2720.25
2021-05-05 20:17:00-04:00,1362.5,1365.0,1362.25,1362.25,12,12,16362.75
2021-05-05 20:18:00-04:00,1363.25,1363.75,1363.25,1363.75,8,8,10908.25
2021-05-05 20:19:00-04:00,1363.25,1363.25,1363.25,1363.25,2,2,2726.5
2021-05-05 20:20:00-04:00,1363.5,1366.75,1363.5,1364.5,25,21,34117.25
2021-05-05 20:21:00-04:00,1364.5,1364.5,1363.75,1364.5,27,16,36833.0
2021-05-05 20:32:00-04:00,1364.5,1364.5,1364.5,1364.5,1,1,1364.5
2021-05-05 20:36:00-04:00,1365.0,1365.0,1365.0,1365.0,2,2,2730.0
2021-05-05 20:38:00-04:00,1364.5,1364.75,1364.5,1364.75,2,2,2729.25
2021-05-05 20:40:00-04:00,1364.0,1364.0,1364.0,1364.0,1,1,1364.0
2021-05-05 20:42:00-04:00,1363.75,1363.75,1363.75,1363.75,1,1,1363.75
2021-05-05 20:50:00-04:00,1365.25,1365.75,1365.25,1365.25,3,3,4096.25
2021-05-05 20:54:00-04:00,1365.25,1365.25,1365.25,1365.25,1,1,1365.25
2021-05-05 20:55:00-04:00,1366.5,1366.5,1366.5,1366.5,1,1,1366.5
2021-05-05 21:02:00-04:00,1365.25,1365.25,1365.25,1365.25,1,1,1365.25
2021-05-05 21:07:00-04:00,1365.25,1365.25,1365.25,1365.25,1,1,1365.25
2021-05-05 21:12:00-04:00,1362.25,1362.25,1362.0,1362.0,2,2,2724.25
2021-05-05 21:13:00-04:00,1361.5,1361.5,1361.25,1361.25,2,2,2722.75
2021-05-05 21:14:00-04:00,1361.5,1361.5,1361.5,1361.5,1,1,1361.5
2021-05-05 21:15:00-04:00,1362.0,1362.0,1362.0,1362.0,4,2,5448.0
2021-05-05 21:16:00-04:00,1363.0,1363.0,1363.0,1363.0,1,1,1363.0
2021-05-05 21:17:00-04:00,1361.25,1361.25,1360.0,1360.0,3,3,4082.5
2021-05-05 21:18:00-04:00,1360.0,1360.25,1359.5,1359.5,16,11,21760.75
2021-05-05 21:19:00-04:00,1359.5,1359.5,1359.5,1359.5,2,2,2719.0
2021-05-05 21:20:00-04:00,1358.5,1358.5,1358.0,1358.25,4,4,5433.25
2021-05-05 21:21:00-04:00,1358.0,1358.0,1358.0,1358.0,2,1,2716.0
2021-05-05 21:22:00-04:00,1358.75,1358.75,1358.75,1358.75,1,1,1358.75
2021-05-05 21:23:00-04:00,1359.5,1359.5,1359.5,1359.5,1,1,1359.5
2021-05-05 21:33:00-04:00,1358.75,1358.75,1358.75,1358.75,1,1,1358.75
2021-05-05 21:38:00-04:00,1360.0,1360.0,1359.75,1359.75,2,2,2719.75
2021-05-05 21:40:00-04:00,1360.25,1360.25,1360.25,1360.25,1,1,1360.25
2021-05-05 21:41:00-04:00,1360.5,1360.5,1360.5,1360.5,1,1,1360.5
2021-05-05 21:43:00-04:00,1361.0,1361.0,1361.0,1361.0,1,1,1361.0
2021-05-05 22:13:00-04:00,1359.25,1359.25,1359.25,1359.25,2,2,2718.5
2021-05-05 22:14:00-04:00,1359.0,1359.0,1359.0,1359.0,1,1,1359.0
2021-05-05 22:25:00-04:00,1358.25,1358.25,1358.25,1358.25,1,1,1358.25
2021-05-05 22:33:00-04:00,1360.5,1360.5,1360.5,1360.5,1,1,1360.5
2021-05-05 22:59:00-04:00,1361.5,1361.5,1361.5,1361.5,1,1,1361.5
