,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-01 20:00:00-04:00,1404.5,1405.25,1401.0,1405.0,65,39,91260.5
2021-07-01 20:01:00-04:00,1405.25,1407.0,1405.0,1407.0,27,14,37954.0
2021-07-01 20:02:00-04:00,1407.5,1407.75,1406.75,1407.25,16,10,22520.0
2021-07-01 20:03:00-04:00,1407.0,1407.0,1407.0,1407.0,1,1,1407.0
2021-07-01 20:04:00-04:00,1408.0,1408.0,1407.75,1407.75,5,5,7039.5
2021-07-01 20:05:00-04:00,1409.0,1409.0,1407.0,1407.0,5,5,7040.25
2021-07-01 20:06:00-04:00,1407.25,1407.25,1407.25,1407.25,1,1,1407.25
2021-07-01 20:07:00-04:00,1407.75,1407.75,1407.75,1407.75,3,1,4223.25
2021-07-01 20:08:00-04:00,1407.5,1407.5,1407.5,1407.5,1,1,1407.5
2021-07-01 20:09:00-04:00,1407.0,1407.0,1407.0,1407.0,2,1,2814.0
2021-07-01 20:11:00-04:00,1407.5,1407.5,1407.5,1407.5,6,3,8445.0
2021-07-01 20:12:00-04:00,1406.5,1406.5,1406.5,1406.5,2,1,2813.0
2021-07-01 20:13:00-04:00,1406.25,1406.25,1406.0,1406.0,2,2,2812.25
2021-07-01 20:17:00-04:00,1405.5,1405.5,1405.5,1405.5,1,1,1405.5
2021-07-01 20:18:00-04:00,1405.5,1406.0,1405.5,1406.0,7,3,9839.0
2021-07-01 20:19:00-04:00,1406.25,1406.25,1406.25,1406.25,3,3,4218.75
2021-07-01 20:29:00-04:00,1406.75,1406.75,1406.75,1406.75,1,1,1406.75
2021-07-01 20:31:00-04:00,1407.25,1407.25,1407.25,1407.25,3,1,4221.75
2021-07-01 20:34:00-04:00,1408.5,1408.5,1408.5,1408.5,3,1,4225.5
2021-07-01 20:39:00-04:00,1410.0,1411.75,1410.0,1411.0,15,7,21159.75
2021-07-01 20:45:00-04:00,1410.75,1410.75,1410.5,1410.5,2,2,2821.25
2021-07-01 20:46:00-04:00,1409.75,1409.75,1409.5,1409.5,7,2,9866.75
