,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-20 20:00:00-04:00,1345.0,1345.0,1344.5,1344.75,6,3,8069.25
2021-05-20 20:09:00-04:00,1344.25,1344.25,1344.25,1344.25,1,1,1344.25
2021-05-20 20:10:00-04:00,1345.0,1345.0,1345.0,1345.0,1,1,1345.0
2021-05-20 20:21:00-04:00,1343.75,1343.75,1343.75,1343.75,1,1,1343.75
2021-05-20 20:24:00-04:00,1343.25,1343.25,1343.25,1343.25,1,1,1343.25
2021-05-20 20:38:00-04:00,1343.75,1343.75,1343.75,1343.75,1,1,1343.75
2021-05-20 21:36:00-04:00,1344.0,1344.0,1344.0,1344.0,40,8,53760.0
2021-05-20 21:43:00-04:00,1344.0,1344.0,1344.0,1344.0,10,4,13440.0
2021-05-20 21:44:00-04:00,1343.5,1343.5,1343.5,1343.5,18,7,24183.0
2021-05-20 21:45:00-04:00,1343.5,1343.5,1343.5,1343.5,6,4,8061.0
2021-05-20 21:50:00-04:00,1344.0,1344.0,1343.5,1343.5,26,9,34933.5
2021-05-20 22:10:00-04:00,1340.75,1340.75,1340.75,1340.75,1,1,1340.75
2021-05-20 22:19:00-04:00,1339.25,1339.25,1339.25,1339.25,2,1,2678.5
2021-05-20 22:20:00-04:00,1339.25,1339.25,1339.25,1339.25,1,1,1339.25
2021-05-20 22:48:00-04:00,1340.25,1340.25,1340.25,1340.25,1,1,1340.25
2021-05-20 23:14:00-04:00,1339.25,1339.25,1339.25,1339.25,10,5,13392.5
2021-05-21 00:05:00-04:00,1341.0,1341.0,1340.75,1340.75,5,2,6704.75
2021-05-21 01:05:00-04:00,1341.75,1341.75,1341.75,1341.75,1,1,1341.75
2021-05-21 01:14:00-04:00,1341.75,1341.75,1341.75,1341.75,1,1,1341.75
2021-05-21 01:17:00-04:00,1341.75,1341.75,1341.75,1341.75,1,1,1341.75
