,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-08-01 18:01:00-04:00,4389.0,4389.0,4389.0,4389.0,1,1,4389.0
2021-08-01 18:02:00-04:00,4390.0,4390.0,4390.0,4390.0,1,1,4390.0
2021-08-01 18:37:00-04:00,4395.0,4395.75,4395.0,4395.75,3,2,13186.5
2021-08-01 18:38:00-04:00,4395.75,4395.75,4395.75,4395.75,1,1,4395.75
2021-08-01 18:39:00-04:00,4397.0,4398.0,4397.0,4398.0,10,6,43973.0
2021-08-01 18:40:00-04:00,4398.0,4398.0,4398.0,4398.0,6,3,26388.0
2021-08-01 18:44:00-04:00,4398.25,4398.25,4398.25,4398.25,1,1,4398.25
2021-08-01 19:03:00-04:00,4397.25,4397.25,4397.25,4397.25,1,1,4397.25
2021-08-01 19:11:00-04:00,4397.0,4397.0,4397.0,4397.0,1,1,4397.0
2021-08-01 19:26:00-04:00,4396.0,4396.0,4396.0,4396.0,1,1,4396.0
2021-08-01 19:29:00-04:00,4395.5,4395.5,4395.5,4395.5,1,1,4395.5
2021-08-01 19:31:00-04:00,4394.75,4394.75,4393.75,4393.75,5,3,21970.5
2021-08-01 19:32:00-04:00,4395.0,4395.0,4395.0,4395.0,1,1,4395.0
2021-08-01 19:40:00-04:00,4396.0,4396.0,4395.5,4395.5,2,2,8791.5
2021-08-01 19:57:00-04:00,4397.0,4397.0,4397.0,4397.0,2,1,8794.0
2021-08-01 20:08:00-04:00,4395.0,4395.0,4395.0,4395.0,1,1,4395.0
2021-08-01 20:28:00-04:00,4397.75,4397.75,4397.75,4397.75,1,1,4397.75
2021-08-01 20:29:00-04:00,4397.5,4397.5,4397.5,4397.5,1,1,4397.5
2021-08-01 20:37:00-04:00,4398.0,4398.0,4398.0,4398.0,1,1,4398.0
2021-08-01 20:39:00-04:00,4399.75,4400.0,4399.75,4400.0,6,3,26399.75
2021-08-01 20:41:00-04:00,4400.75,4400.75,4400.75,4400.75,1,1,4400.75
2021-08-01 20:46:00-04:00,4401.0,4401.0,4401.0,4401.0,1,1,4401.0
2021-08-01 20:50:00-04:00,4400.75,4400.75,4400.75,4400.75,2,1,8801.5
2021-08-01 20:52:00-04:00,4402.0,4402.0,4402.0,4402.0,1,1,4402.0
2021-08-01 20:54:00-04:00,4402.25,4402.25,4402.25,4402.25,1,1,4402.25
2021-08-01 20:57:00-04:00,4401.75,4401.75,4401.75,4401.75,1,1,4401.75
2021-08-01 20:58:00-04:00,4401.0,4401.0,4401.0,4401.0,1,1,4401.0
2021-08-01 21:02:00-04:00,4401.75,4401.75,4401.75,4401.75,3,1,13205.25
2021-08-01 21:16:00-04:00,4401.25,4401.25,4401.25,4401.25,1,1,4401.25
2021-08-01 21:46:00-04:00,4401.0,4401.0,4401.0,4401.0,1,1,4401.0
2021-08-01 21:49:00-04:00,4400.0,4400.0,4400.0,4400.0,1,1,4400.0
2021-08-01 22:00:00-04:00,4399.0,4399.0,4399.0,4399.0,1,1,4399.0
2021-08-01 22:04:00-04:00,4398.0,4398.0,4396.75,4396.75,11,7,48372.0
2021-08-01 22:08:00-04:00,4396.0,4396.0,4396.0,4396.0,1,1,4396.0
2021-08-01 22:14:00-04:00,4396.0,4396.0,4396.0,4396.0,3,2,13188.0
2021-08-01 22:16:00-04:00,4396.25,4396.25,4396.25,4396.25,1,1,4396.25
2021-08-01 22:17:00-04:00,4396.25,4396.25,4396.0,4396.0,3,2,13188.5
2021-08-01 22:20:00-04:00,4396.75,4396.75,4396.75,4396.75,1,1,4396.75
2021-08-01 22:28:00-04:00,4397.75,4397.75,4397.75,4397.75,2,1,8795.5
