,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-30 22:19:00-04:00,79.205,79.205,79.205,79.205,2,1,158.41
2021-08-31 05:45:00-04:00,79.455,79.455,79.455,79.455,1,1,79.455
2021-08-31 08:43:00-04:00,79.315,79.315,79.315,79.315,1,1,79.315
2021-08-31 09:13:00-04:00,79.28,79.28,79.28,79.28,3,1,237.84
2021-08-31 10:23:00-04:00,79.2,79.2,79.2,79.2,4,1,316.8
2021-08-31 13:08:00-04:00,79.2,79.2,79.2,79.2,1,1,79.2
2021-08-31 13:14:00-04:00,79.18,79.18,79.18,79.18,4,1,316.72
2021-08-31 13:46:00-04:00,79.27,79.27,79.27,79.27,2,2,158.54
2021-08-31 13:52:00-04:00,79.27,79.27,79.27,79.27,2,1,158.54
2021-08-31 13:53:00-04:00,79.285,79.285,79.285,79.285,1,1,79.285
