,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-31 04:21:00-04:00,79.44,79.44,79.44,79.44,1,1,79.44
2021-08-31 06:56:00-04:00,79.43,79.43,79.43,79.43,1,1,79.43
2021-08-31 10:40:00-04:00,79.27,79.275,79.27,79.275,8,2,634.195
2021-08-31 10:43:00-04:00,79.265,79.265,79.265,79.265,1,1,79.265
2021-08-31 11:03:00-04:00,79.115,79.115,79.115,79.115,1,1,79.115
2021-08-31 11:40:00-04:00,79.12,79.12,79.12,79.12,1,1,79.12
