,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-19 20:00:00-04:00,1434.25,1438.0,1432.25,1436.5,170,75,243962.0
2021-07-19 20:01:00-04:00,1435.5,1436.75,1434.75,1435.75,43,11,61722.75
2021-07-19 20:02:00-04:00,1436.25,1436.25,1435.75,1435.75,7,4,10052.5
2021-07-19 20:03:00-04:00,1436.25,1436.25,1434.25,1434.25,4,4,5741.25
2021-07-19 20:04:00-04:00,1434.25,1435.0,1434.25,1435.0,7,3,10043.5
2021-07-19 20:05:00-04:00,1436.5,1436.5,1436.5,1436.5,1,1,1436.5
2021-07-19 20:06:00-04:00,1437.0,1437.75,1437.0,1437.75,19,7,27315.75
2021-07-19 20:08:00-04:00,1436.25,1436.25,1435.5,1435.5,14,6,20100.75
2021-07-19 20:09:00-04:00,1435.25,1436.5,1435.25,1436.5,17,5,24415.75
2021-07-19 20:10:00-04:00,1436.25,1436.25,1435.0,1435.0,2,2,2871.25
2021-07-19 20:12:00-04:00,1435.25,1435.25,1435.25,1435.25,12,4,17223.0
2021-07-19 20:14:00-04:00,1433.75,1433.75,1433.5,1433.75,9,4,12903.0
2021-07-19 20:15:00-04:00,1435.25,1435.25,1435.25,1435.25,6,5,8611.5
2021-07-19 20:16:00-04:00,1435.25,1435.25,1435.25,1435.25,1,1,1435.25
2021-07-19 20:17:00-04:00,1435.0,1435.0,1433.75,1433.75,6,4,8604.25
2021-07-19 20:20:00-04:00,1433.5,1433.5,1433.25,1433.25,5,4,7166.75
2021-07-19 20:21:00-04:00,1433.25,1433.25,1433.25,1433.25,1,1,1433.25
2021-07-19 20:23:00-04:00,1434.0,1434.0,1434.0,1434.0,2,1,2868.0
2021-07-19 20:29:00-04:00,1433.75,1433.75,1433.75,1433.75,1,1,1433.75
2021-07-19 20:31:00-04:00,1434.75,1435.0,1434.75,1435.0,10,2,14349.5
2021-07-19 20:33:00-04:00,1434.5,1434.5,1434.5,1434.5,1,1,1434.5
2021-07-19 20:34:00-04:00,1434.25,1434.25,1434.25,1434.25,1,1,1434.25
2021-07-19 20:40:00-04:00,1434.25,1434.25,1434.25,1434.25,1,1,1434.25
2021-07-19 20:46:00-04:00,1435.25,1435.25,1435.25,1435.25,1,1,1435.25
2021-07-19 20:47:00-04:00,1435.75,1435.75,1435.75,1435.75,1,1,1435.75
2021-07-19 20:49:00-04:00,1436.25,1437.0,1436.25,1437.0,10,8,14368.0
2021-07-19 20:50:00-04:00,1437.25,1437.25,1437.25,1437.25,1,1,1437.25
2021-07-19 20:51:00-04:00,1437.75,1439.0,1437.75,1438.75,47,11,67610.25
2021-07-19 20:52:00-04:00,1438.5,1439.0,1437.25,1437.25,30,8,43150.0
2021-07-19 20:54:00-04:00,1437.5,1437.5,1437.5,1437.5,6,2,8625.0
2021-07-19 20:56:00-04:00,1437.0,1437.0,1437.0,1437.0,1,1,1437.0
2021-07-19 20:57:00-04:00,1437.0,1437.25,1437.0,1437.25,2,2,2874.25
2021-07-19 20:58:00-04:00,1438.25,1438.25,1437.75,1438.0,5,4,7189.5
2021-07-19 20:59:00-04:00,1438.25,1438.25,1437.25,1437.25,3,2,4312.75
2021-07-19 21:00:00-04:00,1438.25,1439.25,1438.25,1438.75,7,7,10071.25
2021-07-19 21:01:00-04:00,1438.5,1438.5,1438.5,1438.5,2,2,2877.0
2021-07-19 21:06:00-04:00,1436.0,1436.0,1436.0,1436.0,1,1,1436.0
2021-07-19 21:07:00-04:00,1435.5,1437.5,1435.5,1437.25,34,8,48844.75
2021-07-19 21:13:00-04:00,1437.25,1437.25,1437.25,1437.25,1,1,1437.25
2021-07-19 21:19:00-04:00,1437.75,1437.75,1437.75,1437.75,1,1,1437.75
2021-07-19 21:20:00-04:00,1437.5,1437.5,1437.5,1437.5,1,1,1437.5
2021-07-19 21:23:00-04:00,1438.25,1438.25,1437.25,1437.25,3,3,4313.75
2021-07-19 21:24:00-04:00,1436.5,1436.5,1436.0,1436.0,4,4,5745.5
2021-07-19 21:26:00-04:00,1436.5,1437.0,1436.5,1437.0,3,3,4310.0
2021-07-19 21:27:00-04:00,1436.5,1436.5,1436.5,1436.5,1,1,1436.5
2021-07-19 21:28:00-04:00,1436.5,1436.5,1436.25,1436.25,2,2,2872.75
2021-07-19 21:35:00-04:00,1438.5,1438.5,1438.5,1438.5,2,1,2877.0
2021-07-19 21:37:00-04:00,1438.0,1438.0,1437.75,1437.75,4,2,5751.25
2021-07-19 21:39:00-04:00,1438.5,1438.5,1438.5,1438.5,2,1,2877.0
2021-07-19 21:45:00-04:00,1438.75,1438.75,1438.75,1438.75,1,1,1438.75
2021-07-19 21:47:00-04:00,1440.25,1440.5,1440.0,1440.0,6,4,8642.25
2021-07-19 21:51:00-04:00,1440.5,1440.5,1439.75,1439.75,45,11,64810.5
2021-07-19 21:52:00-04:00,1439.75,1440.0,1439.75,1440.0,25,4,35998.75
2021-07-19 21:53:00-04:00,1439.75,1439.75,1439.75,1439.75,2,2,2879.5
