,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-19 20:00:00-04:00,1391.0,1393.75,1388.25,1391.75,101,54,140478.0
2021-07-19 20:01:00-04:00,1391.5,1392.0,1391.5,1391.5,19,7,26442.5
2021-07-19 20:03:00-04:00,1392.25,1392.25,1390.25,1390.25,2,2,2782.5
2021-07-19 20:04:00-04:00,1391.0,1391.0,1391.0,1391.0,7,1,9737.0
2021-07-19 20:05:00-04:00,1392.75,1392.75,1392.75,1392.75,1,1,1392.75
2021-07-19 20:08:00-04:00,1391.5,1391.5,1391.5,1391.5,6,1,8349.0
2021-07-19 20:09:00-04:00,1392.25,1392.25,1392.25,1392.25,1,1,1392.25
2021-07-19 20:10:00-04:00,1392.25,1392.25,1390.5,1390.5,2,2,2782.75
2021-07-19 20:11:00-04:00,1391.25,1391.25,1391.25,1391.25,1,1,1391.25
2021-07-19 20:12:00-04:00,1391.0,1391.0,1391.0,1391.0,1,1,1391.0
2021-07-19 20:14:00-04:00,1389.5,1389.5,1389.25,1389.25,2,2,2778.75
2021-07-19 20:15:00-04:00,1391.0,1391.25,1391.0,1391.25,2,2,2782.25
2021-07-19 20:17:00-04:00,1389.75,1389.75,1389.25,1389.25,6,3,8337.0
2021-07-19 20:18:00-04:00,1389.5,1389.5,1389.5,1389.5,9,1,12505.5
2021-07-19 20:20:00-04:00,1388.75,1388.75,1388.75,1388.75,2,1,2777.5
2021-07-19 20:23:00-04:00,1389.75,1389.75,1389.75,1389.75,1,1,1389.75
2021-07-19 20:25:00-04:00,1389.25,1389.25,1389.25,1389.25,1,1,1389.25
2021-07-19 20:27:00-04:00,1389.0,1389.0,1389.0,1389.0,6,1,8334.0
2021-07-19 20:28:00-04:00,1389.75,1389.75,1389.75,1389.75,1,1,1389.75
2021-07-19 20:31:00-04:00,1390.75,1390.75,1390.75,1390.75,2,1,2781.5
2021-07-19 20:47:00-04:00,1391.5,1391.75,1391.5,1391.75,3,3,4174.75
2021-07-19 20:48:00-04:00,1391.75,1391.75,1391.75,1391.75,1,1,1391.75
2021-07-19 20:49:00-04:00,1392.0,1392.5,1392.0,1392.5,15,6,20886.5
