,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-04 20:02:00-04:00,1328.5,1328.5,1328.25,1328.25,2,2,2656.75
2021-08-04 20:04:00-04:00,1326.75,1326.75,1326.75,1326.75,1,1,1326.75
2021-08-04 20:06:00-04:00,1326.0,1326.0,1326.0,1326.0,3,1,3978.0
2021-08-04 20:26:00-04:00,1326.0,1326.0,1325.75,1325.75,3,2,3977.5
2021-08-04 20:28:00-04:00,1327.0,1327.25,1327.0,1327.25,2,2,2654.25
2021-08-04 20:46:00-04:00,1327.25,1327.25,1327.25,1327.25,1,1,1327.25
2021-08-04 21:08:00-04:00,1325.75,1325.75,1325.75,1325.75,1,1,1325.75
2021-08-04 21:09:00-04:00,1326.0,1326.0,1326.0,1326.0,1,1,1326.0
2021-08-04 21:13:00-04:00,1326.0,1326.0,1326.0,1326.0,2,2,2652.0
2021-08-04 23:10:00-04:00,1328.25,1328.25,1328.25,1328.25,1,1,1328.25
2021-08-05 00:20:00-04:00,1328.0,1328.0,1327.75,1327.75,2,2,2655.75
2021-08-05 00:49:00-04:00,1327.5,1327.5,1327.5,1327.5,1,1,1327.5
2021-08-05 01:03:00-04:00,1327.0,1327.0,1327.0,1327.0,1,1,1327.0
2021-08-05 01:17:00-04:00,1326.5,1326.5,1326.5,1326.5,1,1,1326.5
2021-08-05 01:57:00-04:00,1323.75,1323.75,1323.75,1323.75,1,1,1323.75
2021-08-05 02:00:00-04:00,1323.25,1323.25,1323.25,1323.25,2,2,2646.5
2021-08-05 02:03:00-04:00,1323.5,1323.75,1323.5,1323.75,3,2,3971.0
2021-08-05 02:11:00-04:00,1324.0,1324.0,1324.0,1324.0,1,1,1324.0
2021-08-05 02:12:00-04:00,1325.0,1325.25,1325.0,1325.25,2,2,2650.25
2021-08-05 02:13:00-04:00,1325.25,1325.75,1325.25,1325.75,3,3,3976.5
2021-08-05 02:14:00-04:00,1325.5,1326.0,1325.25,1326.0,6,6,7953.75
2021-08-05 02:27:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-08-05 02:28:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-08-05 02:29:00-04:00,1324.25,1324.25,1324.0,1324.0,2,2,2648.25
2021-08-05 02:35:00-04:00,1325.0,1325.0,1325.0,1325.0,1,1,1325.0
2021-08-05 02:38:00-04:00,1324.75,1324.75,1324.25,1324.25,2,2,2649.0
2021-08-05 02:40:00-04:00,1324.0,1324.0,1324.0,1324.0,1,1,1324.0
2021-08-05 02:56:00-04:00,1322.5,1322.5,1322.5,1322.5,1,1,1322.5
2021-08-05 03:00:00-04:00,1322.75,1322.75,1322.75,1322.75,1,1,1322.75
2021-08-05 03:07:00-04:00,1320.5,1320.5,1320.5,1320.5,1,1,1320.5
2021-08-05 03:18:00-04:00,1320.75,1320.75,1320.75,1320.75,1,1,1320.75
2021-08-05 03:27:00-04:00,1320.25,1320.25,1320.25,1320.25,2,2,2640.5
2021-08-05 03:42:00-04:00,1321.5,1321.5,1321.5,1321.5,1,1,1321.5
2021-08-05 03:52:00-04:00,1320.5,1320.5,1320.5,1320.5,3,2,3961.5
2021-08-05 04:15:00-04:00,1320.0,1320.0,1320.0,1320.0,1,1,1320.0
2021-08-05 04:50:00-04:00,1320.5,1320.5,1320.5,1320.5,1,1,1320.5
2021-08-05 04:52:00-04:00,1320.0,1320.0,1320.0,1320.0,1,1,1320.0
2021-08-05 04:54:00-04:00,1320.5,1320.5,1320.5,1320.5,2,2,2641.0
2021-08-05 05:02:00-04:00,1322.0,1322.0,1322.0,1322.0,1,1,1322.0
2021-08-05 05:05:00-04:00,1322.25,1322.25,1322.25,1322.25,2,1,2644.5
2021-08-05 05:06:00-04:00,1322.25,1322.25,1321.75,1321.75,15,5,19830.75
2021-08-05 05:12:00-04:00,1322.0,1322.0,1322.0,1322.0,1,1,1322.0
2021-08-05 05:14:00-04:00,1323.0,1323.0,1323.0,1323.0,1,1,1323.0
2021-08-05 05:17:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-08-05 05:18:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-08-05 05:44:00-04:00,1322.75,1322.75,1322.75,1322.75,1,1,1322.75
2021-08-05 05:54:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-08-05 06:05:00-04:00,1323.25,1323.5,1323.25,1323.5,2,2,2646.75
2021-08-05 06:15:00-04:00,1321.5,1321.5,1321.25,1321.25,3,2,3964.25
2021-08-05 06:29:00-04:00,1320.5,1320.5,1320.5,1320.5,1,1,1320.5
2021-08-05 06:31:00-04:00,1321.75,1321.75,1321.75,1321.75,1,1,1321.75
2021-08-05 06:32:00-04:00,1321.5,1321.5,1321.5,1321.5,1,1,1321.5
2021-08-05 06:33:00-04:00,1321.5,1321.5,1321.25,1321.25,2,2,2642.75
2021-08-05 06:41:00-04:00,1322.25,1322.25,1322.25,1322.25,1,1,1322.25
2021-08-05 06:43:00-04:00,1321.0,1321.0,1320.5,1320.5,3,3,3962.25
2021-08-05 06:56:00-04:00,1321.75,1322.5,1321.5,1322.5,3,3,3965.75
2021-08-05 06:57:00-04:00,1322.5,1322.5,1322.25,1322.25,2,2,2644.75
2021-08-05 06:59:00-04:00,1323.5,1323.5,1323.5,1323.5,1,1,1323.5
2021-08-05 07:00:00-04:00,1323.75,1323.75,1323.5,1323.5,2,2,2647.25
2021-08-05 07:01:00-04:00,1322.75,1323.5,1322.75,1323.5,2,2,2646.25
2021-08-05 07:02:00-04:00,1324.0,1324.75,1324.0,1324.75,4,4,5297.5
2021-08-05 07:03:00-04:00,1324.5,1325.0,1324.5,1325.0,3,3,3974.25
2021-08-05 07:06:00-04:00,1325.0,1325.0,1325.0,1325.0,1,1,1325.0
2021-08-05 07:10:00-04:00,1324.25,1324.25,1323.5,1323.5,10,8,13239.5
2021-08-05 07:16:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-08-05 07:17:00-04:00,1323.0,1323.0,1322.75,1322.75,2,2,2645.75
2021-08-05 07:18:00-04:00,1323.25,1323.5,1322.0,1323.25,9,9,11906.0
2021-08-05 07:19:00-04:00,1323.5,1323.5,1323.5,1323.5,1,1,1323.5
2021-08-05 07:20:00-04:00,1324.0,1324.5,1324.0,1324.5,4,4,5296.75
2021-08-05 07:26:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-08-05 07:27:00-04:00,1323.5,1323.5,1323.25,1323.5,3,3,3970.25
2021-08-05 07:33:00-04:00,1322.75,1322.75,1322.5,1322.5,4,2,5290.75
2021-08-05 07:34:00-04:00,1323.0,1324.25,1323.0,1324.25,2,2,2647.25
2021-08-05 07:35:00-04:00,1324.75,1324.75,1324.75,1324.75,2,2,2649.5
2021-08-05 07:43:00-04:00,1324.5,1324.5,1324.25,1324.25,6,2,7945.75
2021-08-05 07:44:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-08-05 07:45:00-04:00,1324.0,1324.25,1324.0,1324.25,2,2,2648.25
2021-08-05 07:56:00-04:00,1323.75,1323.75,1323.75,1323.75,1,1,1323.75
2021-08-05 07:57:00-04:00,1324.0,1324.0,1324.0,1324.0,2,2,2648.0
2021-08-05 08:02:00-04:00,1324.0,1324.0,1324.0,1324.0,1,1,1324.0
2021-08-05 08:03:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-08-05 08:04:00-04:00,1324.0,1324.0,1324.0,1324.0,1,1,1324.0
2021-08-05 08:15:00-04:00,1324.0,1324.0,1323.75,1323.75,3,2,3971.5
2021-08-05 08:18:00-04:00,1324.5,1324.5,1324.5,1324.5,1,1,1324.5
2021-08-05 08:21:00-04:00,1324.0,1324.25,1323.25,1324.25,12,8,15886.0
2021-08-05 08:22:00-04:00,1324.25,1324.25,1323.75,1323.75,2,2,2648.0
2021-08-05 08:23:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-08-05 08:24:00-04:00,1322.75,1322.75,1322.5,1322.5,3,2,3968.0
2021-08-05 08:26:00-04:00,1323.0,1323.0,1322.75,1322.75,2,2,2645.75
2021-08-05 08:33:00-04:00,1324.75,1324.75,1324.75,1324.75,2,2,2649.5
2021-08-05 09:29:00-04:00,1325.75,1326.25,1325.25,1325.25,6,3,7954.5
2021-08-05 09:30:00-04:00,1327.75,1331.75,1327.75,1328.75,19,16,25268.75
2021-08-05 09:31:00-04:00,1331.25,1332.25,1331.0,1332.25,8,7,10652.0
2021-08-05 09:32:00-04:00,1332.5,1335.75,1332.5,1334.5,15,13,20010.75
2021-08-05 09:33:00-04:00,1336.5,1336.75,1336.25,1336.25,7,3,9355.5
