,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-04 20:00:00-04:00,1326.25,1327.25,1326.0,1326.25,212,80,281218.25
2021-08-04 20:01:00-04:00,1326.5,1326.75,1326.25,1326.75,37,13,49080.25
2021-08-04 20:02:00-04:00,1326.5,1327.0,1326.5,1326.5,37,12,49084.5
2021-08-04 20:03:00-04:00,1326.75,1326.75,1325.25,1325.25,56,19,74247.0
2021-08-04 20:04:00-04:00,1325.5,1325.5,1323.75,1324.0,175,52,231766.75
2021-08-04 20:05:00-04:00,1324.25,1324.5,1323.25,1323.75,133,25,176037.0
2021-08-04 20:06:00-04:00,1323.75,1323.75,1323.25,1323.25,100,22,132355.5
2021-08-04 20:07:00-04:00,1323.0,1323.75,1322.75,1323.75,65,22,86014.75
2021-08-04 20:08:00-04:00,1323.75,1324.0,1323.5,1324.0,94,13,124431.5
2021-08-04 20:09:00-04:00,1323.5,1324.75,1323.5,1324.75,105,36,139044.0
2021-08-04 20:10:00-04:00,1324.75,1325.0,1324.5,1324.75,35,12,46362.25
2021-08-04 20:11:00-04:00,1324.75,1325.0,1324.5,1324.75,20,9,26496.0
2021-08-04 20:12:00-04:00,1324.75,1325.25,1324.75,1325.0,25,10,33123.5
2021-08-04 20:13:00-04:00,1324.75,1325.0,1324.75,1325.0,11,3,14573.5
2021-08-04 20:14:00-04:00,1324.75,1325.25,1324.75,1325.25,12,6,15900.5
2021-08-04 20:15:00-04:00,1325.25,1325.25,1324.75,1324.75,20,9,26500.25
2021-08-04 20:16:00-04:00,1325.0,1325.25,1325.0,1325.25,7,5,9275.25
2021-08-04 20:17:00-04:00,1325.25,1325.5,1325.25,1325.25,22,12,29155.75
2021-08-04 20:18:00-04:00,1325.25,1325.5,1325.0,1325.0,21,14,27828.5
2021-08-04 20:19:00-04:00,1325.0,1325.25,1324.75,1325.25,9,8,11926.0
2021-08-04 20:20:00-04:00,1325.25,1325.25,1324.75,1324.75,11,5,14576.0
2021-08-04 20:21:00-04:00,1324.75,1324.75,1324.5,1324.75,45,18,59607.5
2021-08-04 20:22:00-04:00,1324.5,1324.75,1324.5,1324.75,12,9,15894.75
2021-08-04 20:23:00-04:00,1324.5,1324.75,1324.5,1324.5,4,4,5298.25
2021-08-04 20:24:00-04:00,1324.75,1324.75,1324.0,1324.25,67,11,88724.75
2021-08-04 20:25:00-04:00,1324.25,1324.5,1323.0,1323.0,78,12,103245.5
2021-08-04 20:26:00-04:00,1323.0,1323.75,1323.0,1323.75,66,15,87351.25
2021-08-04 20:27:00-04:00,1323.5,1324.0,1323.5,1324.0,82,9,108560.75
2021-08-04 20:28:00-04:00,1323.75,1324.25,1323.75,1324.0,59,18,78106.25
2021-08-04 20:29:00-04:00,1324.0,1324.25,1324.0,1324.25,11,2,14564.25
2021-08-04 20:31:00-04:00,1324.0,1324.25,1324.0,1324.25,2,2,2648.25
2021-08-04 20:32:00-04:00,1324.25,1324.75,1324.25,1324.75,12,8,15895.25
2021-08-04 20:33:00-04:00,1324.5,1324.5,1324.25,1324.25,5,5,6622.0
2021-08-04 20:34:00-04:00,1324.5,1324.5,1324.5,1324.5,1,1,1324.5
2021-08-04 20:35:00-04:00,1324.5,1324.5,1324.25,1324.25,4,3,5297.5
2021-08-04 20:36:00-04:00,1324.25,1324.25,1324.25,1324.25,3,2,3972.75
2021-08-04 20:37:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-08-04 20:38:00-04:00,1324.5,1324.5,1324.5,1324.5,4,2,5298.0
2021-08-04 20:39:00-04:00,1324.5,1324.5,1324.25,1324.5,5,4,6622.25
2021-08-04 20:40:00-04:00,1324.75,1324.75,1324.75,1324.75,4,3,5299.0
2021-08-04 20:41:00-04:00,1324.75,1324.75,1324.75,1324.75,2,2,2649.5
2021-08-04 20:42:00-04:00,1324.75,1324.75,1324.25,1324.25,10,5,13245.0
2021-08-04 20:43:00-04:00,1324.5,1324.75,1324.5,1324.75,3,3,3974.0
2021-08-04 20:44:00-04:00,1325.0,1325.0,1325.0,1325.0,4,2,5300.0
2021-08-04 20:45:00-04:00,1325.25,1325.25,1325.0,1325.0,2,2,2650.25
2021-08-04 20:46:00-04:00,1325.0,1325.25,1324.75,1325.25,14,3,18551.25
2021-08-04 20:47:00-04:00,1325.25,1325.25,1325.25,1325.25,1,1,1325.25
2021-08-04 20:50:00-04:00,1325.25,1325.25,1325.25,1325.25,3,3,3975.75
2021-08-04 20:51:00-04:00,1325.25,1325.25,1325.25,1325.25,1,1,1325.25
2021-08-04 20:52:00-04:00,1325.25,1325.25,1325.0,1325.0,3,3,3975.5
2021-08-04 20:53:00-04:00,1325.25,1325.25,1325.0,1325.0,2,2,2650.25
2021-08-04 20:54:00-04:00,1325.5,1325.5,1325.5,1325.5,3,3,3976.5
2021-08-04 20:55:00-04:00,1325.5,1325.5,1325.5,1325.5,6,2,7953.0
2021-08-04 20:57:00-04:00,1325.5,1325.5,1325.5,1325.5,1,1,1325.5
2021-08-04 20:58:00-04:00,1325.5,1325.5,1325.25,1325.5,9,6,11928.25
2021-08-04 20:59:00-04:00,1325.0,1325.25,1324.75,1324.75,9,7,11924.25
2021-08-04 21:00:00-04:00,1325.0,1325.0,1323.75,1324.25,41,27,54290.5
2021-08-04 21:01:00-04:00,1324.25,1324.25,1324.0,1324.25,19,9,25160.0
2021-08-04 21:02:00-04:00,1324.0,1324.0,1323.0,1323.0,19,11,25149.0
2021-08-04 21:03:00-04:00,1323.5,1323.5,1323.25,1323.5,12,6,15881.5
2021-08-04 21:04:00-04:00,1323.5,1323.5,1323.0,1323.0,6,6,7939.25
2021-08-04 21:05:00-04:00,1323.0,1323.5,1323.0,1323.5,7,3,9263.5
2021-08-04 21:06:00-04:00,1323.25,1323.5,1323.0,1323.5,18,8,23819.5
2021-08-04 21:07:00-04:00,1323.25,1324.0,1323.25,1323.75,16,8,21178.5
2021-08-04 21:08:00-04:00,1323.75,1323.75,1323.25,1323.25,28,5,37052.25
2021-08-04 21:09:00-04:00,1323.25,1323.5,1322.75,1323.5,24,11,31757.0
2021-08-04 21:10:00-04:00,1323.25,1323.5,1323.25,1323.5,10,8,13234.0
2021-08-04 21:11:00-04:00,1323.75,1323.75,1323.5,1323.5,5,4,6618.5
2021-08-04 21:12:00-04:00,1323.5,1324.0,1323.25,1323.25,42,17,55588.5
2021-08-04 21:13:00-04:00,1323.25,1323.25,1322.5,1322.5,44,21,58216.75
2021-08-04 21:14:00-04:00,1322.25,1322.5,1322.25,1322.5,36,9,47602.75
2021-08-04 21:15:00-04:00,1322.25,1322.5,1322.25,1322.5,9,5,11900.75
2021-08-04 21:16:00-04:00,1322.25,1322.75,1322.25,1322.75,21,4,27776.0
2021-08-04 21:17:00-04:00,1322.25,1322.25,1322.25,1322.25,5,3,6611.25
2021-08-04 21:18:00-04:00,1322.5,1323.0,1322.5,1323.0,6,3,7936.5
2021-08-04 21:19:00-04:00,1323.25,1323.5,1323.0,1323.5,4,4,5293.0
2021-08-04 21:20:00-04:00,1323.0,1323.25,1323.0,1323.25,3,3,3969.25
2021-08-04 21:21:00-04:00,1322.75,1322.75,1322.5,1322.5,2,2,2645.25
2021-08-04 21:22:00-04:00,1322.75,1322.75,1322.75,1322.75,1,1,1322.75
2021-08-04 21:24:00-04:00,1322.5,1322.75,1322.5,1322.75,2,2,2645.25
2021-08-04 21:25:00-04:00,1322.5,1322.5,1322.25,1322.25,7,4,9257.0
2021-08-04 21:26:00-04:00,1322.25,1322.5,1322.0,1322.0,11,6,14544.5
2021-08-04 21:27:00-04:00,1322.5,1322.75,1322.5,1322.75,12,7,15870.75
2021-08-04 21:28:00-04:00,1322.75,1322.75,1322.75,1322.75,2,2,2645.5
2021-08-04 21:29:00-04:00,1322.25,1322.5,1322.25,1322.5,2,2,2644.75
2021-08-04 21:30:00-04:00,1322.25,1322.5,1322.25,1322.5,3,3,3967.0
2021-08-04 21:31:00-04:00,1322.5,1322.5,1322.5,1322.5,4,4,5290.0
2021-08-04 21:32:00-04:00,1322.25,1322.75,1322.25,1322.75,7,3,9257.5
2021-08-04 21:33:00-04:00,1322.75,1322.75,1322.75,1322.75,3,1,3968.25
2021-08-04 21:34:00-04:00,1322.5,1322.75,1322.5,1322.75,7,3,9259.0
2021-08-04 21:35:00-04:00,1322.75,1322.75,1322.75,1322.75,1,1,1322.75
2021-08-04 21:36:00-04:00,1322.5,1322.5,1322.25,1322.25,15,7,19836.0
2021-08-04 21:37:00-04:00,1322.0,1322.0,1322.0,1322.0,1,1,1322.0
2021-08-04 21:38:00-04:00,1322.0,1322.0,1321.5,1321.5,19,7,25115.75
2021-08-04 21:39:00-04:00,1321.5,1321.5,1320.5,1321.0,73,15,96435.25
2021-08-04 21:40:00-04:00,1321.0,1321.0,1321.0,1321.0,4,2,5284.0
2021-08-04 21:41:00-04:00,1321.25,1321.25,1321.0,1321.0,5,2,6605.25
2021-08-04 21:42:00-04:00,1321.25,1321.5,1321.25,1321.5,15,6,19821.0
2021-08-04 21:43:00-04:00,1321.5,1321.5,1321.5,1321.5,5,4,6607.5
2021-08-04 21:44:00-04:00,1321.25,1321.5,1321.25,1321.5,10,5,13214.0
2021-08-04 21:45:00-04:00,1321.5,1321.5,1321.5,1321.5,2,2,2643.0
2021-08-04 21:47:00-04:00,1321.75,1321.75,1321.5,1321.75,10,7,13217.25
2021-08-04 21:48:00-04:00,1321.5,1321.5,1321.5,1321.5,1,1,1321.5
2021-08-04 21:49:00-04:00,1321.5,1321.5,1321.5,1321.5,1,1,1321.5
2021-08-04 21:51:00-04:00,1321.5,1321.5,1321.25,1321.5,4,3,5285.75
2021-08-04 21:52:00-04:00,1321.5,1321.75,1321.5,1321.75,7,3,9252.0
2021-08-04 21:53:00-04:00,1321.5,1321.5,1321.5,1321.5,2,2,2643.0
2021-08-04 21:57:00-04:00,1321.25,1321.25,1321.25,1321.25,1,1,1321.25
2021-08-04 21:58:00-04:00,1321.5,1321.5,1321.5,1321.5,5,3,6607.5
2021-08-04 21:59:00-04:00,1321.75,1322.25,1321.75,1322.25,15,10,19830.5
2021-08-04 22:00:00-04:00,1322.5,1322.5,1322.5,1322.5,2,2,2645.0
2021-08-04 22:01:00-04:00,1322.0,1322.0,1322.0,1322.0,1,1,1322.0
2021-08-04 22:02:00-04:00,1322.0,1322.25,1322.0,1322.25,2,2,2644.25
2021-08-04 22:03:00-04:00,1322.0,1322.0,1322.0,1322.0,3,2,3966.0
2021-08-04 22:04:00-04:00,1322.0,1322.0,1322.0,1322.0,4,3,5288.0
2021-08-04 22:05:00-04:00,1321.75,1322.25,1321.75,1322.0,4,4,5287.75
2021-08-04 22:06:00-04:00,1322.0,1322.0,1321.75,1321.75,4,4,5287.5
2021-08-04 22:07:00-04:00,1321.75,1321.75,1321.75,1321.75,2,2,2643.5
2021-08-04 22:08:00-04:00,1321.5,1321.75,1321.5,1321.75,2,2,2643.25
2021-08-04 22:09:00-04:00,1321.75,1322.0,1321.75,1322.0,2,2,2643.75
2021-08-04 22:10:00-04:00,1322.5,1322.5,1322.5,1322.5,1,1,1322.5
2021-08-04 22:11:00-04:00,1322.5,1322.5,1322.5,1322.5,1,1,1322.5
2021-08-04 22:12:00-04:00,1322.25,1323.5,1322.25,1323.5,20,16,26460.0
2021-08-04 22:13:00-04:00,1323.5,1323.5,1323.0,1323.0,10,5,13230.5
2021-08-04 22:14:00-04:00,1322.75,1323.0,1322.5,1322.5,13,7,17195.25
2021-08-04 22:15:00-04:00,1322.25,1322.25,1322.25,1322.25,3,2,3966.75
2021-08-04 22:16:00-04:00,1322.0,1322.0,1322.0,1322.0,5,2,6610.0
2021-08-04 22:17:00-04:00,1321.75,1321.75,1321.5,1321.5,3,3,3965.0
2021-08-04 22:18:00-04:00,1321.75,1321.75,1321.75,1321.75,1,1,1321.75
2021-08-04 22:19:00-04:00,1321.5,1321.5,1321.5,1321.5,1,1,1321.5
2021-08-04 22:20:00-04:00,1321.5,1321.75,1321.5,1321.75,7,6,9252.0
2021-08-04 22:21:00-04:00,1322.0,1322.0,1322.0,1322.0,1,1,1322.0
2021-08-04 22:22:00-04:00,1321.75,1322.0,1321.75,1321.75,3,3,3965.5
2021-08-04 22:23:00-04:00,1321.75,1322.0,1321.5,1321.75,7,4,9252.5
2021-08-04 22:24:00-04:00,1322.0,1322.25,1322.0,1322.0,25,6,33054.75
2021-08-04 22:25:00-04:00,1322.0,1322.25,1322.0,1322.25,2,2,2644.25
2021-08-04 22:28:00-04:00,1322.0,1322.0,1321.75,1321.75,5,5,6609.0
2021-08-04 22:30:00-04:00,1322.0,1322.25,1322.0,1322.25,4,4,5288.5
2021-08-04 22:31:00-04:00,1322.5,1322.75,1322.5,1322.75,13,5,17195.25
2021-08-04 22:32:00-04:00,1322.5,1323.0,1322.5,1322.75,39,27,51581.75
2021-08-04 22:33:00-04:00,1323.0,1323.0,1323.0,1323.0,1,1,1323.0
2021-08-04 22:34:00-04:00,1323.25,1324.0,1323.25,1324.0,29,6,38382.5
2021-08-04 22:35:00-04:00,1323.75,1324.5,1323.75,1324.5,48,21,63551.0
2021-08-04 22:36:00-04:00,1324.75,1325.25,1324.75,1325.25,106,34,140452.5
2021-08-04 22:37:00-04:00,1325.25,1325.5,1325.0,1325.5,29,13,38433.25
2021-08-04 22:38:00-04:00,1325.25,1325.25,1325.0,1325.25,15,6,19878.25
2021-08-04 22:39:00-04:00,1324.75,1325.0,1324.75,1324.75,15,10,19871.5
2021-08-04 22:40:00-04:00,1324.75,1324.75,1324.75,1324.75,5,3,6623.75
2021-08-04 22:42:00-04:00,1324.75,1324.75,1324.5,1324.5,8,7,10596.25
2021-08-04 22:43:00-04:00,1324.5,1325.25,1324.5,1324.75,16,10,21198.5
2021-08-04 22:44:00-04:00,1324.75,1324.75,1324.75,1324.75,1,1,1324.75
2021-08-04 22:45:00-04:00,1324.75,1324.75,1324.75,1324.75,5,3,6623.75
2021-08-04 22:46:00-04:00,1324.75,1324.75,1324.75,1324.75,3,3,3974.25
2021-08-04 22:47:00-04:00,1324.75,1324.75,1324.75,1324.75,1,1,1324.75
2021-08-04 22:48:00-04:00,1324.75,1324.75,1324.5,1324.5,6,5,7947.75
2021-08-04 22:49:00-04:00,1324.5,1324.5,1324.5,1324.5,3,3,3973.5
2021-08-04 22:50:00-04:00,1324.5,1324.5,1324.5,1324.5,1,1,1324.5
2021-08-04 22:52:00-04:00,1324.5,1324.5,1324.0,1324.5,39,19,51653.75
2021-08-04 22:53:00-04:00,1324.5,1324.5,1324.0,1324.0,8,5,10593.5
2021-08-04 22:54:00-04:00,1324.0,1324.25,1323.5,1324.0,24,17,31775.75
2021-08-04 22:55:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-08-04 22:56:00-04:00,1324.5,1324.5,1324.5,1324.5,5,1,6622.5
2021-08-04 22:57:00-04:00,1324.5,1324.5,1324.5,1324.5,1,1,1324.5
2021-08-04 22:58:00-04:00,1324.5,1324.5,1324.5,1324.5,4,1,5298.0
2021-08-04 22:59:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-08-04 23:00:00-04:00,1324.25,1324.25,1324.25,1324.25,2,2,2648.5
2021-08-04 23:01:00-04:00,1324.75,1325.25,1324.75,1325.0,11,6,14575.25
2021-08-04 23:02:00-04:00,1325.0,1325.0,1324.75,1324.75,3,2,3974.75
2021-08-04 23:03:00-04:00,1324.75,1325.0,1324.25,1325.0,28,9,37094.5
2021-08-04 23:04:00-04:00,1325.0,1325.25,1325.0,1325.0,37,5,49032.75
2021-08-04 23:05:00-04:00,1324.75,1325.5,1324.75,1325.25,62,19,82169.75
2021-08-04 23:06:00-04:00,1325.5,1325.75,1325.5,1325.5,82,12,108700.5
2021-08-04 23:07:00-04:00,1325.25,1325.75,1325.25,1325.5,11,5,14581.25
