,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-07 20:00:00-04:00,1279.0,1279.75,1278.25,1278.75,197,76,251953.0
2021-09-07 20:01:00-04:00,1278.75,1278.75,1278.0,1278.25,77,35,98433.75
2021-09-07 20:02:00-04:00,1278.0,1279.25,1277.75,1278.75,106,32,135496.25
2021-09-07 20:03:00-04:00,1278.5,1279.0,1278.25,1278.75,38,17,48590.75
2021-09-07 20:04:00-04:00,1278.5,1279.5,1278.5,1279.25,22,9,28144.75
2021-09-07 20:05:00-04:00,1279.0,1279.0,1277.75,1278.0,52,25,66480.0
2021-09-07 20:06:00-04:00,1278.0,1278.0,1277.5,1277.75,18,12,22998.0
2021-09-07 20:07:00-04:00,1277.5,1278.75,1277.25,1278.75,21,15,26837.75
2021-09-07 20:08:00-04:00,1278.75,1278.75,1278.5,1278.5,14,9,17900.0
2021-09-07 20:09:00-04:00,1278.75,1278.75,1278.5,1278.75,16,9,20459.75
2021-09-07 20:10:00-04:00,1278.75,1278.75,1278.25,1278.25,33,9,42189.75
2021-09-07 20:11:00-04:00,1278.75,1278.75,1278.5,1278.5,8,6,10228.75
2021-09-07 20:12:00-04:00,1278.5,1278.75,1278.5,1278.5,6,5,7671.5
2021-09-07 20:13:00-04:00,1278.25,1278.75,1278.25,1278.75,2,2,2557.0
2021-09-07 20:14:00-04:00,1278.75,1279.25,1278.75,1279.25,22,4,28140.25
2021-09-07 20:15:00-04:00,1279.25,1279.25,1279.0,1279.25,7,3,8954.25
2021-09-07 20:16:00-04:00,1279.25,1279.25,1279.25,1279.25,1,1,1279.25
2021-09-07 20:17:00-04:00,1279.25,1280.0,1279.25,1279.75,101,22,129236.25
2021-09-07 20:18:00-04:00,1279.5,1279.5,1279.25,1279.5,7,3,8956.0
2021-09-07 20:19:00-04:00,1279.5,1279.5,1279.5,1279.5,3,2,3838.5
2021-09-07 20:20:00-04:00,1279.5,1279.75,1279.5,1279.75,3,2,3839.0
2021-09-07 20:21:00-04:00,1279.5,1279.5,1279.25,1279.25,9,6,11514.0
2021-09-07 20:22:00-04:00,1279.0,1279.0,1278.75,1278.75,11,10,14068.25
2021-09-07 20:23:00-04:00,1278.5,1278.5,1278.5,1278.5,1,1,1278.5
2021-09-07 20:24:00-04:00,1278.5,1278.5,1278.25,1278.25,7,5,8948.75
2021-09-07 20:25:00-04:00,1278.5,1278.75,1278.5,1278.75,3,2,3835.75
2021-09-07 20:26:00-04:00,1278.5,1278.75,1278.5,1278.75,16,5,20456.75
2021-09-07 20:27:00-04:00,1278.75,1278.75,1278.75,1278.75,2,1,2557.5
2021-09-07 20:28:00-04:00,1278.75,1279.0,1278.75,1278.75,6,3,7672.75
2021-09-07 20:29:00-04:00,1278.5,1278.5,1278.5,1278.5,2,1,2557.0
2021-09-07 20:30:00-04:00,1278.5,1278.5,1278.5,1278.5,3,2,3835.5
2021-09-07 20:31:00-04:00,1278.5,1278.75,1278.5,1278.75,6,2,7672.25
2021-09-07 20:32:00-04:00,1278.75,1278.75,1278.75,1278.75,1,1,1278.75
2021-09-07 20:33:00-04:00,1279.0,1279.0,1279.0,1279.0,1,1,1279.0
2021-09-07 20:34:00-04:00,1278.75,1278.75,1278.75,1278.75,1,1,1278.75
2021-09-07 20:37:00-04:00,1279.0,1279.0,1279.0,1279.0,1,1,1279.0
2021-09-07 20:39:00-04:00,1278.75,1278.75,1278.75,1278.75,1,1,1278.75
2021-09-07 20:42:00-04:00,1279.0,1279.0,1279.0,1279.0,45,33,57555.0
2021-09-07 20:43:00-04:00,1279.0,1279.25,1279.0,1279.25,13,8,16628.0
2021-09-07 20:44:00-04:00,1279.5,1279.5,1279.0,1279.0,28,11,35824.0
2021-09-07 20:45:00-04:00,1279.5,1279.5,1279.25,1279.25,17,7,21749.0
2021-09-07 20:47:00-04:00,1279.25,1279.25,1279.25,1279.25,7,3,8954.75
2021-09-07 20:48:00-04:00,1279.25,1279.5,1279.25,1279.25,10,5,12792.75
2021-09-07 20:49:00-04:00,1279.0,1279.25,1279.0,1279.25,9,4,11512.0
2021-09-07 20:50:00-04:00,1279.25,1279.5,1279.25,1279.5,27,14,34545.5
2021-09-07 20:51:00-04:00,1279.5,1280.0,1279.5,1280.0,26,16,33273.75
2021-09-07 20:52:00-04:00,1280.0,1280.5,1280.0,1280.25,23,14,29447.25
2021-09-07 20:53:00-04:00,1280.25,1280.25,1280.25,1280.25,2,2,2560.5
2021-09-07 20:54:00-04:00,1280.25,1280.25,1280.25,1280.25,1,1,1280.25
2021-09-07 20:55:00-04:00,1280.0,1280.0,1280.0,1280.0,27,10,34560.0
2021-09-07 20:56:00-04:00,1280.0,1280.25,1280.0,1280.25,3,2,3840.5
2021-09-07 20:57:00-04:00,1280.25,1280.25,1280.25,1280.25,6,5,7681.5
2021-09-07 20:58:00-04:00,1280.25,1280.5,1280.25,1280.5,18,8,23048.25
2021-09-07 20:59:00-04:00,1280.5,1280.5,1280.25,1280.25,16,7,20486.5
2021-09-07 21:00:00-04:00,1280.25,1281.75,1280.25,1281.25,89,46,114037.25
