,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-07 20:00:00-04:00,1304.75,1306.0,1304.75,1305.25,5,4,6528.0
2021-09-07 20:13:00-04:00,1305.75,1305.75,1305.75,1305.75,1,1,1305.75
2021-09-07 20:50:00-04:00,1306.5,1306.5,1306.5,1306.5,4,2,5226.0
2021-09-07 21:08:00-04:00,1310.0,1310.0,1310.0,1310.0,1,1,1310.0
2021-09-07 21:14:00-04:00,1311.0,1311.0,1311.0,1311.0,2,1,2622.0
2021-09-07 21:31:00-04:00,1310.0,1310.0,1310.0,1310.0,3,2,3930.0
2021-09-07 21:37:00-04:00,1311.5,1311.5,1311.5,1311.5,1,1,1311.5
2021-09-07 22:00:00-04:00,1314.25,1314.25,1314.25,1314.25,1,1,1314.25
2021-09-07 22:06:00-04:00,1313.5,1313.5,1313.5,1313.5,3,1,3940.5
2021-09-07 22:48:00-04:00,1313.5,1313.5,1313.5,1313.5,1,1,1313.5
2021-09-07 22:50:00-04:00,1314.25,1314.25,1314.25,1314.25,1,1,1314.25
2021-09-08 00:49:00-04:00,1311.75,1311.75,1311.75,1311.75,2,1,2623.5
2021-09-08 00:52:00-04:00,1311.75,1311.75,1311.75,1311.75,1,1,1311.75
2021-09-08 01:06:00-04:00,1311.5,1311.5,1311.5,1311.5,1,1,1311.5
2021-09-08 01:24:00-04:00,1312.75,1313.25,1312.75,1313.25,3,3,3938.75
2021-09-08 01:37:00-04:00,1313.75,1313.75,1313.75,1313.75,1,1,1313.75
2021-09-08 03:23:00-04:00,1308.5,1308.5,1308.0,1308.0,3,2,3925.0
2021-09-08 03:47:00-04:00,1309.5,1309.5,1309.5,1309.5,1,1,1309.5
2021-09-08 03:56:00-04:00,1309.0,1309.0,1309.0,1309.0,1,1,1309.0
2021-09-08 04:05:00-04:00,1308.25,1308.25,1308.25,1308.25,1,1,1308.25
2021-09-08 04:10:00-04:00,1308.5,1308.5,1308.5,1308.5,2,1,2617.0
2021-09-08 04:11:00-04:00,1308.0,1308.0,1308.0,1308.0,1,1,1308.0
2021-09-08 04:37:00-04:00,1309.5,1309.5,1309.5,1309.5,1,1,1309.5
2021-09-08 05:33:00-04:00,1311.5,1311.5,1311.5,1311.5,1,1,1311.5
2021-09-08 05:41:00-04:00,1311.25,1311.25,1311.25,1311.25,1,1,1311.25
2021-09-08 06:23:00-04:00,1311.0,1311.0,1311.0,1311.0,1,1,1311.0
2021-09-08 06:39:00-04:00,1312.5,1312.5,1312.5,1312.5,3,1,3937.5
2021-09-08 06:41:00-04:00,1311.75,1311.75,1311.75,1311.75,5,2,6558.75
2021-09-08 07:08:00-04:00,1311.0,1311.0,1311.0,1311.0,1,1,1311.0
2021-09-08 07:18:00-04:00,1312.5,1312.5,1312.5,1312.5,1,1,1312.5
2021-09-08 07:22:00-04:00,1312.75,1312.75,1312.75,1312.75,2,2,2625.5
2021-09-08 08:08:00-04:00,1310.75,1310.75,1310.75,1310.75,1,1,1310.75
2021-09-08 08:13:00-04:00,1311.75,1311.75,1311.75,1311.75,1,1,1311.75
2021-09-08 08:22:00-04:00,1312.0,1312.25,1312.0,1312.25,2,2,2624.25
2021-09-08 08:28:00-04:00,1312.5,1312.5,1312.5,1312.5,1,1,1312.5
2021-09-08 08:38:00-04:00,1312.25,1312.25,1312.25,1312.25,1,1,1312.25
2021-09-08 08:44:00-04:00,1312.5,1312.5,1312.5,1312.5,2,2,2625.0
2021-09-08 09:29:00-04:00,1312.0,1312.0,1312.0,1312.0,1,1,1312.0
2021-09-08 09:30:00-04:00,1310.0,1310.75,1309.75,1310.0,141,87,184712.25
2021-09-08 09:31:00-04:00,1308.0,1308.25,1306.25,1306.25,9,7,11766.5
2021-09-08 09:32:00-04:00,1306.0,1306.25,1305.75,1306.25,4,3,5224.25
2021-09-08 09:33:00-04:00,1305.5,1305.5,1305.5,1305.5,5,4,6527.5
2021-09-08 09:34:00-04:00,1304.5,1304.75,1304.5,1304.75,3,3,3913.75
2021-09-08 09:35:00-04:00,1304.75,1306.0,1304.5,1306.0,12,10,15659.5
2021-09-08 09:36:00-04:00,1305.25,1306.25,1305.25,1306.25,5,5,6528.75
2021-09-08 09:37:00-04:00,1305.25,1305.25,1305.25,1305.25,1,1,1305.25
2021-09-08 09:38:00-04:00,1304.5,1304.5,1304.5,1304.5,1,1,1304.5
2021-09-08 09:39:00-04:00,1305.0,1305.0,1305.0,1305.0,1,1,1305.0
2021-09-08 09:42:00-04:00,1305.0,1305.0,1304.75,1304.75,5,3,6524.75
2021-09-08 09:43:00-04:00,1304.75,1304.75,1304.75,1304.75,1,1,1304.75
2021-09-08 09:44:00-04:00,1303.75,1303.75,1301.0,1301.0,7,6,9117.25
2021-09-08 09:45:00-04:00,1300.25,1300.25,1300.25,1300.25,2,1,2600.5
2021-09-08 09:46:00-04:00,1300.25,1300.25,1300.25,1300.25,2,2,2600.5
2021-09-08 09:50:00-04:00,1299.25,1299.25,1299.25,1299.25,2,2,2598.5
2021-09-08 09:52:00-04:00,1301.5,1301.5,1301.5,1301.5,1,1,1301.5
2021-09-08 09:53:00-04:00,1301.25,1301.25,1301.25,1301.25,8,4,10410.0
2021-09-08 09:54:00-04:00,1300.5,1300.5,1300.5,1300.5,2,1,2601.0
2021-09-08 09:55:00-04:00,1300.0,1300.0,1299.0,1299.0,7,6,9098.5
2021-09-08 09:56:00-04:00,1299.0,1299.0,1299.0,1299.0,4,2,5196.0
2021-09-08 09:57:00-04:00,1300.5,1300.5,1300.5,1300.5,1,1,1300.5
2021-09-08 10:00:00-04:00,1299.75,1299.75,1299.25,1299.25,4,3,5198.5
2021-09-08 10:02:00-04:00,1302.0,1302.0,1302.0,1302.0,3,2,3906.0
2021-09-08 10:04:00-04:00,1303.0,1303.0,1302.75,1303.0,5,5,6514.75
2021-09-08 10:05:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-08 10:06:00-04:00,1303.5,1303.75,1303.5,1303.75,5,3,6518.5
2021-09-08 10:08:00-04:00,1304.5,1304.5,1304.5,1304.5,1,1,1304.5
2021-09-08 10:09:00-04:00,1304.0,1304.25,1304.0,1304.0,4,4,5216.25
2021-09-08 10:13:00-04:00,1302.5,1302.5,1302.5,1302.5,1,1,1302.5
