,date,PX_BID,PX_MID,PX_ASK,PX_DIRTY_BID,PX_DIRTY_MID,PX_DIRTY_ASK,PX_LAST,YLD_YTM_BID,YLD_YTM_MID,YLD_YTM_ASK
23,2016-07-05,100.346,100.495,100.644,100.72,100.869,101.018,100.495,2.673,2.64,2.608
24,2016-08-15,101.07,101.244,101.417,101.75,101.924,102.097,101.244,2.509,2.471,2.432
25,2016-08-16,101.116,101.285,101.453,101.804,101.973,102.141,101.285,2.499,2.461,2.424
26,2016-08-17,100.898,101.034,101.17,101.608,101.744,101.88,101.034,2.547,2.517,2.4859999999999998
27,2016-08-18,101.226,101.412,101.598,101.944,102.13,102.316,101.412,2.474,2.432,2.391
28,2016-08-19,101.156,101.415,101.673,101.882,102.141,102.399,101.415,2.489,2.431,2.374
29,2016-08-22,101.046,101.273,101.5,101.779,102.006,102.233,101.273,2.5140000000000002,2.463,2.412
30,2016-08-24,101.209,101.385,101.56,101.973,102.149,102.324,101.385,2.477,2.437,2.398
31,2016-08-25,101.218,101.398,101.578,101.99,102.17,102.35,101.398,2.474,2.434,2.394
32,2016-08-26,101.075,101.255,101.434,101.847,102.027,102.206,101.255,2.507,2.466,2.426
33,2016-08-29,100.872,101.03,101.189,101.651,101.809,101.968,101.03,2.552,2.517,2.481
34,2016-08-30,101.092,101.241,101.39,101.879,102.028,102.177,101.241,2.502,2.469,2.436
35,2016-08-31,101.159,101.31,101.461,101.976,102.127,102.278,101.31,2.487,2.453,2.419
36,2016-09-01,101.152,101.317,101.482,101.977,102.142,102.307,101.317,2.488,2.451,2.414
37,2016-09-02,101.202,101.361,101.519,102.035,102.194,102.352,101.361,2.477,2.441,2.406
38,2016-09-05,101.193,101.366,101.539,102.026,102.199,102.372,101.366,2.479,2.44,2.401
39,2016-09-06,101.225,101.383,101.54,102.065,102.223,102.38,101.383,2.472,2.436,2.401
40,2016-09-07,101.533,101.692,101.851,102.396,102.555,102.714,101.692,2.402,2.366,2.33
41,2016-09-08,101.578,101.735,101.892,102.449,102.606,102.763,101.735,2.391,2.356,2.321
42,2016-09-09,101.339,101.517,101.695,102.217,102.395,102.573,101.517,2.445,2.4050000000000002,2.365
43,2016-09-12,101.073,101.222,101.371,101.959,102.108,102.257,101.222,2.505,2.471,2.438
44,2016-09-13,101.227,101.371,101.515,102.121,102.265,102.409,101.371,2.4699999999999998,2.437,2.4050000000000002
45,2016-09-14,101.044,101.201,101.357,101.961,102.118,102.274,101.201,2.511,2.475,2.44
46,2016-09-15,101.206,101.358,101.51,102.13,102.282,102.434,101.358,2.474,2.44,2.4050000000000002
47,2016-09-16,101.356,101.505,101.653,102.288,102.437,102.585,101.505,2.44,2.406,2.373
48,2016-09-19,101.178,101.335,101.492,102.118,102.275,102.432,101.335,2.48,2.445,2.409
49,2016-09-20,101.162,101.315,101.468,102.109,102.262,102.415,101.315,2.484,2.449,2.414
50,2016-09-21,101.171,101.331,101.49,102.141,102.301,102.46,101.331,2.481,2.445,2.409
51,2016-09-22,101.267,101.419,101.571,102.245,102.397,102.549,101.419,2.459,2.425,2.39
52,2016-09-23,101.361,101.511,101.661,102.346,102.496,102.646,101.511,2.438,2.404,2.37
53,2016-09-26,101.427,101.573,101.719,102.42,102.566,102.712,101.573,2.423,2.3890000000000002,2.356
54,2016-09-27,101.21,101.387,101.564,102.211,102.388,102.565,101.387,2.472,2.431,2.391
55,2016-09-28,101.111,101.276,101.44,102.135,102.3,102.464,101.276,2.4939999999999998,2.456,2.419
56,2016-09-29,101.042,101.224,101.405,102.073,102.255,102.436,101.224,2.51,2.468,2.427
57,2016-09-30,101.184,101.366,101.547,102.223,102.405,102.586,101.366,2.477,2.435,2.394
58,2016-10-03,100.945,101.126,101.307,101.992,102.173,102.354,101.126,2.532,2.49,2.449
59,2016-10-04,100.918,101.095,101.272,101.972,102.149,102.326,101.095,2.5380000000000003,2.497,2.457
60,2016-10-05,100.757,100.922,101.086,101.842,102.007,102.171,100.922,2.574,2.536,2.499
61,2016-10-06,100.637,100.782,100.927,101.729,101.874,102.019,100.782,2.602,2.568,2.535
62,2016-10-07,100.471,100.618,100.765,101.571,101.718,101.865,100.618,2.64,2.606,2.572
63,2016-10-10,100.579,100.735,100.89,101.679,101.835,101.99,100.735,2.615,2.5789999999999997,2.543
64,2016-10-11,100.452,100.592,100.732,101.56,101.7,101.84,100.592,2.645,2.612,2.58
65,2016-10-12,100.411,100.535,100.659,101.542,101.666,101.79,100.535,2.654,2.625,2.596
66,2016-10-13,100.554,100.675,100.795,101.692,101.813,101.933,100.675,2.621,2.593,2.565
67,2016-10-14,100.503,100.624,100.744,101.649,101.77,101.89,100.624,2.632,2.604,2.577
68,2016-10-17,100.502,100.622,100.741,101.655,101.775,101.894,100.622,2.633,2.605,2.577
69,2016-10-18,100.633,100.754,100.874,101.794,101.915,102.035,100.754,2.602,2.574,2.5460000000000003
70,2016-10-19,100.729,100.849,100.969,101.913,102.033,102.153,100.849,2.58,2.552,2.524
71,2016-10-20,100.719,100.839,100.959,101.911,102.031,102.151,100.839,2.582,2.5540000000000003,2.526
72,2016-10-21,100.669,100.783,100.897,101.868,101.982,102.096,100.783,2.593,2.567,2.54
73,2016-10-24,100.698,100.818,100.938,101.905,102.025,102.145,100.818,2.5869999999999997,2.559,2.531
74,2016-10-25,100.501,100.621,100.74,101.716,101.836,101.955,100.621,2.632,2.604,2.577
75,2016-10-26,100.473,100.597,100.721,101.703,101.827,101.951,100.597,2.6390000000000002,2.61,2.581
76,2016-10-27,100.305,100.43,100.554,101.543,101.668,101.792,100.43,2.678,2.649,2.62
77,2016-10-28,100.197,100.322,100.446,101.442,101.567,101.691,100.322,2.703,2.674,2.645
78,2016-10-31,100.304,100.427,100.55,101.557,101.68,101.803,100.427,2.678,2.649,2.621
79,2016-11-01,100.286,100.409,100.532,101.546,101.669,101.792,100.409,2.683,2.654,2.625
80,2016-11-02,100.523,100.645,100.767,101.806,101.928,102.05,100.645,2.627,2.598,2.57
81,2016-11-03,100.521,100.648,100.774,101.812,101.939,102.065,100.648,2.627,2.597,2.568
82,2016-11-04,100.564,100.69,100.817,101.863,101.989,102.116,100.69,2.617,2.5869999999999997,2.558
83,2016-11-07,100.441,100.567,100.693,101.747,101.873,101.999,100.567,2.646,2.616,2.5869999999999997
84,2016-11-08,100.408,100.534,100.659,101.745,101.871,101.996,100.534,2.653,2.624,2.594
85,2016-11-09,100.128,100.26,100.391,101.472,101.604,101.735,100.26,2.7199999999999998,2.6879999999999997,2.657
86,2016-11-10,99.508,99.625,99.741,100.86,100.977,101.093,99.625,2.867,2.839,2.8120000000000003
87,2016-11-11,99.224,99.352,99.48,100.576,100.704,100.832,99.352,2.935,2.904,2.874
88,2016-11-14,98.685,98.816,98.946,100.045,100.176,100.306,98.816,3.065,3.033,3.002
89,2016-11-15,98.866,98.986,99.106,100.233,100.353,100.473,98.986,3.021,2.992,2.964
90,2016-11-16,98.525,98.64,98.754,98.54,98.655,98.769,98.64,3.104,3.076,3.049
91,2016-11-17,98.759,98.88,99.001,98.782,98.903,99.024,98.88,3.048,3.018,2.989
92,2016-11-18,98.399,98.533,98.666,98.43,98.564,98.697,98.533,3.135,3.103,3.07
93,2016-11-21,98.28,98.418,98.555,98.326,98.464,98.601,98.418,3.164,3.1310000000000002,3.098
94,2016-11-22,98.306,98.442,98.578,98.375,98.511,98.647,98.442,3.159,3.126,3.093
95,2016-11-23,98.27,98.401,98.532,98.346,98.477,98.608,98.401,3.168,3.136,3.104
96,2016-11-25,97.864,98.001,98.138,97.948,98.085,98.222,98.001,3.267,3.234,3.2
97,2016-11-28,98.016,98.154,98.292,98.108,98.246,98.384,98.154,3.23,3.197,3.163
98,2016-11-29,98.076,98.214,98.351,98.175,98.313,98.45,98.214,3.216,3.182,3.149
99,2016-11-30,98.024,98.155,98.285,98.146,98.277,98.407,98.155,3.23,3.197,3.166
100,2016-12-01,97.882,98.013,98.143,98.012,98.143,98.273,98.013,3.265,3.232,3.201
101,2016-12-02,97.847,97.973,98.098,97.985,98.111,98.236,97.973,3.274,3.243,3.212
102,2016-12-05,97.972,98.098,98.224,98.117,98.243,98.369,98.098,3.243,3.212,3.181
103,2016-12-06,98.011,98.137,98.264,98.164,98.29,98.417,98.137,3.234,3.203,3.172
104,2016-12-07,98.114,98.239,98.365,98.29,98.415,98.541,98.239,3.209,3.178,3.147
105,2016-12-08,98.126,98.251,98.375,98.309,98.434,98.558,98.251,3.207,3.176,3.145
106,2016-12-09,98.026,98.147,98.267,98.217,98.338,98.458,98.147,3.231,3.202,3.172
107,2016-12-12,97.788,97.91,98.031,97.987,98.109,98.23,97.91,3.291,3.26,3.23
108,2016-12-13,97.926,98.048,98.169,98.132,98.254,98.375,98.048,3.257,3.227,3.197
109,2016-12-14,97.922,98.041,98.16,98.151,98.27,98.389,98.041,3.259,3.229,3.2
110,2016-12-15,97.128,97.248,97.368,97.365,97.485,97.605,97.248,3.457,3.427,3.3970000000000002
111,2016-12-16,97.169,97.288,97.407,97.413,97.532,97.651,97.288,3.447,3.417,3.387
112,2016-12-19,97.301,97.429,97.557,97.553,97.681,97.809,97.429,3.414,3.382,3.35
113,2016-12-20,97.342,97.476,97.609,97.602,97.736,97.869,97.476,3.404,3.371,3.338
114,2016-12-21,97.409,97.542,97.675,97.699,97.832,97.965,97.542,3.3890000000000002,3.356,3.323
115,2016-12-22,97.434,97.568,97.701,97.732,97.866,97.999,97.568,3.383,3.35,3.316
116,2016-12-23,97.434,97.567,97.7,97.74,97.873,98.006,97.567,3.384,3.35,3.317
117,2016-12-27,97.403,97.532,97.661,97.716,97.845,97.974,97.532,3.392,3.359,3.327
118,2016-12-28,97.325,97.458,97.591,97.661,97.794,97.927,97.458,3.412,3.379,3.346
119,2016-12-29,97.668,97.814,97.959,98.012,98.158,98.303,97.814,3.327,3.29,3.254
120,2016-12-30,97.756,97.902,98.047,98.107,98.253,98.398,97.902,3.305,3.268,3.232
121,2017-01-03,97.664,97.799,97.933,98.023,98.158,98.292,97.799,3.328,3.294,3.261
122,2017-01-04,97.765,97.899,98.033,98.147,98.281,98.415,97.899,3.304,3.27,3.237
123,2017-01-05,97.892,98.012,98.132,98.282,98.402,98.522,98.012,3.2720000000000002,3.242,3.212
124,2017-01-06,98.201,98.32,98.438,98.598,98.717,98.835,98.32,3.195,3.165,3.136
125,2017-01-09,98.022,98.135,98.247,98.427,98.54,98.652,98.135,3.24,3.212,3.184
126,2017-01-10,98.14,98.255,98.37,98.553,98.667,98.783,98.255,3.211,3.182,3.153
127,2017-01-11,98.149,98.263,98.377,98.592,98.706,98.82,98.263,3.21,3.181,3.153
128,2017-01-12,98.299,98.415,98.531,98.75,98.866,98.982,98.415,3.172,3.143,3.114
129,2017-01-13,98.24,98.356,98.471,98.698,98.814,98.929,98.356,3.187,3.158,3.129
130,2017-01-17,98.299,98.418,98.536,98.765,98.884,99.002,98.418,3.173,3.143,3.113
131,2017-01-18,98.282,98.393,98.504,98.771,98.882,98.993,98.393,3.178,3.15,3.122
132,2017-01-19,97.925,98.042,98.159,98.422,98.539,98.656,98.042,3.268,3.239,3.209
133,2017-01-20,97.798,97.896,97.994,98.302,98.4,98.498,97.896,3.301,3.276,3.251
134,2017-01-23,97.988,98.106,98.223,98.5,98.618,98.735,98.106,3.253,3.223,3.194
135,2017-01-24,98.119,98.238,98.357,98.638,98.757,98.876,98.238,3.22,3.19,3.16
136,2017-01-25,97.969,98.08,98.19,98.511,98.622,98.732,98.08,3.259,3.231,3.203
137,2017-01-26,97.74,97.869,97.998,98.282,98.411,98.54,97.869,3.317,3.284,3.252
138,2017-01-27,97.847,97.97,98.092,98.397,98.52,98.642,97.97,3.29,3.259,3.228
139,2017-01-30,97.959,98.078,98.197,98.517,98.636,98.755,98.078,3.262,3.232,3.202
140,2017-01-31,98.072,98.189,98.306,98.637,98.754,98.871,98.189,3.234,3.204,3.174
141,2017-02-01,98.075,98.216,98.357,98.663,98.804,98.945,98.216,3.234,3.198,3.162
142,2017-02-02,98.162,98.298,98.433,98.758,98.894,99.029,98.298,3.212,3.177,3.143
143,2017-02-03,98.106,98.233,98.36,98.709,98.836,98.963,98.233,3.227,3.194,3.162
144,2017-02-06,98.296,98.424,98.552,98.907,99.035,99.163,98.424,3.179,3.146,3.114
145,2017-02-07,98.412,98.544,98.676,99.031,99.163,99.295,98.544,3.149,3.116,3.082
146,2017-02-08,98.493,98.625,98.757,99.135,99.267,99.399,98.625,3.129,3.096,3.062
147,2017-02-09,98.539,98.679,98.818,99.188,99.328,99.467,98.679,3.118,3.082,3.047
148,2017-02-10,98.353,98.475,98.597,99.01,99.132,99.254,98.475,3.166,3.134,3.103
149,2017-02-13,98.265,98.403,98.54,98.93,99.068,99.205,98.403,3.188,3.153,3.118
150,2017-02-14,98.232,98.368,98.504,98.904,99.04,99.176,98.368,3.197,3.162,3.128
151,2017-02-15,98.07,98.212,98.354,98.773,98.915,99.057,98.212,3.24,3.203,3.167
152,2017-02-16,98.101,98.23,98.358,98.811,98.94,99.068,98.23,3.232,3.199,3.166
153,2017-02-17,98.31,98.442,98.574,99.028,99.16,99.292,98.442,3.179,3.145,3.111
154,2017-02-21,98.19,98.325,98.459,98.916,99.051,99.185,98.325,3.21,3.175,3.141
155,2017-02-22,98.325,98.453,98.58,99.074,99.202,99.329,98.453,3.176,3.143,3.11
156,2017-02-23,98.434,98.562,98.689,99.19,99.318,99.445,98.562,3.148,3.115,3.083
157,2017-02-24,98.617,98.738,98.858,99.396,99.517,99.637,98.738,3.102,3.071,3.04
158,2017-02-27,98.755,98.899,99.042,99.542,99.686,99.829,98.899,3.067,3.03,2.993
159,2017-02-28,98.606,98.75,98.894,99.4,99.544,99.688,98.75,3.105,3.068,3.031
160,2017-03-01,98.104,98.23,98.355,98.921,99.047,99.172,98.23,3.235,3.203,3.17
161,2017-03-02,98.003,98.128,98.252,98.828,98.953,99.077,98.128,3.262,3.23,3.197
162,2017-03-03,97.908,98.031,98.153,98.741,98.864,98.986,98.031,3.287,3.255,3.223
163,2017-03-06,98.034,98.159,98.283,98.874,98.999,99.123,98.159,3.255,3.222,3.19
164,2017-03-07,97.954,98.08,98.205,98.802,98.928,99.053,98.08,3.276,3.243,3.21
165,2017-03-08,97.811,97.932,98.053,98.682,98.803,98.924,97.932,3.314,3.282,3.251
166,2017-03-09,97.65,97.774,97.897,98.528,98.652,98.775,97.774,3.357,3.324,3.292
167,2017-03-10,97.544,97.667,97.791,98.43,98.553,98.677,97.667,3.385,3.352,3.32
168,2017-03-13,97.689,97.813,97.936,98.583,98.707,98.83,97.813,3.347,3.315,3.282
169,2017-03-14,97.529,97.654,97.778,98.43,98.555,98.679,97.654,3.3890000000000002,3.357,3.324
170,2017-03-15,97.604,97.729,97.854,98.528,98.653,98.778,97.729,3.371,3.338,3.305
171,2017-03-16,97.926,98.047,98.168,98.858,98.979,99.1,98.047,3.287,3.255,3.223
172,2017-03-17,97.931,98.05,98.169,98.871,98.99,99.109,98.05,3.286,3.255,3.223
173,2017-03-20,97.989,98.105,98.22,98.936,99.052,99.167,98.105,3.271,3.24,3.21
174,2017-03-21,98.056,98.17,98.284,99.011,99.125,99.239,98.17,3.254,3.224,3.194
175,2017-03-22,98.306,98.422,98.538,99.284,99.4,99.516,98.422,3.189,3.159,3.128
176,2017-03-23,98.28,98.397,98.513,99.265,99.382,99.498,98.397,3.196,3.165,3.135
177,2017-03-24,98.233,98.351,98.468,99.226,99.344,99.461,98.351,3.209,3.178,3.147
178,2017-03-27,98.468,98.582,98.696,99.469,99.583,99.697,98.582,3.147,3.118,3.088
179,2017-03-28,98.394,98.511,98.628,99.395,99.512,99.629,98.511,3.167,3.136,3.105
180,2017-03-29,98.248,98.38,98.511,99.272,99.404,99.535,98.38,3.206,3.171,3.137
181,2017-03-30,98.316,98.449,98.581,99.347,99.48,99.612,98.449,3.188,3.153,3.1189999999999998
182,2017-03-31,98.203,98.333,98.462,99.242,99.372,99.501,98.333,3.218,3.184,3.15
183,2017-04-03,98.371,98.502,98.632,99.418,99.549,99.679,98.502,3.174,3.14,3.106
184,2017-04-04,98.662,98.787,98.912,99.716,99.841,99.966,98.787,3.098,3.065,3.033
185,2017-04-05,98.475,98.616,98.757,99.552,99.693,99.834,98.616,3.148,3.111,3.074
186,2017-04-06,98.507,98.646,98.785,99.592,99.731,99.87,98.646,3.14,3.103,3.067
187,2017-04-07,98.535,98.673,98.812,99.627,99.765,99.904,98.673,3.133,3.096,3.06
188,2017-04-10,98.279,98.417,98.554,99.379,99.517,99.654,98.417,3.201,3.164,3.128
189,2017-04-11,98.385,98.523,98.661,99.516,99.654,99.792,98.523,3.174,3.137,3.101
190,2017-04-12,98.566,98.704,98.842,99.704,99.842,99.98,98.704,3.126,3.09,3.053
191,2017-04-13,98.809,98.947,99.086,99.955,100.093,100.232,98.947,3.062,3.026,2.989
192,2017-04-17,98.926,99.061,99.196,100.079,100.214,100.349,99.061,3.031,2.996,2.96
193,2017-04-18,98.811,98.949,99.087,99.972,100.11,100.248,98.949,3.062,3.026,2.989
194,2017-04-19,98.837,98.975,99.113,100.021,100.159,100.297,98.975,3.056,3.019,2.983
195,2017-04-20,98.803,98.941,99.079,99.995,100.133,100.271,98.941,3.065,3.028,2.992
196,2017-04-21,98.743,98.882,99.021,99.942,100.081,100.22,98.882,3.081,3.044,3.007
197,2017-04-24,98.456,98.681,98.905,99.663,99.888,100.112,98.681,3.158,3.098,3.038
198,2017-04-25,98.503,98.727,98.95,99.718,99.942,100.165,98.727,3.146,3.086,3.027
199,2017-04-26,98.419,98.558,98.696,99.657,99.796,99.934,98.558,3.169,3.132,3.095
200,2017-04-27,98.488,98.712,98.935,99.733,99.957,100.18,98.712,3.151,3.091,3.031
201,2017-04-28,98.55,98.668,98.786,99.803,99.921,100.039,98.668,3.134,3.103,3.071
202,2017-05-01,98.524,98.659,98.793,99.784,99.919,100.053,98.659,3.142,3.105,3.07
203,2017-05-02,98.51,98.621,98.731,99.778,99.889,99.999,98.621,3.146,3.116,3.086
204,2017-05-03,98.637,98.745,98.853,99.928,100.036,100.144,98.745,3.112,3.083,3.054
205,2017-05-04,98.399,98.515,98.63,99.698,99.814,99.929,98.515,3.176,3.145,3.114
206,2017-05-05,98.328,98.448,98.568,99.634,99.754,99.874,98.448,3.196,3.164,3.1310000000000002
207,2017-05-08,98.421,98.55,98.678,99.735,99.864,99.992,98.55,3.171,3.136,3.102
208,2017-05-09,98.292,98.421,98.55,99.614,99.743,99.872,98.421,3.206,3.171,3.137
209,2017-05-10,98.342,98.469,98.596,99.686,99.813,99.94,98.469,3.194,3.159,3.125
210,2017-05-11,98.25,98.37,98.49,99.602,99.722,99.842,98.37,3.219,3.186,3.154
211,2017-05-12,98.336,98.457,98.578,99.696,99.817,99.938,98.457,3.196,3.163,3.13
212,2017-05-15,98.532,98.657,98.782,99.899,100.024,100.149,98.657,3.143,3.109,3.076
213,2017-05-16,98.493,98.617,98.741,98.493,98.617,98.741,98.617,3.154,3.12,3.087
214,2017-05-17,98.653,98.777,98.9,98.676,98.8,98.923,98.777,3.111,3.078,3.045
215,2017-05-18,98.942,99.065,99.189,98.973,99.096,99.22,99.065,3.034,3.0,2.967
216,2017-05-19,98.747,98.871,98.995,98.785,98.909,99.033,98.871,3.086,3.053,3.019
217,2017-05-22,98.732,98.855,98.977,98.778,98.901,99.023,98.855,3.091,3.057,3.024
218,2017-05-23,98.746,98.869,98.993,98.799,98.922,99.046,98.869,3.087,3.054,3.02
219,2017-05-24,98.63,98.752,98.873,98.714,98.836,98.957,98.752,3.1189999999999998,3.086,3.053
220,2017-05-25,98.76,98.884,99.008,98.844,98.968,99.092,98.884,3.084,3.05,3.017
221,2017-05-26,98.82,98.943,99.065,98.912,99.035,99.157,98.943,3.068,3.035,3.002
222,2017-05-30,98.815,98.929,99.042,98.914,99.028,99.141,98.929,3.07,3.039,3.008
223,2017-05-31,98.831,98.953,99.076,98.953,99.075,99.198,98.953,3.066,3.033,2.999
224,2017-06-01,98.879,98.998,99.116,99.009,99.128,99.246,98.998,3.053,3.021,2.989
225,2017-06-02,98.878,98.998,99.118,99.016,99.136,99.256,98.998,3.053,3.021,2.988
226,2017-06-05,98.976,99.098,99.219,99.121,99.243,99.364,99.098,3.027,2.9939999999999998,2.961
227,2017-06-06,99.096,99.219,99.341,99.249,99.372,99.494,99.219,2.9939999999999998,2.961,2.928
228,2017-06-07,99.026,99.157,99.287,99.202,99.333,99.463,99.157,3.014,2.9779999999999998,2.943
229,2017-06-08,98.911,99.023,99.135,99.094,99.206,99.318,99.023,3.046,3.015,2.984
230,2017-06-09,98.885,99.0,99.115,99.076,99.191,99.306,99.0,3.053,3.021,2.99
231,2017-06-12,98.953,99.054,99.155,99.152,99.253,99.354,99.054,3.034,3.007,2.979
232,2017-06-13,98.929,99.019,99.108,99.135,99.225,99.314,99.019,3.041,3.017,2.992
233,2017-06-14,98.952,99.043,99.134,99.181,99.272,99.363,99.043,3.035,3.01,2.9859999999999998
234,2017-06-15,99.079,99.171,99.262,99.316,99.408,99.499,99.171,3.001,2.976,2.951
235,2017-06-16,98.961,99.052,99.142,99.205,99.296,99.386,99.052,3.033,3.008,2.984
236,2017-06-19,99.093,99.184,99.275,99.345,99.436,99.527,99.184,2.997,2.972,2.947
237,2017-06-20,98.945,99.035,99.124,99.205,99.295,99.384,99.035,3.038,3.013,2.989
238,2017-06-21,99.041,99.133,99.225,99.324,99.416,99.508,99.133,3.012,2.987,2.9619999999999997
239,2017-06-22,99.001,99.096,99.192,99.291,99.386,99.482,99.096,3.023,2.997,2.971
240,2017-06-23,99.014,99.113,99.211,99.312,99.411,99.509,99.113,3.02,2.993,2.966
241,2017-06-26,98.998,99.098,99.197,99.304,99.404,99.503,99.098,3.025,2.997,2.9699999999999998
242,2017-06-27,98.95,99.045,99.14,99.263,99.358,99.453,99.045,3.038,3.012,2.9859999999999998
243,2017-06-28,98.786,98.884,98.982,99.122,99.22,99.318,98.884,3.084,3.057,3.03
244,2017-06-29,98.738,98.837,98.935,99.089,99.188,99.286,98.837,3.098,3.07,3.043
245,2017-06-30,98.797,98.893,98.989,99.156,99.252,99.348,98.893,3.082,3.055,3.028
246,2017-07-03,98.608,98.704,98.8,98.975,99.071,99.167,98.704,3.134,3.108,3.081
247,2017-07-05,98.476,98.572,98.667,98.866,98.962,99.057,98.572,3.172,3.145,3.1189999999999998
248,2017-07-06,98.433,98.531,98.629,98.83,98.928,99.026,98.531,3.184,3.157,3.13
249,2017-07-07,98.439,98.539,98.639,98.844,98.944,99.044,98.539,3.183,3.155,3.127
250,2017-07-10,98.514,98.614,98.714,98.926,99.027,99.126,98.614,3.162,3.134,3.106
251,2017-07-11,98.467,98.566,98.666,98.887,98.986,99.086,98.566,3.176,3.148,3.12
252,2017-07-12,98.645,98.744,98.844,99.088,99.187,99.287,98.744,3.127,3.099,3.071
253,2017-07-13,98.745,98.845,98.945,99.196,99.296,99.396,98.845,3.099,3.071,3.043
254,2017-07-14,98.711,98.81,98.91,99.169,99.268,99.368,98.81,3.109,3.081,3.053
255,2017-07-17,98.817,98.917,99.016,99.283,99.383,99.482,98.917,3.079,3.051,3.023
256,2017-07-18,98.827,98.924,99.021,99.301,99.398,99.495,98.924,3.077,3.049,3.022
257,2017-07-19,98.901,98.998,99.094,99.398,99.495,99.591,98.998,3.056,3.029,3.002
258,2017-07-20,98.9,98.996,99.092,99.404,99.5,99.596,98.996,3.057,3.03,3.003
259,2017-07-21,98.976,99.075,99.174,99.488,99.587,99.686,99.075,3.036,3.008,2.98
260,2017-07-24,98.982,99.081,99.18,99.501,99.6,99.699,99.081,3.034,3.006,2.979
261,2017-07-25,98.875,98.974,99.072,99.402,99.501,99.599,98.974,3.065,3.037,3.009
262,2017-07-26,98.812,98.904,98.996,99.354,99.446,99.538,98.904,3.083,3.057,3.031
263,2017-07-27,98.973,99.066,99.159,99.523,99.616,99.709,99.066,3.038,3.011,2.985
264,2017-07-28,98.896,98.992,99.088,99.454,99.55,99.646,98.992,3.059,3.032,3.005
265,2017-07-31,99.039,99.134,99.229,99.604,99.699,99.794,99.134,3.019,2.992,2.966
266,2017-08-01,99.001,99.1,99.199,99.574,99.673,99.772,99.1,3.03,3.002,2.974
267,2017-08-02,99.083,99.18,99.277,99.679,99.776,99.873,99.18,3.008,2.98,2.953
268,2017-08-03,99.105,99.203,99.3,99.708,99.806,99.903,99.203,3.001,2.974,2.9459999999999997
269,2017-08-04,99.164,99.262,99.359,99.775,99.873,99.97,99.262,2.985,2.957,2.93
270,2017-08-07,99.064,99.164,99.263,99.683,99.783,99.882,99.164,3.013,2.985,2.957
271,2017-08-08,99.101,99.201,99.3,99.727,99.827,99.926,99.201,3.003,2.975,2.947
272,2017-08-09,99.178,99.277,99.376,99.827,99.926,100.025,99.277,2.982,2.9539999999999997,2.926
273,2017-08-10,99.142,99.241,99.34,99.799,99.898,99.997,99.241,2.992,2.964,2.936
274,2017-08-11,99.237,99.34,99.443,99.902,100.005,100.108,99.34,2.965,2.936,2.907
275,2017-08-14,99.221,99.32,99.419,99.893,99.992,100.091,99.32,2.9699999999999998,2.942,2.914
276,2017-08-15,99.132,99.229,99.326,99.812,99.909,100.006,99.229,2.996,2.968,2.94
277,2017-08-16,99.029,99.125,99.222,99.732,99.828,99.925,99.125,3.026,2.998,2.9699999999999998
278,2017-08-17,99.144,99.242,99.339,99.854,99.952,100.049,99.242,2.993,2.965,2.9370000000000003
279,2017-08-18,99.291,99.393,99.495,100.009,100.111,100.213,99.393,2.951,2.922,2.893
280,2017-08-21,99.284,99.386,99.487,100.01,100.112,100.213,99.386,2.953,2.924,2.895
281,2017-08-22,99.212,99.314,99.416,99.945,100.047,100.149,99.314,2.974,2.945,2.916
282,2017-08-23,99.193,99.29,99.386,99.949,100.046,100.142,99.29,2.98,2.952,2.924
283,2017-08-24,99.241,99.339,99.437,100.005,100.103,100.201,99.339,2.966,2.9379999999999997,2.91
284,2017-08-25,99.164,99.262,99.36,99.936,100.034,100.132,99.262,2.988,2.96,2.932
285,2017-08-28,99.243,99.343,99.442,100.015,100.115,100.214,99.343,2.966,2.9370000000000003,2.909
286,2017-08-29,99.434,99.537,99.64,100.213,100.316,100.419,99.537,2.911,2.882,2.852
287,2017-08-30,99.367,99.471,99.574,100.177,100.281,100.384,99.471,2.931,2.901,2.871
288,2017-08-31,99.326,99.428,99.529,100.143,100.245,100.346,99.428,2.943,2.9130000000000003,2.884
289,2017-09-01,99.393,99.492,99.591,100.218,100.317,100.416,99.492,2.924,2.895,2.867
290,2017-09-05,99.408,99.51,99.611,100.233,100.335,100.436,99.51,2.919,2.89,2.8609999999999998
291,2017-09-06,99.576,99.676,99.776,100.409,100.509,100.609,99.676,2.871,2.842,2.814
292,2017-09-07,99.546,99.646,99.745,100.402,100.502,100.601,99.646,2.88,2.851,2.823
293,2017-09-08,99.708,99.809,99.909,100.571,100.672,100.772,99.809,2.833,2.8040000000000003,2.776
294,2017-09-11,99.528,99.628,99.727,100.399,100.499,100.598,99.628,2.885,2.856,2.828
295,2017-09-12,99.335,99.435,99.534,100.213,100.313,100.412,99.435,2.941,2.912,2.884
296,2017-09-13,99.294,99.393,99.492,100.18,100.279,100.378,99.393,2.953,2.925,2.896
297,2017-09-14,99.199,99.296,99.392,100.108,100.205,100.301,99.296,2.981,2.953,2.925
298,2017-09-15,99.127,99.228,99.329,100.044,100.145,100.246,99.228,3.003,2.973,2.944
299,2017-09-18,99.09,99.191,99.291,100.014,100.115,100.215,99.191,3.014,2.984,2.955
300,2017-09-19,99.086,99.188,99.29,100.018,100.12,100.222,99.188,3.015,2.985,2.955
301,2017-09-20,99.076,99.177,99.278,100.016,100.117,100.218,99.177,3.018,2.989,2.959
