,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-14 00:25:00-04:00,1232.25,1232.25,1232.25,1232.25,1,1,1232.25
2021-10-14 00:27:00-04:00,1232.25,1232.25,1232.25,1232.25,1,1,1232.25
2021-10-14 00:36:00-04:00,1232.0,1232.0,1232.0,1232.0,1,1,1232.0
2021-10-14 00:37:00-04:00,1232.0,1232.0,1232.0,1232.0,1,1,1232.0
2021-10-14 00:48:00-04:00,1232.25,1232.25,1232.25,1232.25,1,1,1232.25
2021-10-14 02:10:00-04:00,1231.5,1231.5,1231.5,1231.5,1,1,1231.5
2021-10-14 06:08:00-04:00,1232.0,1232.25,1232.0,1232.0,5,3,6160.75
2021-10-14 06:10:00-04:00,1231.5,1231.5,1231.5,1231.5,1,1,1231.5
2021-10-14 07:04:00-04:00,1232.5,1232.5,1232.5,1232.5,1,1,1232.5
2021-10-14 07:05:00-04:00,1233.0,1233.0,1233.0,1233.0,1,1,1233.0
2021-10-14 07:15:00-04:00,1233.25,1233.25,1233.25,1233.25,6,2,7399.5
2021-10-14 07:16:00-04:00,1233.25,1233.5,1233.25,1233.5,6,2,7399.75
2021-10-14 07:22:00-04:00,1234.0,1234.0,1234.0,1234.0,1,1,1234.0
2021-10-14 07:45:00-04:00,1233.0,1233.0,1233.0,1233.0,1,1,1233.0
2021-10-14 07:54:00-04:00,1233.5,1233.5,1233.5,1233.5,1,1,1233.5
2021-10-14 08:03:00-04:00,1231.25,1231.25,1231.25,1231.25,1,1,1231.25
2021-10-14 08:25:00-04:00,1232.75,1232.75,1232.75,1232.75,1,1,1232.75
2021-10-14 08:29:00-04:00,1234.0,1234.0,1233.25,1233.25,5,4,6168.25
2021-10-14 08:41:00-04:00,1234.0,1234.0,1233.75,1233.75,4,2,4935.5
2021-10-14 09:34:00-04:00,1231.75,1231.75,1231.75,1231.75,1,1,1231.75
2021-10-14 09:43:00-04:00,1229.0,1229.0,1229.0,1229.0,1,1,1229.0
2021-10-14 09:52:00-04:00,1232.25,1232.25,1232.25,1232.25,1,1,1232.25
2021-10-14 09:57:00-04:00,1232.5,1232.5,1232.5,1232.5,1,1,1232.5
2021-10-14 10:03:00-04:00,1230.75,1230.75,1230.75,1230.75,1,1,1230.75
2021-10-14 10:07:00-04:00,1230.75,1230.75,1230.75,1230.75,1,1,1230.75
2021-10-14 10:10:00-04:00,1232.0,1232.0,1232.0,1232.0,1,1,1232.0
2021-10-14 10:22:00-04:00,1232.0,1232.0,1232.0,1232.0,1,1,1232.0
2021-10-14 10:28:00-04:00,1232.25,1232.25,1232.25,1232.25,1,1,1232.25
2021-10-14 11:12:00-04:00,1229.25,1229.25,1229.25,1229.25,1,1,1229.25
2021-10-14 11:24:00-04:00,1228.75,1228.75,1228.75,1228.75,1,1,1228.75
2021-10-14 11:30:00-04:00,1226.75,1226.75,1226.75,1226.75,1,1,1226.75
2021-10-14 11:42:00-04:00,1226.25,1226.25,1226.25,1226.25,1,1,1226.25
2021-10-14 11:50:00-04:00,1228.75,1229.0,1228.75,1229.0,7,6,8602.75
2021-10-14 11:54:00-04:00,1229.5,1229.5,1229.5,1229.5,1,1,1229.5
2021-10-14 12:09:00-04:00,1233.0,1233.0,1233.0,1233.0,1,1,1233.0
2021-10-14 12:15:00-04:00,1232.0,1232.0,1232.0,1232.0,1,1,1232.0
2021-10-14 12:32:00-04:00,1234.0,1234.0,1234.0,1234.0,1,1,1234.0
2021-10-14 12:41:00-04:00,1235.25,1235.25,1235.25,1235.25,1,1,1235.25
2021-10-14 12:50:00-04:00,1235.0,1235.0,1234.75,1235.0,7,3,8644.25
2021-10-14 12:55:00-04:00,1235.0,1235.0,1235.0,1235.0,1,1,1235.0
