,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-04-26 20:00:00-04:00,1490.75,1492.75,1490.25,1491.0,78,24,116310.25
2021-04-26 20:01:00-04:00,1491.0,1491.0,1488.75,1490.25,15,13,22350.75
2021-04-26 20:02:00-04:00,1491.25,1492.25,1491.25,1492.25,3,2,4475.75
2021-04-26 20:05:00-04:00,1490.25,1490.25,1489.5,1489.5,9,8,13407.25
2021-04-26 20:06:00-04:00,1489.75,1490.5,1489.75,1490.5,4,4,5960.25
2021-04-26 20:07:00-04:00,1490.0,1490.0,1489.75,1489.75,4,2,5959.5
2021-04-26 20:08:00-04:00,1490.25,1490.25,1490.25,1490.25,2,1,2980.5
2021-04-26 20:09:00-04:00,1491.5,1492.0,1491.5,1492.0,10,2,14917.5
2021-04-26 20:10:00-04:00,1492.75,1493.0,1492.0,1492.25,15,6,22389.25
2021-04-26 20:12:00-04:00,1491.5,1491.5,1491.25,1491.25,2,2,2982.75
2021-04-26 20:13:00-04:00,1490.25,1490.25,1490.25,1490.25,1,1,1490.25
2021-04-26 20:16:00-04:00,1491.75,1491.75,1491.75,1491.75,1,1,1491.75
2021-04-26 20:20:00-04:00,1491.25,1491.25,1491.25,1491.25,1,1,1491.25
2021-04-26 20:22:00-04:00,1492.0,1492.0,1492.0,1492.0,20,2,29840.0
2021-04-26 20:23:00-04:00,1493.0,1493.0,1493.0,1493.0,1,1,1493.0
2021-04-26 20:27:00-04:00,1493.0,1493.0,1493.0,1493.0,5,1,7465.0
2021-04-26 20:32:00-04:00,1491.0,1491.0,1491.0,1491.0,1,1,1491.0
2021-04-26 20:33:00-04:00,1491.0,1491.25,1491.0,1491.25,5,3,7455.5
2021-04-26 20:34:00-04:00,1491.0,1491.0,1491.0,1491.0,19,11,28329.0
2021-04-26 20:35:00-04:00,1491.0,1491.25,1491.0,1491.0,29,3,43239.25
