,S K1 Comdty,S K1 Comdty,S K1 Comdty,S K1 Comdty,S K1 Comdty,S K1 Comdty,S K1 Comdty
,open,high,low,close,volume,num_trds,value
2021-04-26 20:00:00-04:00,1572.25,1574.0,1571.0,1572.25,234,90,367903.5
2021-04-26 20:01:00-04:00,1572.0,1573.0,1570.5,1573.0,38,21,59728.25
2021-04-26 20:02:00-04:00,1573.0,1574.75,1573.0,1574.75,56,28,88139.25
2021-04-26 20:03:00-04:00,1574.75,1575.5,1574.75,1575.5,36,20,56701.75
2021-04-26 20:04:00-04:00,1575.25,1575.25,1572.75,1572.75,91,25,143262.25
2021-04-26 20:05:00-04:00,1572.75,1572.75,1570.5,1570.5,39,23,61288.0
2021-04-26 20:06:00-04:00,1571.0,1571.0,1570.5,1570.5,13,4,20422.0
2021-04-26 20:07:00-04:00,1571.5,1572.0,1570.5,1570.5,13,6,20431.0
2021-04-26 20:08:00-04:00,1571.0,1571.0,1570.5,1570.5,5,4,7854.0
2021-04-26 20:09:00-04:00,1571.25,1572.5,1571.25,1572.5,6,5,9432.5
2021-04-26 20:10:00-04:00,1572.5,1573.5,1572.5,1572.5,24,16,37750.75
2021-04-26 20:11:00-04:00,1572.5,1572.5,1571.5,1571.5,20,8,31438.0
2021-04-26 20:12:00-04:00,1572.5,1572.5,1571.75,1571.75,21,9,33013.5
2021-04-26 20:13:00-04:00,1572.25,1572.25,1570.75,1570.75,18,9,28288.25
2021-04-26 20:14:00-04:00,1571.5,1572.0,1571.5,1571.5,16,7,25145.75
2021-04-26 20:15:00-04:00,1572.5,1572.75,1572.5,1572.75,6,4,9436.0
2021-04-26 20:16:00-04:00,1573.0,1573.0,1571.25,1571.25,19,8,29862.25
2021-04-26 20:17:00-04:00,1571.25,1571.25,1571.0,1571.25,4,4,6284.75
2021-04-26 20:18:00-04:00,1571.25,1571.5,1571.25,1571.5,11,7,17285.5
2021-04-26 20:19:00-04:00,1571.5,1572.25,1571.0,1571.0,5,4,7858.25
2021-04-26 20:21:00-04:00,1571.25,1571.75,1571.25,1571.5,10,4,15715.5
2021-04-26 20:22:00-04:00,1572.0,1573.0,1572.0,1573.0,14,9,22014.75
2021-04-26 20:23:00-04:00,1573.0,1573.25,1573.0,1573.25,9,7,14157.5
2021-04-26 20:25:00-04:00,1572.5,1572.5,1572.5,1572.5,1,1,1572.5
2021-04-26 20:27:00-04:00,1572.5,1572.5,1572.5,1572.5,2,2,3145.0
2021-04-26 20:28:00-04:00,1571.75,1571.75,1571.5,1571.5,2,2,3143.25
2021-04-26 20:31:00-04:00,1571.25,1571.25,1571.25,1571.25,14,3,21997.5
2021-04-26 20:32:00-04:00,1571.25,1571.75,1571.0,1571.75,41,10,64427.75
2021-04-26 20:33:00-04:00,1571.5,1571.5,1571.5,1571.5,3,3,4714.5
2021-04-26 20:34:00-04:00,1571.25,1571.25,1571.25,1571.25,3,2,4713.75
2021-04-26 20:35:00-04:00,1571.5,1571.5,1571.5,1571.5,2,1,3143.0
2021-04-26 20:36:00-04:00,1571.5,1571.5,1571.5,1571.5,1,1,1571.5
2021-04-26 20:37:00-04:00,1571.0,1571.0,1569.0,1569.25,52,22,81639.0
2021-04-26 20:38:00-04:00,1568.75,1569.0,1568.25,1569.0,14,7,21961.5
2021-04-26 20:39:00-04:00,1568.5,1569.5,1568.5,1568.75,28,6,43932.75
2021-04-26 20:40:00-04:00,1568.75,1568.75,1568.5,1568.5,27,4,42353.25
2021-04-26 20:41:00-04:00,1568.5,1568.5,1567.5,1567.5,19,15,29794.0
2021-04-26 20:42:00-04:00,1567.75,1567.75,1567.25,1567.25,9,5,14106.5
2021-04-26 20:43:00-04:00,1567.25,1567.5,1567.0,1567.5,5,5,7836.25
2021-04-26 20:44:00-04:00,1567.75,1568.0,1567.75,1568.0,4,2,6271.75
2021-04-26 20:46:00-04:00,1568.25,1568.25,1567.75,1568.25,13,4,20385.5
2021-04-26 20:47:00-04:00,1569.0,1569.0,1568.25,1568.25,5,4,7843.0
2021-04-26 20:48:00-04:00,1568.75,1569.0,1568.75,1568.75,3,3,4706.5
2021-04-26 20:49:00-04:00,1569.0,1569.0,1568.75,1569.0,26,10,40793.25
2021-04-26 20:50:00-04:00,1568.25,1568.25,1567.5,1567.5,5,4,7838.75
2021-04-26 20:51:00-04:00,1567.0,1567.5,1566.5,1566.5,38,8,59534.25
2021-04-26 20:52:00-04:00,1566.0,1566.0,1566.0,1566.0,1,1,1566.0
2021-04-26 20:53:00-04:00,1566.5,1567.0,1566.5,1567.0,4,2,6267.5
2021-04-26 20:54:00-04:00,1567.5,1567.5,1567.5,1567.5,2,1,3135.0
2021-04-26 20:55:00-04:00,1566.5,1566.5,1566.5,1566.5,6,4,9399.0
2021-04-26 20:56:00-04:00,1566.25,1566.25,1566.25,1566.25,2,2,3132.5
2021-04-26 20:59:00-04:00,1566.0,1566.0,1566.0,1566.0,1,1,1566.0
2021-04-26 21:00:00-04:00,1566.0,1566.75,1565.25,1566.75,23,10,36012.0
2021-04-26 21:01:00-04:00,1567.0,1568.0,1567.0,1568.0,24,8,37620.0
2021-04-26 21:02:00-04:00,1568.0,1568.0,1566.5,1566.5,6,5,9405.5
2021-04-26 21:03:00-04:00,1566.5,1566.5,1565.5,1565.5,43,12,67346.75
2021-04-26 21:04:00-04:00,1565.75,1566.0,1565.5,1566.0,10,3,15657.0
2021-04-26 21:06:00-04:00,1566.5,1566.5,1566.5,1566.5,1,1,1566.5
2021-04-26 21:08:00-04:00,1567.0,1567.0,1567.0,1567.0,5,3,7835.0
2021-04-26 21:09:00-04:00,1567.5,1568.0,1567.5,1568.0,8,4,12542.0
2021-04-26 21:12:00-04:00,1567.0,1567.0,1566.5,1566.5,8,6,12533.75
2021-04-26 21:14:00-04:00,1566.0,1566.0,1565.75,1566.0,11,8,17225.75
2021-04-26 21:15:00-04:00,1565.5,1565.5,1563.0,1563.25,65,27,101667.25
2021-04-26 21:16:00-04:00,1563.25,1564.0,1563.0,1563.75,15,10,23454.5
2021-04-26 21:17:00-04:00,1563.0,1563.0,1561.5,1561.5,19,14,29687.25
2021-04-26 21:18:00-04:00,1562.0,1562.25,1562.0,1562.25,2,2,3124.25
2021-04-26 21:19:00-04:00,1562.25,1562.5,1562.25,1562.5,2,2,3124.75
2021-04-26 21:20:00-04:00,1562.0,1562.0,1562.0,1562.0,1,1,1562.0
2021-04-26 21:21:00-04:00,1562.0,1562.0,1561.5,1561.5,7,5,10932.5
2021-04-26 21:22:00-04:00,1561.5,1563.25,1561.5,1563.25,17,6,26567.75
2021-04-26 21:23:00-04:00,1562.75,1562.75,1562.75,1562.75,3,2,4688.25
