,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-02 20:54:00-04:00,80.045,80.045,80.045,80.045,1,1,80.045
2021-08-02 22:04:00-04:00,79.94,79.94,79.94,79.94,1,1,79.94
2021-08-03 04:47:00-04:00,79.935,79.94,79.935,79.94,2,2,159.875
2021-08-03 04:54:00-04:00,79.885,79.885,79.885,79.885,1,1,79.885
2021-08-03 06:02:00-04:00,79.905,79.905,79.905,79.905,1,1,79.905
2021-08-03 10:07:00-04:00,79.585,79.585,79.585,79.585,1,1,79.585
2021-08-03 12:35:00-04:00,79.7,79.7,79.7,79.7,1,1,79.7
2021-08-03 14:16:00-04:00,79.72,79.72,79.72,79.72,1,1,79.72
2021-08-03 14:25:00-04:00,79.725,79.725,79.725,79.725,1,1,79.725
