,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-29 20:00:00-04:00,1312.25,1315.5,1311.5,1314.5,779,253,1023251.0
2021-06-29 20:01:00-04:00,1314.5,1315.75,1314.0,1315.25,143,71,188056.0
2021-06-29 20:02:00-04:00,1315.25,1317.0,1315.25,1315.75,132,63,173699.75
2021-06-29 20:03:00-04:00,1316.25,1316.25,1315.0,1315.5,59,36,77614.5
2021-06-29 20:04:00-04:00,1315.5,1316.0,1315.0,1315.25,69,32,90750.25
2021-06-29 20:05:00-04:00,1315.5,1316.75,1315.0,1316.5,93,30,122398.0
2021-06-29 20:06:00-04:00,1317.0,1317.0,1315.25,1315.25,46,24,60547.25
2021-06-29 20:07:00-04:00,1315.5,1315.75,1315.5,1315.75,21,15,27625.75
2021-06-29 20:08:00-04:00,1316.0,1316.25,1315.5,1315.75,25,16,32899.0
2021-06-29 20:09:00-04:00,1315.75,1316.0,1315.0,1315.0,83,35,109157.25
2021-06-29 20:10:00-04:00,1315.0,1315.25,1315.0,1315.25,26,15,34193.75
2021-06-29 20:11:00-04:00,1315.0,1315.25,1315.0,1315.25,18,13,23670.5
2021-06-29 20:12:00-04:00,1315.0,1315.25,1315.0,1315.25,10,9,13151.25
2021-06-29 20:13:00-04:00,1315.0,1315.25,1315.0,1315.25,27,9,35505.5
2021-06-29 20:14:00-04:00,1315.0,1315.0,1315.0,1315.0,11,5,14465.0
2021-06-29 20:15:00-04:00,1315.0,1315.0,1314.0,1314.5,64,47,84129.0
2021-06-29 20:16:00-04:00,1314.25,1314.25,1312.5,1312.5,71,29,93265.25
2021-06-29 20:17:00-04:00,1313.0,1313.5,1312.5,1313.5,84,21,110298.25
2021-06-29 20:18:00-04:00,1313.75,1314.25,1313.5,1314.25,34,14,44669.25
2021-06-29 20:19:00-04:00,1314.25,1314.75,1314.25,1314.5,21,10,27603.25
2021-06-29 20:20:00-04:00,1314.5,1314.75,1314.5,1314.75,2,2,2629.25
2021-06-29 20:21:00-04:00,1314.25,1314.5,1314.25,1314.5,2,2,2628.75
2021-06-29 20:22:00-04:00,1314.75,1315.0,1314.5,1315.0,4,3,5259.0
2021-06-29 20:23:00-04:00,1315.0,1315.0,1314.5,1314.5,10,4,13147.75
2021-06-29 20:24:00-04:00,1314.25,1314.25,1314.25,1314.25,1,1,1314.25
2021-06-29 20:25:00-04:00,1314.25,1314.25,1314.0,1314.25,7,4,9198.75
2021-06-29 20:26:00-04:00,1314.5,1314.5,1314.5,1314.5,3,2,3943.5
2021-06-29 20:27:00-04:00,1314.25,1314.75,1314.25,1314.75,4,4,5257.75
2021-06-29 20:28:00-04:00,1314.75,1314.75,1314.75,1314.75,1,1,1314.75
2021-06-29 20:29:00-04:00,1314.75,1315.5,1314.75,1315.25,21,14,27620.5
2021-06-29 20:30:00-04:00,1315.25,1315.25,1315.0,1315.0,4,3,5260.75
2021-06-29 20:31:00-04:00,1314.75,1314.75,1313.75,1313.75,15,10,19711.75
2021-06-29 20:32:00-04:00,1313.5,1313.75,1313.5,1313.5,12,10,15763.5
2021-06-29 20:33:00-04:00,1313.75,1314.0,1313.75,1314.0,2,2,2627.75
2021-06-29 20:34:00-04:00,1314.0,1314.0,1313.5,1313.5,7,5,9196.75
2021-06-29 20:35:00-04:00,1313.75,1313.75,1313.5,1313.5,12,7,15763.75
2021-06-29 20:36:00-04:00,1314.0,1314.25,1314.0,1314.25,5,3,6570.5
2021-06-29 20:37:00-04:00,1314.0,1314.0,1313.25,1313.5,37,13,48603.5
2021-06-29 20:38:00-04:00,1313.5,1313.5,1313.25,1313.25,10,6,13133.75
2021-06-29 20:39:00-04:00,1313.25,1313.75,1313.25,1313.75,3,3,3940.5
2021-06-29 20:40:00-04:00,1313.75,1314.0,1313.75,1314.0,3,3,3941.5
2021-06-29 20:41:00-04:00,1314.0,1314.75,1314.0,1314.75,59,9,77529.25
2021-06-29 20:42:00-04:00,1314.5,1314.5,1314.25,1314.25,8,6,10514.75
2021-06-29 20:43:00-04:00,1314.25,1314.5,1314.0,1314.5,4,4,5257.25
2021-06-29 20:44:00-04:00,1314.25,1314.25,1314.25,1314.25,2,2,2628.5
2021-06-29 20:45:00-04:00,1314.0,1314.0,1314.0,1314.0,7,3,9198.0
2021-06-29 20:46:00-04:00,1313.75,1313.75,1313.75,1313.75,5,1,6568.75
2021-06-29 20:47:00-04:00,1313.75,1313.75,1313.75,1313.75,2,2,2627.5
2021-06-29 20:49:00-04:00,1314.0,1314.0,1314.0,1314.0,5,4,6570.0
2021-06-29 20:51:00-04:00,1314.25,1314.5,1314.0,1314.25,11,7,14457.0
2021-06-29 20:52:00-04:00,1314.0,1314.5,1314.0,1314.5,4,2,5256.5
2021-06-29 20:53:00-04:00,1314.5,1314.5,1314.25,1314.25,3,3,3943.0
2021-06-29 20:54:00-04:00,1314.0,1314.25,1313.0,1313.25,55,16,72239.75
2021-06-29 20:55:00-04:00,1313.25,1313.25,1313.25,1313.25,4,4,5253.0
2021-06-29 20:56:00-04:00,1313.75,1314.0,1313.75,1313.75,4,3,5255.5
