,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-13 20:00:00-04:00,1504.25,1504.25,1495.0,1496.5,1196,468,1792551.25
2021-06-13 20:01:00-04:00,1496.75,1500.25,1496.75,1497.5,265,118,397066.75
2021-06-13 20:02:00-04:00,1497.75,1501.0,1496.25,1499.75,322,116,482486.5
2021-06-13 20:03:00-04:00,1499.75,1500.75,1499.0,1500.0,136,59,204009.25
2021-06-13 20:04:00-04:00,1500.25,1500.5,1496.5,1498.25,223,94,334272.5
2021-06-13 20:05:00-04:00,1498.5,1498.75,1497.25,1497.25,81,33,121332.75
2021-06-13 20:06:00-04:00,1497.0,1499.25,1496.5,1498.25,119,46,178297.5
2021-06-13 20:07:00-04:00,1499.0,1499.5,1498.5,1498.5,80,47,119927.5
2021-06-13 20:08:00-04:00,1499.0,1499.0,1496.5,1498.0,89,42,133262.5
2021-06-13 20:09:00-04:00,1497.75,1498.75,1495.75,1496.75,67,39,100282.25
2021-06-13 20:10:00-04:00,1496.75,1498.25,1496.75,1498.0,91,38,136262.25
2021-06-13 20:11:00-04:00,1497.75,1499.0,1497.75,1498.75,63,20,94383.0
2021-06-13 20:12:00-04:00,1498.75,1499.75,1497.25,1497.5,62,28,92891.5
2021-06-13 20:13:00-04:00,1497.75,1497.75,1496.5,1496.5,43,26,64372.0
2021-06-13 20:14:00-04:00,1496.25,1497.25,1495.75,1495.75,60,30,89778.0
2021-06-13 20:15:00-04:00,1495.5,1496.25,1493.25,1494.0,267,76,399095.25
2021-06-13 20:16:00-04:00,1494.25,1494.25,1485.75,1488.0,977,321,1455670.5
2021-06-13 20:17:00-04:00,1488.25,1489.75,1484.25,1484.75,458,195,680758.25
2021-06-13 20:18:00-04:00,1485.0,1487.25,1483.5,1486.25,268,140,398000.75
2021-06-13 20:19:00-04:00,1485.75,1488.5,1485.25,1485.75,246,102,365903.25
2021-06-13 20:20:00-04:00,1485.5,1487.25,1485.25,1486.75,113,54,167946.25
2021-06-13 20:21:00-04:00,1486.75,1488.75,1486.75,1488.25,159,60,236594.0
2021-06-13 20:22:00-04:00,1488.0,1489.5,1486.25,1486.25,162,77,241062.75
