,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-13 20:00:00-04:00,1406.75,1406.75,1393.75,1398.5,11,9,15389.75
2021-06-13 20:01:00-04:00,1396.0,1396.0,1396.0,1396.0,1,1,1396.0
2021-06-13 20:02:00-04:00,1396.5,1402.75,1396.5,1401.25,14,14,19605.5
2021-06-13 20:03:00-04:00,1401.5,1401.5,1400.0,1400.0,5,5,7003.5
2021-06-13 20:04:00-04:00,1401.5,1402.0,1401.5,1402.0,3,3,4205.25
2021-06-13 20:05:00-04:00,1400.5,1400.5,1399.5,1399.5,2,2,2800.0
2021-06-13 20:06:00-04:00,1399.25,1399.25,1398.5,1398.5,8,5,11190.25
2021-06-13 20:07:00-04:00,1399.5,1399.5,1399.25,1399.5,3,3,4198.25
2021-06-13 20:08:00-04:00,1399.0,1399.0,1399.0,1399.0,1,1,1399.0
2021-06-13 20:14:00-04:00,1397.5,1397.5,1397.5,1397.5,1,1,1397.5
2021-06-13 20:16:00-04:00,1394.25,1394.25,1388.0,1388.0,22,22,30621.0
2021-06-13 20:17:00-04:00,1388.0,1388.0,1385.75,1387.25,8,8,11094.5
2021-06-13 20:18:00-04:00,1385.0,1387.5,1382.75,1387.5,7,7,9690.25
2021-06-13 20:19:00-04:00,1388.5,1390.0,1388.5,1389.75,6,6,8336.5
2021-06-13 20:21:00-04:00,1388.25,1389.5,1388.25,1389.5,3,3,4166.0
2021-06-13 20:22:00-04:00,1387.5,1387.5,1387.25,1387.25,4,2,5549.75
2021-06-13 20:23:00-04:00,1387.25,1387.25,1386.25,1386.25,3,3,4160.25
2021-06-13 20:24:00-04:00,1387.75,1387.75,1387.75,1387.75,1,1,1387.75
2021-06-13 20:27:00-04:00,1386.75,1386.75,1385.5,1385.5,2,2,2772.25
2021-06-13 20:28:00-04:00,1385.5,1385.5,1383.75,1383.75,8,6,11074.25
2021-06-13 20:29:00-04:00,1383.5,1383.75,1383.5,1383.5,4,4,5534.5
2021-06-13 20:30:00-04:00,1384.5,1384.5,1384.5,1384.5,1,1,1384.5
2021-06-13 20:31:00-04:00,1384.0,1384.0,1384.0,1384.0,1,1,1384.0
2021-06-13 20:32:00-04:00,1381.5,1381.5,1378.25,1381.25,11,11,15177.0
2021-06-13 20:33:00-04:00,1378.0,1378.0,1374.5,1375.0,9,9,12382.75
2021-06-13 20:34:00-04:00,1375.25,1377.0,1375.25,1375.5,12,11,16510.5
2021-06-13 20:35:00-04:00,1375.25,1377.5,1373.75,1377.5,6,6,8249.25
2021-06-13 20:36:00-04:00,1376.75,1379.25,1376.25,1379.25,9,9,12400.0
2021-06-13 20:37:00-04:00,1381.75,1382.0,1381.75,1382.0,2,2,2763.75
2021-06-13 20:38:00-04:00,1380.75,1381.0,1380.75,1381.0,2,2,2761.75
2021-06-13 20:40:00-04:00,1379.75,1379.75,1379.5,1379.5,4,4,5518.75
2021-06-13 20:41:00-04:00,1380.75,1380.75,1380.75,1380.75,1,1,1380.75
2021-06-13 20:45:00-04:00,1380.75,1381.75,1380.5,1381.5,5,5,6905.75
2021-06-13 20:46:00-04:00,1381.75,1381.75,1381.75,1381.75,1,1,1381.75
2021-06-13 20:52:00-04:00,1380.25,1380.25,1379.5,1379.5,4,4,5519.5
2021-06-13 20:53:00-04:00,1381.0,1381.0,1381.0,1381.0,1,1,1381.0
2021-06-13 20:58:00-04:00,1382.75,1382.75,1382.75,1382.75,1,1,1382.75
2021-06-13 21:05:00-04:00,1381.75,1381.75,1381.75,1381.75,1,1,1381.75
2021-06-13 21:11:00-04:00,1381.25,1381.25,1380.75,1381.25,10,5,13811.75
2021-06-13 21:13:00-04:00,1380.0,1380.0,1380.0,1380.0,3,3,4140.0
2021-06-13 21:14:00-04:00,1381.0,1381.0,1381.0,1381.0,1,1,1381.0
2021-06-13 21:15:00-04:00,1381.75,1381.75,1381.25,1381.25,2,2,2763.0
2021-06-13 21:19:00-04:00,1381.5,1382.25,1381.5,1382.0,4,4,5527.5
2021-06-13 21:21:00-04:00,1382.5,1382.5,1382.5,1382.5,1,1,1382.5
2021-06-13 21:40:00-04:00,1382.75,1382.75,1382.75,1382.75,1,1,1382.75
2021-06-13 21:45:00-04:00,1383.25,1383.25,1383.25,1383.25,1,1,1383.25
2021-06-13 21:57:00-04:00,1383.0,1384.5,1383.0,1384.5,7,7,9684.75
2021-06-13 22:07:00-04:00,1383.75,1383.75,1383.5,1383.5,2,2,2767.25
2021-06-13 22:14:00-04:00,1383.75,1383.75,1383.75,1383.75,2,1,2767.5
2021-06-13 22:16:00-04:00,1384.0,1384.25,1384.0,1384.25,4,2,5536.5
2021-06-13 22:18:00-04:00,1385.25,1385.5,1385.0,1385.0,3,3,4155.75
2021-06-13 22:19:00-04:00,1384.75,1384.75,1384.75,1384.75,1,1,1384.75
2021-06-13 22:22:00-04:00,1385.75,1385.75,1385.75,1385.75,1,1,1385.75
2021-06-13 22:30:00-04:00,1386.75,1386.75,1386.75,1386.75,1,1,1386.75
2021-06-13 22:32:00-04:00,1387.5,1387.5,1387.5,1387.5,1,1,1387.5
2021-06-13 22:38:00-04:00,1386.25,1386.25,1385.75,1385.75,3,3,4158.0
2021-06-13 22:40:00-04:00,1384.5,1384.5,1384.5,1384.5,1,1,1384.5
2021-06-13 22:45:00-04:00,1385.25,1385.25,1385.25,1385.25,1,1,1385.25
2021-06-13 22:49:00-04:00,1385.0,1385.0,1385.0,1385.0,1,1,1385.0
2021-06-13 22:54:00-04:00,1384.5,1384.5,1384.5,1384.5,1,1,1384.5
2021-06-13 22:55:00-04:00,1384.5,1384.75,1384.5,1384.75,2,2,2769.25
2021-06-13 22:56:00-04:00,1384.75,1384.75,1384.75,1384.75,1,1,1384.75
2021-06-13 23:01:00-04:00,1385.0,1386.25,1385.0,1386.25,16,15,22174.0
2021-06-13 23:10:00-04:00,1385.25,1385.25,1385.25,1385.25,1,1,1385.25
2021-06-13 23:58:00-04:00,1382.75,1382.75,1382.75,1382.75,1,1,1382.75
2021-06-14 00:23:00-04:00,1382.75,1382.75,1382.75,1382.75,1,1,1382.75
2021-06-14 00:30:00-04:00,1382.75,1382.75,1382.75,1382.75,3,3,4148.25
2021-06-14 00:33:00-04:00,1383.25,1383.25,1383.25,1383.25,1,1,1383.25
2021-06-14 00:46:00-04:00,1383.5,1383.5,1383.25,1383.25,2,2,2766.75
2021-06-14 01:01:00-04:00,1384.75,1384.75,1384.75,1384.75,1,1,1384.75
2021-06-14 01:06:00-04:00,1385.5,1385.5,1385.5,1385.5,1,1,1385.5
2021-06-14 01:26:00-04:00,1385.75,1385.75,1385.75,1385.75,1,1,1385.75
2021-06-14 01:34:00-04:00,1388.0,1388.0,1387.75,1388.0,5,3,6939.25
2021-06-14 01:36:00-04:00,1387.25,1387.25,1387.25,1387.25,1,1,1387.25
2021-06-14 01:45:00-04:00,1387.5,1387.5,1387.5,1387.5,2,1,2775.0
2021-06-14 01:54:00-04:00,1388.5,1388.5,1388.5,1388.5,1,1,1388.5
2021-06-14 02:00:00-04:00,1387.0,1387.0,1387.0,1387.0,1,1,1387.0
2021-06-14 02:25:00-04:00,1385.5,1385.5,1385.5,1385.5,1,1,1385.5
2021-06-14 02:27:00-04:00,1384.5,1384.5,1383.75,1383.75,4,4,5536.5
2021-06-14 02:28:00-04:00,1384.25,1384.25,1384.25,1384.25,1,1,1384.25
2021-06-14 02:42:00-04:00,1384.75,1384.75,1384.75,1384.75,1,1,1384.75
2021-06-14 02:53:00-04:00,1385.0,1385.0,1384.5,1384.5,3,2,4154.0
2021-06-14 02:54:00-04:00,1385.25,1385.25,1385.25,1385.25,1,1,1385.25
2021-06-14 03:01:00-04:00,1385.0,1385.0,1385.0,1385.0,1,1,1385.0
2021-06-14 03:06:00-04:00,1385.0,1385.0,1385.0,1385.0,1,1,1385.0
2021-06-14 03:08:00-04:00,1386.5,1386.5,1386.5,1386.5,1,1,1386.5
2021-06-14 03:25:00-04:00,1387.25,1388.0,1387.25,1387.75,16,16,22200.75
2021-06-14 03:26:00-04:00,1387.5,1387.75,1387.5,1387.5,38,21,52725.25
