,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-11 20:00:00-04:00,1378.5,1386.75,1378.5,1386.5,325,156,449339.5
2021-07-11 20:01:00-04:00,1386.5,1391.5,1386.0,1389.75,103,74,143056.5
2021-07-11 20:02:00-04:00,1390.25,1390.5,1387.75,1388.5,34,29,47233.5
2021-07-11 20:03:00-04:00,1389.25,1390.25,1389.25,1389.75,13,9,18065.0
2021-07-11 20:04:00-04:00,1388.5,1388.5,1387.5,1387.5,21,17,29143.5
2021-07-11 20:05:00-04:00,1387.5,1387.5,1387.25,1387.25,4,3,5549.25
2021-07-11 20:06:00-04:00,1387.0,1387.5,1386.25,1387.0,32,19,44377.75
2021-07-11 20:07:00-04:00,1386.75,1389.0,1386.75,1387.0,38,23,52733.25
2021-07-11 20:08:00-04:00,1386.75,1386.75,1385.5,1385.5,37,23,51288.25
2021-07-11 20:09:00-04:00,1384.75,1385.5,1384.5,1385.5,27,19,37389.25
2021-07-11 20:10:00-04:00,1384.75,1384.75,1382.75,1383.5,29,14,40122.75
2021-07-11 20:11:00-04:00,1382.25,1382.25,1380.75,1380.75,13,11,17957.0
2021-07-11 20:12:00-04:00,1380.5,1383.25,1380.5,1383.25,70,23,96732.25
2021-07-11 20:13:00-04:00,1383.25,1384.25,1383.25,1383.75,7,5,9687.25
2021-07-11 20:14:00-04:00,1384.25,1384.5,1384.25,1384.5,2,2,2768.75
2021-07-11 20:15:00-04:00,1384.75,1385.5,1384.5,1384.5,15,9,20773.25
2021-07-11 20:16:00-04:00,1384.5,1384.75,1384.25,1384.75,12,6,16613.75
2021-07-11 20:17:00-04:00,1384.0,1384.25,1384.0,1384.25,5,3,6920.75
2021-07-11 20:18:00-04:00,1383.5,1383.5,1383.5,1383.5,1,1,1383.5
2021-07-11 20:19:00-04:00,1385.0,1385.25,1384.75,1385.0,4,4,5540.0
2021-07-11 20:21:00-04:00,1385.5,1387.25,1385.5,1387.25,36,28,49926.5
2021-07-11 20:22:00-04:00,1387.0,1387.0,1386.25,1386.75,3,3,4160.0
2021-07-11 20:23:00-04:00,1386.75,1386.75,1386.75,1386.75,4,3,5547.0
2021-07-11 20:24:00-04:00,1386.75,1387.25,1386.75,1387.0,28,22,38835.75
2021-07-11 20:25:00-04:00,1387.0,1387.0,1385.75,1385.75,7,4,9706.25
2021-07-11 20:28:00-04:00,1385.5,1385.75,1385.5,1385.75,3,3,4157.0
2021-07-11 20:29:00-04:00,1385.0,1385.0,1385.0,1385.0,3,2,4155.0
2021-07-11 20:31:00-04:00,1385.0,1385.0,1385.0,1385.0,1,1,1385.0
2021-07-11 20:32:00-04:00,1385.25,1385.25,1384.75,1385.25,14,8,19391.0
2021-07-11 20:33:00-04:00,1386.0,1386.0,1386.0,1386.0,6,2,8316.0
2021-07-11 20:34:00-04:00,1386.25,1386.75,1386.25,1386.75,7,6,9705.25
