,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-18 19:42:00-04:00,4460.0,4460.0,4460.0,4460.0,1,1,4460.0
2021-10-18 20:01:00-04:00,4461.5,4461.5,4461.5,4461.5,1,1,4461.5
2021-10-18 20:15:00-04:00,4463.0,4466.0,4463.0,4466.0,5,4,22321.0
2021-10-19 02:03:00-04:00,4466.0,4466.0,4466.0,4466.0,1,1,4466.0
2021-10-19 02:04:00-04:00,4467.0,4467.0,4467.0,4467.0,2,1,8934.0
2021-10-19 02:31:00-04:00,4468.0,4468.0,4468.0,4468.0,1,1,4468.0
2021-10-19 02:32:00-04:00,4469.0,4471.0,4469.0,4471.0,4,3,17880.0
2021-10-19 02:34:00-04:00,4472.0,4472.0,4472.0,4472.0,1,1,4472.0
2021-10-19 04:09:00-04:00,4473.0,4473.0,4473.0,4473.0,2,1,8946.0
2021-10-19 09:40:00-04:00,4479.0,4479.0,4479.0,4479.0,1,1,4479.0
2021-10-19 09:54:00-04:00,4475.25,4475.25,4475.25,4475.25,1,1,4475.25
2021-10-19 10:11:00-04:00,4483.0,4483.0,4483.0,4483.0,1,1,4483.0
2021-10-19 10:18:00-04:00,4482.25,4482.25,4482.25,4482.25,1,1,4482.25
2021-10-19 10:32:00-04:00,4483.0,4483.75,4483.0,4483.75,4,4,17933.5
2021-10-19 10:33:00-04:00,4481.0,4481.0,4481.0,4481.0,1,1,4481.0
2021-10-19 10:59:00-04:00,4487.0,4487.0,4487.0,4487.0,1,1,4487.0
2021-10-19 11:58:00-04:00,4490.0,4490.0,4490.0,4490.0,1,1,4490.0
2021-10-19 12:17:00-04:00,4491.0,4491.0,4491.0,4491.0,1,1,4491.0
2021-10-19 13:32:00-04:00,4489.25,4489.25,4489.25,4489.25,1,1,4489.25
2021-10-19 15:59:00-04:00,4495.0,4495.0,4495.0,4495.0,1,1,4495.0
