,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-09-22 18:00:00-04:00,4386.0,4387.5,4385.75,4387.25,546,155,2395013.5
2021-09-22 18:01:00-04:00,4387.0,4388.25,4387.0,4387.5,178,57,781025.75
2021-09-22 18:02:00-04:00,4388.0,4388.5,4387.5,4388.5,139,36,609921.5
2021-09-22 18:03:00-04:00,4388.25,4388.25,4387.75,4388.0,117,33,513411.25
2021-09-22 18:04:00-04:00,4387.75,4388.25,4387.75,4387.75,213,30,934640.25
2021-09-22 18:05:00-04:00,4388.0,4388.25,4387.75,4387.75,102,36,447562.75
2021-09-22 18:06:00-04:00,4388.0,4388.0,4387.25,4387.5,59,29,258867.25
2021-09-22 18:07:00-04:00,4387.25,4387.5,4387.0,4387.0,144,36,631754.75
2021-09-22 18:08:00-04:00,4387.0,4387.25,4386.25,4386.75,232,56,1017695.0
2021-09-22 18:09:00-04:00,4386.5,4386.75,4386.25,4386.5,48,29,210551.25
2021-09-22 18:10:00-04:00,4386.5,4387.5,4386.5,4387.25,91,31,399210.75
2021-09-22 18:11:00-04:00,4387.25,4387.5,4387.25,4387.5,43,20,188656.0
2021-09-22 18:12:00-04:00,4387.5,4388.25,4387.5,4388.25,171,44,750350.25
2021-09-22 18:13:00-04:00,4388.25,4388.25,4388.0,4388.0,60,18,263288.5
2021-09-22 18:14:00-04:00,4387.75,4388.25,4387.5,4387.75,184,35,807372.0
2021-09-22 18:15:00-04:00,4387.75,4388.25,4387.5,4388.0,92,23,403691.5
2021-09-22 18:16:00-04:00,4387.75,4388.25,4387.75,4388.0,38,17,166742.5
2021-09-22 18:17:00-04:00,4387.75,4387.75,4387.0,4387.5,52,20,228145.25
2021-09-22 18:18:00-04:00,4387.75,4388.5,4387.75,4388.5,47,26,206242.25
2021-09-22 18:19:00-04:00,4388.0,4388.25,4388.0,4388.0,71,11,311548.75
2021-09-22 18:20:00-04:00,4388.0,4388.0,4387.25,4387.5,36,14,157954.75
2021-09-22 18:21:00-04:00,4387.5,4387.5,4387.25,4387.5,13,7,57037.0
2021-09-22 18:22:00-04:00,4387.5,4388.25,4387.5,4388.25,47,21,206228.25
2021-09-22 18:23:00-04:00,4388.5,4389.0,4388.5,4389.0,114,30,500315.0
2021-09-22 18:24:00-04:00,4389.0,4389.25,4387.5,4388.75,216,67,947926.25
2021-09-22 18:25:00-04:00,4388.75,4388.75,4388.25,4388.25,34,14,149208.5
2021-09-22 18:26:00-04:00,4388.25,4388.25,4387.0,4387.25,108,36,473846.75
2021-09-22 18:27:00-04:00,4387.25,4387.75,4387.25,4387.75,50,27,219381.5
2021-09-22 18:28:00-04:00,4387.75,4388.0,4387.25,4387.25,208,55,912623.25
2021-09-22 18:29:00-04:00,4387.25,4387.75,4386.75,4387.5,89,34,390469.0
2021-09-22 18:30:00-04:00,4387.25,4389.0,4387.25,4388.75,143,53,627511.75
2021-09-22 18:31:00-04:00,4388.75,4388.75,4388.0,4388.0,53,25,232577.5
2021-09-22 18:32:00-04:00,4388.0,4388.0,4387.5,4387.75,55,19,241325.0
2021-09-22 18:33:00-04:00,4387.5,4387.5,4386.75,4386.75,44,26,193031.75
2021-09-22 18:34:00-04:00,4386.75,4386.75,4386.75,4386.75,57,20,250044.75
2021-09-22 18:35:00-04:00,4387.0,4387.0,4386.25,4386.75,142,42,622890.0
2021-09-22 18:36:00-04:00,4386.75,4387.75,4386.75,4387.5,138,39,605440.75
2021-09-22 18:37:00-04:00,4387.75,4389.25,4387.75,4389.25,169,58,741706.0
2021-09-22 18:38:00-04:00,4389.25,4389.5,4389.0,4389.0,139,45,610092.75
2021-09-22 18:39:00-04:00,4389.25,4389.25,4388.75,4389.0,69,26,302834.25
2021-09-22 18:40:00-04:00,4389.0,4389.0,4389.0,4389.0,19,12,83391.0
2021-09-22 18:41:00-04:00,4388.75,4388.75,4388.5,4388.5,49,17,215042.75
2021-09-22 18:42:00-04:00,4388.5,4389.25,4388.25,4389.25,67,15,294057.75
2021-09-22 18:43:00-04:00,4389.25,4389.25,4389.0,4389.0,33,10,144842.25
2021-09-22 18:44:00-04:00,4389.25,4389.25,4389.0,4389.25,36,10,158012.75
2021-09-22 18:45:00-04:00,4389.5,4389.5,4389.25,4389.25,100,38,438945.25
2021-09-22 18:46:00-04:00,4389.25,4389.5,4389.0,4389.0,42,20,184348.75
2021-09-22 18:47:00-04:00,4389.25,4389.5,4389.25,4389.25,31,10,136068.5
2021-09-22 18:48:00-04:00,4389.25,4389.5,4389.25,4389.25,30,7,131678.0
2021-09-22 18:49:00-04:00,4389.25,4389.5,4388.5,4388.5,43,17,188727.0
2021-09-22 18:50:00-04:00,4388.75,4388.75,4388.5,4388.5,29,10,127272.0
2021-09-22 18:51:00-04:00,4388.5,4388.75,4388.5,4388.75,14,7,61441.75
2021-09-22 18:52:00-04:00,4389.0,4389.75,4389.0,4389.25,141,35,618900.0
2021-09-22 18:53:00-04:00,4389.0,4389.0,4388.75,4389.0,16,7,70223.0
2021-09-22 18:54:00-04:00,4388.75,4388.75,4388.75,4388.75,27,10,118496.25
2021-09-22 18:55:00-04:00,4388.5,4388.75,4388.25,4388.75,51,26,223813.5
2021-09-22 18:56:00-04:00,4388.75,4389.25,4388.75,4389.25,35,12,153614.25
2021-09-22 18:57:00-04:00,4389.0,4389.25,4389.0,4389.25,27,7,118505.5
2021-09-22 18:58:00-04:00,4389.5,4389.75,4389.25,4389.75,66,15,289714.0
2021-09-22 18:59:00-04:00,4389.75,4389.75,4389.25,4389.75,53,18,232650.0
2021-09-22 19:00:00-04:00,4389.75,4390.25,4389.75,4390.0,195,68,856057.5
2021-09-22 19:01:00-04:00,4389.75,4390.25,4389.75,4390.0,69,31,302915.5
2021-09-22 19:02:00-04:00,4390.0,4390.25,4390.0,4390.25,29,18,127316.25
2021-09-22 19:03:00-04:00,4390.0,4390.25,4390.0,4390.0,78,25,342420.25
2021-09-22 19:04:00-04:00,4390.0,4390.5,4390.0,4390.25,72,22,316097.0
2021-09-22 19:05:00-04:00,4390.5,4391.25,4390.25,4390.25,245,74,1075703.0
2021-09-22 19:06:00-04:00,4390.25,4390.5,4390.25,4390.5,49,20,215122.5
2021-09-22 19:07:00-04:00,4390.5,4390.5,4390.25,4390.5,65,28,285376.5
2021-09-22 19:08:00-04:00,4390.25,4390.75,4390.25,4390.5,100,30,439058.25
2021-09-22 19:09:00-04:00,4390.75,4391.0,4390.25,4390.5,85,22,373207.75
2021-09-22 19:10:00-04:00,4390.25,4390.75,4390.25,4390.5,100,34,439041.5
2021-09-22 19:11:00-04:00,4390.5,4391.5,4390.25,4391.25,269,64,1181227.0
2021-09-22 19:12:00-04:00,4391.5,4392.0,4391.5,4391.75,120,57,527000.5
2021-09-22 19:13:00-04:00,4391.5,4391.75,4391.25,4391.5,30,22,131744.0
2021-09-22 19:14:00-04:00,4391.5,4392.0,4391.25,4391.5,112,30,491851.75
2021-09-22 19:15:00-04:00,4391.5,4392.25,4391.5,4392.0,49,22,215204.25
2021-09-22 19:16:00-04:00,4392.0,4392.5,4392.0,4392.25,150,68,658827.75
2021-09-22 19:17:00-04:00,4392.0,4392.75,4391.75,4392.5,173,48,759871.75
2021-09-22 19:18:00-04:00,4392.5,4392.75,4392.25,4392.5,174,54,764290.0
2021-09-22 19:19:00-04:00,4392.5,4393.0,4392.25,4392.75,78,35,342622.5
2021-09-22 19:20:00-04:00,4392.75,4393.0,4392.5,4392.75,52,21,228424.0
2021-09-22 19:21:00-04:00,4392.5,4392.5,4391.75,4392.0,103,35,452384.0
2021-09-22 19:22:00-04:00,4392.0,4392.25,4391.75,4392.25,134,25,588526.5
2021-09-22 19:23:00-04:00,4392.25,4392.5,4392.0,4392.0,76,24,333819.5
2021-09-22 19:24:00-04:00,4392.0,4392.0,4391.0,4391.25,177,59,777286.75
2021-09-22 19:25:00-04:00,4391.25,4391.25,4391.0,4391.25,29,12,127345.25
2021-09-22 19:26:00-04:00,4391.5,4391.5,4391.25,4391.5,35,15,153701.75
2021-09-22 19:27:00-04:00,4391.75,4392.0,4391.75,4392.0,52,17,228376.0
2021-09-22 19:28:00-04:00,4391.75,4392.0,4391.5,4391.5,45,20,197620.75
2021-09-22 19:29:00-04:00,4391.5,4391.5,4391.25,4391.5,78,20,342532.5
2021-09-22 19:30:00-04:00,4391.5,4391.75,4390.5,4390.75,187,66,821103.25
2021-09-22 19:31:00-04:00,4390.5,4390.5,4390.0,4390.5,73,39,320494.75
2021-09-22 19:32:00-04:00,4390.75,4391.0,4390.25,4390.5,131,24,575158.5
2021-09-22 19:33:00-04:00,4390.75,4390.75,4390.0,4390.25,120,35,526850.0
2021-09-22 19:34:00-04:00,4390.25,4390.5,4389.5,4389.75,113,46,496064.0
2021-09-22 19:35:00-04:00,4390.0,4390.25,4389.5,4390.0,88,35,386304.25
2021-09-22 19:36:00-04:00,4390.0,4390.75,4390.0,4390.5,110,41,482949.5
2021-09-22 19:37:00-04:00,4390.5,4390.75,4390.25,4390.25,27,11,118543.0
2021-09-22 19:38:00-04:00,4390.0,4390.25,4390.0,4390.25,18,13,79021.75
2021-09-22 19:39:00-04:00,4390.5,4390.5,4389.0,4389.5,97,47,425798.5
2021-09-22 19:40:00-04:00,4389.5,4390.25,4389.25,4390.25,73,39,320463.5
2021-09-22 19:41:00-04:00,4390.25,4390.25,4389.75,4390.0,47,23,206331.5
2021-09-22 19:42:00-04:00,4390.25,4390.25,4388.75,4389.25,121,37,531118.75
2021-09-22 19:43:00-04:00,4389.0,4389.5,4388.75,4389.25,113,57,495974.75
2021-09-22 19:44:00-04:00,4389.25,4389.5,4389.25,4389.5,37,22,162410.5
2021-09-22 19:45:00-04:00,4389.5,4389.5,4389.25,4389.5,46,15,201916.5
2021-09-22 19:46:00-04:00,4389.75,4390.25,4389.5,4390.25,80,30,351188.25
2021-09-22 19:47:00-04:00,4390.25,4390.25,4390.0,4390.0,40,12,175602.5
2021-09-22 19:48:00-04:00,4390.0,4390.0,4389.0,4389.25,94,33,412614.0
2021-09-22 19:49:00-04:00,4389.0,4389.5,4389.0,4389.25,13,11,57059.5
2021-09-22 19:50:00-04:00,4389.5,4389.5,4387.75,4389.0,271,105,1189284.25
2021-09-22 19:51:00-04:00,4389.0,4390.5,4389.0,4390.5,90,34,395094.5
2021-09-22 19:52:00-04:00,4390.5,4390.75,4390.25,4390.5,106,52,465392.25
2021-09-22 19:53:00-04:00,4390.5,4391.25,4390.5,4391.0,183,53,803535.5
2021-09-22 19:54:00-04:00,4391.0,4391.75,4391.0,4391.5,96,41,421585.25
