,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-07 18:25:00-04:00,79.67,79.67,79.67,79.67,1,1,79.67
2021-10-07 20:01:00-04:00,79.695,79.695,79.695,79.695,1,1,79.695
2021-10-08 00:30:00-04:00,79.705,79.705,79.705,79.705,1,1,79.705
2021-10-08 01:01:00-04:00,79.65,79.65,79.65,79.65,1,1,79.65
2021-10-08 03:27:00-04:00,79.675,79.675,79.675,79.675,1,1,79.675
2021-10-08 03:31:00-04:00,79.66,79.66,79.66,79.66,1,1,79.66
2021-10-08 03:43:00-04:00,79.67,79.67,79.67,79.67,1,1,79.67
2021-10-08 07:34:00-04:00,79.735,79.74,79.735,79.74,2,2,159.475
2021-10-08 07:36:00-04:00,79.735,79.735,79.735,79.735,1,1,79.735
2021-10-08 07:40:00-04:00,79.72,79.72,79.72,79.72,1,1,79.72
2021-10-08 08:24:00-04:00,79.8,79.8,79.8,79.8,2,1,159.6
2021-10-08 08:30:00-04:00,79.935,79.935,79.935,79.935,2,1,159.87
2021-10-08 08:32:00-04:00,79.935,79.935,79.935,79.935,1,1,79.935
2021-10-08 08:33:00-04:00,79.91,79.91,79.91,79.91,1,1,79.91
2021-10-08 08:35:00-04:00,79.985,79.985,79.985,79.985,1,1,79.985
2021-10-08 08:49:00-04:00,79.96,79.96,79.96,79.96,1,1,79.96
2021-10-08 09:01:00-04:00,80.01,80.02,80.01,80.02,12,3,960.21
2021-10-08 09:17:00-04:00,80.04,80.04,80.04,80.04,1,1,80.04
2021-10-08 09:33:00-04:00,79.97,79.97,79.97,79.97,1,1,79.97
2021-10-08 10:19:00-04:00,80.045,80.045,80.045,80.045,1,1,80.045
2021-10-08 10:25:00-04:00,80.05,80.05,80.05,80.05,1,1,80.05
2021-10-08 10:30:00-04:00,80.095,80.095,80.095,80.095,1,1,80.095
2021-10-08 10:34:00-04:00,80.13,80.16,80.13,80.16,11,5,881.65
2021-10-08 10:39:00-04:00,80.165,80.165,80.155,80.155,6,2,480.97
2021-10-08 10:52:00-04:00,80.205,80.225,80.205,80.225,11,3,882.415
2021-10-08 10:53:00-04:00,80.24,80.24,80.24,80.24,2,1,160.48
2021-10-08 11:08:00-04:00,80.24,80.24,80.24,80.24,1,1,80.24
2021-10-08 11:24:00-04:00,80.22,80.22,80.22,80.22,1,1,80.22
2021-10-08 11:32:00-04:00,80.165,80.165,80.14,80.14,2,2,160.305
2021-10-08 12:04:00-04:00,80.09,80.09,80.09,80.09,1,1,80.09
2021-10-08 12:39:00-04:00,80.11,80.11,80.11,80.11,5,1,400.55
2021-10-08 13:00:00-04:00,80.13,80.13,80.13,80.13,1,1,80.13
2021-10-08 13:11:00-04:00,80.13,80.13,80.13,80.13,1,1,80.13
2021-10-08 13:16:00-04:00,80.13,80.13,80.13,80.13,9,2,721.17
2021-10-08 13:25:00-04:00,80.11,80.11,80.11,80.11,10,3,801.1
2021-10-08 13:34:00-04:00,80.115,80.115,80.115,80.115,6,1,480.69
2021-10-08 13:55:00-04:00,80.17,80.17,80.17,80.17,1,1,80.17
2021-10-08 14:08:00-04:00,80.205,80.205,80.205,80.205,1,1,80.205
2021-10-08 14:20:00-04:00,80.215,80.225,80.215,80.225,3,2,240.665
2021-10-08 14:34:00-04:00,80.235,80.235,80.235,80.235,3,1,240.705
2021-10-08 14:35:00-04:00,80.22,80.22,80.22,80.22,1,1,80.22
2021-10-08 14:55:00-04:00,80.245,80.245,80.245,80.245,1,1,80.245
