,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-08 06:50:00-04:00,79.775,79.775,79.775,79.775,2,1,159.55
2021-10-08 08:33:00-04:00,79.935,79.935,79.935,79.935,1,1,79.935
2021-10-08 08:40:00-04:00,80.04,80.04,80.04,80.04,1,1,80.04
2021-10-08 09:29:00-04:00,79.99,79.99,79.99,79.99,1,1,79.99
2021-10-08 10:02:00-04:00,80.04,80.04,80.04,80.04,4,1,320.16
2021-10-08 10:28:00-04:00,80.085,80.09,80.085,80.09,2,2,160.175
2021-10-08 10:36:00-04:00,80.145,80.145,80.145,80.145,1,1,80.145
2021-10-08 10:59:00-04:00,80.265,80.265,80.265,80.265,2,1,160.53
2021-10-08 11:08:00-04:00,80.235,80.235,80.235,80.235,1,1,80.235
2021-10-08 13:34:00-04:00,80.11,80.11,80.11,80.11,3,1,240.33
2021-10-08 15:00:00-04:00,80.25,80.25,80.25,80.25,4,1,321.0
