,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-23 20:00:00-04:00,1390.75,1391.5,1386.75,1386.75,10,6,13901.0
2021-05-23 20:03:00-04:00,1390.5,1390.5,1390.5,1390.5,1,1,1390.5
2021-05-23 20:04:00-04:00,1389.5,1389.5,1389.0,1389.0,4,2,5556.5
2021-05-23 20:05:00-04:00,1388.75,1388.75,1388.75,1388.75,1,1,1388.75
2021-05-23 20:06:00-04:00,1389.25,1389.25,1387.5,1387.5,2,2,2776.75
2021-05-23 20:07:00-04:00,1386.75,1386.75,1386.75,1386.75,1,1,1386.75
2021-05-23 20:08:00-04:00,1385.5,1385.5,1382.75,1382.75,17,10,23529.75
2021-05-23 20:09:00-04:00,1383.0,1383.0,1382.5,1382.5,6,2,8295.5
2021-05-23 20:10:00-04:00,1383.25,1384.0,1383.25,1384.0,4,3,5534.5
2021-05-23 20:14:00-04:00,1382.75,1382.75,1382.75,1382.75,2,1,2765.5
2021-05-23 20:16:00-04:00,1384.25,1384.25,1384.25,1384.25,1,1,1384.25
2021-05-23 20:19:00-04:00,1385.0,1385.0,1384.75,1384.75,2,2,2769.75
2021-05-23 20:20:00-04:00,1385.25,1385.25,1385.25,1385.25,1,1,1385.25
2021-05-23 20:22:00-04:00,1384.5,1384.5,1384.5,1384.5,1,1,1384.5
2021-05-23 20:24:00-04:00,1383.75,1383.75,1383.75,1383.75,2,1,2767.5
2021-05-23 20:25:00-04:00,1384.5,1384.5,1384.5,1384.5,1,1,1384.5
2021-05-23 20:26:00-04:00,1384.75,1384.75,1384.75,1384.75,1,1,1384.75
2021-05-23 20:30:00-04:00,1385.25,1385.25,1385.25,1385.25,1,1,1385.25
2021-05-23 20:31:00-04:00,1385.75,1385.75,1385.75,1385.75,3,3,4157.25
2021-05-23 20:34:00-04:00,1386.25,1386.25,1386.25,1386.25,1,1,1386.25
2021-05-23 20:42:00-04:00,1384.75,1384.75,1384.75,1384.75,2,2,2769.5
2021-05-23 21:00:00-04:00,1382.25,1382.25,1382.25,1382.25,4,1,5529.0
2021-05-23 21:03:00-04:00,1381.5,1381.5,1381.5,1381.5,2,2,2763.0
2021-05-23 21:04:00-04:00,1380.5,1380.5,1380.0,1380.0,5,3,6900.5
2021-05-23 21:05:00-04:00,1379.75,1379.75,1379.75,1379.75,1,1,1379.75
2021-05-23 21:07:00-04:00,1378.75,1378.75,1378.75,1378.75,4,1,5515.0
2021-05-23 21:09:00-04:00,1379.75,1379.75,1379.5,1379.5,4,3,5518.25
2021-05-23 21:10:00-04:00,1380.0,1380.75,1380.0,1380.75,4,2,5521.5
2021-05-23 21:11:00-04:00,1381.0,1381.0,1381.0,1381.0,2,1,2762.0
2021-05-23 21:18:00-04:00,1380.5,1380.75,1380.0,1380.75,4,4,5521.5
2021-05-23 21:23:00-04:00,1378.75,1378.75,1378.75,1378.75,4,1,5515.0
2021-05-23 21:31:00-04:00,1378.25,1378.25,1378.25,1378.25,2,1,2756.5
2021-05-23 21:35:00-04:00,1378.25,1378.25,1378.25,1378.25,2,2,2756.5
2021-05-23 21:36:00-04:00,1379.0,1379.0,1379.0,1379.0,1,1,1379.0
2021-05-23 21:39:00-04:00,1379.0,1379.0,1379.0,1379.0,1,1,1379.0
2021-05-23 21:41:00-04:00,1380.25,1380.25,1380.25,1380.25,1,1,1380.25
2021-05-23 21:45:00-04:00,1381.0,1381.0,1381.0,1381.0,1,1,1381.0
2021-05-23 21:56:00-04:00,1381.0,1381.0,1381.0,1381.0,2,2,2762.0
2021-05-23 22:04:00-04:00,1381.25,1381.25,1381.25,1381.25,1,1,1381.25
2021-05-23 22:16:00-04:00,1381.25,1381.25,1381.25,1381.25,2,1,2762.5
2021-05-23 22:17:00-04:00,1381.75,1381.75,1381.75,1381.75,6,1,8290.5
2021-05-23 22:18:00-04:00,1382.25,1382.25,1382.25,1382.25,1,1,1382.25
2021-05-23 22:46:00-04:00,1384.0,1384.25,1384.0,1384.25,4,4,5536.75
2021-05-23 23:00:00-04:00,1385.5,1385.75,1385.5,1385.75,3,2,4157.0
2021-05-23 23:16:00-04:00,1385.0,1385.0,1384.75,1384.75,5,2,6924.0
2021-05-24 01:30:00-04:00,1385.0,1385.0,1385.0,1385.0,3,2,4155.0
2021-05-24 01:31:00-04:00,1385.0,1385.0,1385.0,1385.0,2,2,2770.0
2021-05-24 02:33:00-04:00,1385.75,1385.75,1385.75,1385.75,1,1,1385.75
2021-05-24 02:35:00-04:00,1385.75,1385.75,1385.75,1385.75,2,1,2771.5
2021-05-24 02:36:00-04:00,1386.25,1386.5,1386.25,1386.5,10,6,13864.75
2021-05-24 02:37:00-04:00,1386.25,1386.25,1386.25,1386.25,2,2,2772.5
2021-05-24 02:38:00-04:00,1386.25,1386.25,1386.25,1386.25,1,1,1386.25
2021-05-24 02:39:00-04:00,1386.25,1386.25,1386.25,1386.25,1,1,1386.25
2021-05-24 02:41:00-04:00,1386.0,1386.0,1386.0,1386.0,2,1,2772.0
2021-05-24 03:00:00-04:00,1384.0,1384.0,1383.0,1383.0,3,3,4150.25
2021-05-24 03:09:00-04:00,1382.25,1382.25,1382.0,1382.0,4,3,5528.25
2021-05-24 03:26:00-04:00,1381.0,1381.75,1381.0,1381.5,49,6,67692.5
2021-05-24 03:41:00-04:00,1380.25,1380.25,1380.25,1380.25,1,1,1380.25
2021-05-24 03:46:00-04:00,1378.75,1378.75,1378.75,1378.75,1,1,1378.75
2021-05-24 04:11:00-04:00,1381.25,1381.25,1381.25,1381.25,8,2,11050.0
2021-05-24 04:12:00-04:00,1381.5,1382.0,1381.5,1382.0,14,3,19345.75
