,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-17 02:14:00-05:00,1278.25,1278.25,1278.25,1278.25,1,1,1278.25
2021-11-17 03:07:00-05:00,1278.0,1278.0,1278.0,1278.0,1,1,1278.0
2021-11-17 07:27:00-05:00,1280.75,1280.75,1280.75,1280.75,14,1,17930.5
2021-11-17 08:00:00-05:00,1283.0,1284.25,1283.0,1284.0,18,13,23103.0
2021-11-17 08:06:00-05:00,1285.0,1285.0,1285.0,1285.0,1,1,1285.0
2021-11-17 08:07:00-05:00,1285.0,1285.0,1285.0,1285.0,1,1,1285.0
2021-11-17 08:08:00-05:00,1285.0,1285.0,1285.0,1285.0,1,1,1285.0
2021-11-17 08:25:00-05:00,1283.0,1283.0,1282.75,1282.75,15,4,19241.75
2021-11-17 08:29:00-05:00,1283.25,1283.25,1283.25,1283.25,1,1,1283.25
2021-11-17 08:33:00-05:00,1283.5,1283.5,1283.5,1283.5,1,1,1283.5
2021-11-17 09:30:00-05:00,1285.0,1288.5,1285.0,1288.25,10,8,12870.75
2021-11-17 09:32:00-05:00,1290.75,1290.75,1290.75,1290.75,4,4,5163.0
2021-11-17 09:39:00-05:00,1294.25,1294.25,1294.25,1294.25,1,1,1294.25
2021-11-17 09:44:00-05:00,1295.25,1295.25,1295.25,1295.25,1,1,1295.25
2021-11-17 09:47:00-05:00,1295.0,1295.0,1295.0,1295.0,1,1,1295.0
2021-11-17 09:48:00-05:00,1292.75,1292.75,1292.75,1292.75,1,1,1292.75
2021-11-17 09:49:00-05:00,1294.25,1294.25,1294.25,1294.25,1,1,1294.25
2021-11-17 09:51:00-05:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-11-17 09:53:00-05:00,1298.25,1298.25,1298.25,1298.25,15,12,19473.75
2021-11-17 10:06:00-05:00,1296.75,1296.75,1296.75,1296.75,10,1,12967.5
2021-11-17 10:08:00-05:00,1297.75,1297.75,1297.75,1297.75,1,1,1297.75
2021-11-17 10:09:00-05:00,1297.75,1297.75,1297.75,1297.75,3,2,3893.25
2021-11-17 10:10:00-05:00,1297.25,1297.25,1297.25,1297.25,18,1,23350.5
2021-11-17 10:12:00-05:00,1296.75,1296.75,1296.75,1296.75,1,1,1296.75
2021-11-17 10:19:00-05:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-11-17 10:24:00-05:00,1307.0,1307.25,1306.25,1306.25,11,3,14378.0
2021-11-17 10:25:00-05:00,1305.0,1305.0,1305.0,1305.0,1,1,1305.0
2021-11-17 10:27:00-05:00,1303.5,1303.5,1303.5,1303.5,2,1,2607.0
2021-11-17 10:35:00-05:00,1303.0,1303.0,1303.0,1303.0,4,2,5212.0
2021-11-17 10:43:00-05:00,1302.5,1303.5,1302.5,1303.5,2,2,2606.0
2021-11-17 10:47:00-05:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-11-17 11:07:00-05:00,1300.5,1300.5,1300.5,1300.5,2,1,2601.0
2021-11-17 11:16:00-05:00,1301.25,1301.25,1301.0,1301.0,10,2,13010.75
2021-11-17 11:17:00-05:00,1302.0,1302.0,1302.0,1302.0,2,1,2604.0
2021-11-17 11:23:00-05:00,1300.5,1300.5,1300.5,1300.5,1,1,1300.5
2021-11-17 11:31:00-05:00,1299.5,1299.5,1299.5,1299.5,1,1,1299.5
2021-11-17 11:43:00-05:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-11-17 11:44:00-05:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-11-17 11:52:00-05:00,1296.25,1296.5,1296.25,1296.5,6,6,7778.25
2021-11-17 11:53:00-05:00,1296.0,1296.0,1296.0,1296.0,1,1,1296.0
2021-11-17 11:55:00-05:00,1296.0,1296.0,1296.0,1296.0,9,7,11664.0
2021-11-17 11:59:00-05:00,1296.5,1296.5,1296.5,1296.5,2,1,2593.0
2021-11-17 12:00:00-05:00,1297.5,1297.5,1297.5,1297.5,1,1,1297.5
2021-11-17 12:01:00-05:00,1297.25,1297.25,1296.75,1297.25,4,3,5188.0
2021-11-17 12:48:00-05:00,1294.5,1294.5,1294.5,1294.5,1,1,1294.5
2021-11-17 12:59:00-05:00,1295.0,1295.0,1295.0,1295.0,1,1,1295.0
2021-11-17 13:04:00-05:00,1293.0,1293.0,1293.0,1293.0,4,3,5172.0
2021-11-17 13:05:00-05:00,1293.0,1293.0,1293.0,1293.0,2,2,2586.0
2021-11-17 13:10:00-05:00,1294.25,1294.25,1293.0,1293.0,2,2,2587.25
2021-11-17 13:11:00-05:00,1293.0,1293.0,1293.0,1293.0,3,3,3879.0
