,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-11 18:00:00-04:00,80.1,80.11,80.085,80.095,188,61,15058.26
2021-10-11 18:01:00-04:00,80.1,80.1,80.085,80.09,55,16,4405.11
2021-10-11 18:02:00-04:00,80.085,80.085,80.07,80.085,51,13,4084.06
2021-10-11 18:03:00-04:00,80.085,80.085,80.085,80.085,3,2,240.255
2021-10-11 18:04:00-04:00,80.095,80.095,80.095,80.095,1,1,80.095
2021-10-11 18:05:00-04:00,80.095,80.095,80.095,80.095,1,1,80.095
2021-10-11 18:07:00-04:00,80.095,80.095,80.095,80.095,1,1,80.095
2021-10-11 18:08:00-04:00,80.095,80.095,80.095,80.095,2,2,160.19
2021-10-11 18:09:00-04:00,80.09,80.09,80.085,80.085,15,7,1201.345
2021-10-11 18:10:00-04:00,80.09,80.095,80.09,80.095,10,4,800.945
2021-10-11 18:11:00-04:00,80.1,80.1,80.1,80.1,7,4,560.7
2021-10-11 18:12:00-04:00,80.095,80.095,80.09,80.095,32,7,2563.015
2021-10-11 18:18:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-10-11 18:19:00-04:00,80.11,80.11,80.105,80.105,7,3,560.745
2021-10-11 18:21:00-04:00,80.105,80.105,80.1,80.105,9,4,720.93
2021-10-11 18:22:00-04:00,80.1,80.105,80.1,80.105,2,2,160.205
2021-10-11 18:23:00-04:00,80.1,80.1,80.095,80.095,13,5,1041.29
2021-10-11 18:24:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-10-11 18:31:00-04:00,80.095,80.105,80.09,80.1,46,13,3684.586
2021-10-11 18:32:00-04:00,80.105,80.105,80.105,80.105,1,1,80.105
2021-10-11 18:35:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-10-11 18:37:00-04:00,80.1,80.1,80.1,80.1,4,1,320.4
2021-10-11 18:38:00-04:00,80.105,80.105,80.105,80.105,6,2,480.63
2021-10-11 18:40:00-04:00,80.095,80.1,80.095,80.095,10,3,800.985
2021-10-11 18:41:00-04:00,80.095,80.095,80.095,80.095,2,2,160.19
2021-10-11 18:45:00-04:00,80.09,80.09,80.09,80.09,7,3,560.63
2021-10-11 18:46:00-04:00,80.095,80.095,80.09,80.09,3,2,240.275
2021-10-11 18:47:00-04:00,80.09,80.09,80.09,80.09,1,1,80.09
2021-10-11 18:49:00-04:00,80.085,80.085,80.08,80.08,16,6,1281.345
2021-10-11 18:50:00-04:00,80.085,80.085,80.085,80.085,2,1,160.17
2021-10-11 18:51:00-04:00,80.085,80.085,80.085,80.085,3,2,240.255
2021-10-11 18:52:00-04:00,80.08,80.08,80.07,80.07,31,9,2482.35
2021-10-11 18:54:00-04:00,80.075,80.075,80.065,80.07,51,10,4083.665
2021-10-11 18:55:00-04:00,80.065,80.065,80.065,80.065,2,2,160.13
2021-10-11 18:56:00-04:00,80.07,80.075,80.07,80.075,2,2,160.145
2021-10-11 18:57:00-04:00,80.07,80.07,80.065,80.07,38,10,3042.63
2021-10-11 18:58:00-04:00,80.07,80.07,80.06,80.065,18,7,1441.19
2021-10-11 19:00:00-04:00,80.065,80.065,80.055,80.055,46,16,3682.755
2021-10-11 19:01:00-04:00,80.06,80.07,80.06,80.07,12,3,960.82
2021-10-11 19:02:00-04:00,80.07,80.07,80.07,80.07,7,4,560.49
2021-10-11 19:03:00-04:00,80.07,80.07,80.07,80.07,2,2,160.14
2021-10-11 19:04:00-04:00,80.07,80.07,80.07,80.07,7,1,560.49
2021-10-11 19:05:00-04:00,80.075,80.075,80.075,80.075,1,1,80.075
2021-10-11 19:06:00-04:00,80.08,80.08,80.07,80.07,16,5,1281.195
2021-10-11 19:07:00-04:00,80.075,80.075,80.075,80.075,2,2,160.15
2021-10-11 19:09:00-04:00,80.075,80.075,80.075,80.075,1,1,80.075
2021-10-11 19:12:00-04:00,80.08,80.08,80.08,80.08,1,1,80.08
2021-10-11 19:13:00-04:00,80.08,80.08,80.08,80.08,3,2,240.24
2021-10-11 19:14:00-04:00,80.085,80.085,80.08,80.08,12,5,960.97
2021-10-11 19:15:00-04:00,80.08,80.08,80.08,80.08,2,2,160.16
2021-10-11 19:16:00-04:00,80.08,80.085,80.08,80.08,5,3,400.415
2021-10-11 19:17:00-04:00,80.075,80.075,80.075,80.075,7,2,560.525
2021-10-11 19:18:00-04:00,80.07,80.07,80.07,80.07,3,2,240.21
2021-10-11 19:19:00-04:00,80.07,80.07,80.07,80.07,2,2,160.14
2021-10-11 19:20:00-04:00,80.065,80.07,80.065,80.07,24,4,1921.67
2021-10-11 19:22:00-04:00,80.075,80.08,80.075,80.08,12,5,960.925
2021-10-11 19:24:00-04:00,80.08,80.08,80.08,80.08,1,1,80.08
2021-10-11 19:26:00-04:00,80.085,80.085,80.085,80.085,4,2,320.34
2021-10-11 19:27:00-04:00,80.085,80.09,80.085,80.09,20,4,1601.785
2021-10-11 19:29:00-04:00,80.085,80.085,80.085,80.085,6,3,480.51
2021-10-11 19:30:00-04:00,80.08,80.085,80.08,80.08,4,3,320.325
2021-10-11 19:33:00-04:00,80.08,80.08,80.08,80.08,1,1,80.08
2021-10-11 19:34:00-04:00,80.08,80.08,80.08,80.08,1,1,80.08
2021-10-11 19:35:00-04:00,80.09,80.09,80.09,80.09,3,2,240.27
2021-10-11 19:36:00-04:00,80.09,80.095,80.09,80.09,10,4,800.91
2021-10-11 19:38:00-04:00,80.09,80.09,80.09,80.09,1,1,80.09
2021-10-11 19:40:00-04:00,80.095,80.1,80.095,80.1,4,3,320.395
2021-10-11 19:41:00-04:00,80.1,80.1,80.1,80.1,2,1,160.2
2021-10-11 19:43:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-10-11 19:45:00-04:00,80.105,80.105,80.1,80.1,5,4,400.515
2021-10-11 19:48:00-04:00,80.1,80.1,80.1,80.1,2,1,160.2
2021-10-11 19:49:00-04:00,80.095,80.095,80.095,80.095,1,1,80.095
2021-10-11 19:50:00-04:00,80.09,80.09,80.09,80.09,4,1,320.36
2021-10-11 19:52:00-04:00,80.095,80.1,80.095,80.1,3,2,240.29
2021-10-11 19:53:00-04:00,80.11,80.11,80.11,80.11,3,3,240.33
2021-10-11 19:55:00-04:00,80.11,80.11,80.11,80.11,1,1,80.11
2021-10-11 19:56:00-04:00,80.11,80.11,80.11,80.11,3,1,240.33
2021-10-11 19:57:00-04:00,80.115,80.125,80.115,80.125,20,10,1602.39
2021-10-11 19:59:00-04:00,80.12,80.12,80.12,80.12,1,1,80.12
2021-10-11 20:00:00-04:00,80.115,80.13,80.115,80.115,168,45,13460.516
2021-10-11 20:01:00-04:00,80.115,80.12,80.11,80.115,118,27,9453.391
2021-10-11 20:02:00-04:00,80.12,80.125,80.105,80.115,158,45,12658.64
2021-10-11 20:03:00-04:00,80.12,80.13,80.12,80.12,103,14,8252.945
2021-10-11 20:04:00-04:00,80.12,80.135,80.12,80.135,80,20,6410.46
2021-10-11 20:05:00-04:00,80.135,80.145,80.135,80.145,71,18,5690.164
2021-10-11 20:06:00-04:00,80.15,80.15,80.15,80.15,56,12,4488.4
2021-10-11 20:07:00-04:00,80.15,80.15,80.135,80.135,37,10,2965.285
2021-10-11 20:08:00-04:00,80.14,80.145,80.13,80.13,47,18,3766.41
2021-10-11 20:09:00-04:00,80.135,80.135,80.13,80.13,17,7,1362.215
2021-10-11 20:10:00-04:00,80.13,80.13,80.105,80.11,53,20,4246.06
2021-10-11 20:11:00-04:00,80.11,80.115,80.11,80.115,6,4,480.685
2021-10-11 20:12:00-04:00,80.105,80.105,80.1,80.1,13,6,1041.31
2021-10-11 20:13:00-04:00,80.1,80.105,80.1,80.105,5,3,400.505
2021-10-11 20:14:00-04:00,80.095,80.105,80.095,80.105,28,4,2242.67
2021-10-11 20:15:00-04:00,80.1,80.105,80.095,80.095,37,10,2963.71
2021-10-11 20:16:00-04:00,80.1,80.1,80.095,80.095,17,4,1361.635
2021-10-11 20:17:00-04:00,80.09,80.09,80.06,80.06,38,19,3042.89
2021-10-11 20:18:00-04:00,80.065,80.07,80.06,80.07,71,26,5684.675
2021-10-11 20:19:00-04:00,80.065,80.065,80.065,80.065,13,9,1040.845
2021-10-11 20:20:00-04:00,80.07,80.07,80.065,80.065,4,2,320.275
2021-10-11 20:21:00-04:00,80.065,80.065,80.06,80.065,21,4,1681.295
2021-10-11 20:22:00-04:00,80.065,80.07,80.05,80.055,387,32,30982.544
2021-10-11 20:23:00-04:00,80.05,80.05,80.04,80.04,165,29,13207.112
2021-10-11 20:24:00-04:00,80.04,80.04,80.04,80.04,40,7,3201.6
2021-10-11 20:25:00-04:00,80.045,80.045,80.04,80.04,8,6,640.33
2021-10-11 20:26:00-04:00,80.045,80.05,80.045,80.045,17,7,1360.81
2021-10-11 20:27:00-04:00,80.05,80.05,80.05,80.05,8,5,640.4
2021-10-11 20:28:00-04:00,80.05,80.07,80.05,80.07,50,11,4003.055
2021-10-11 20:29:00-04:00,80.06,80.06,80.055,80.055,19,4,1521.115
2021-10-11 20:30:00-04:00,80.05,80.05,80.045,80.05,47,16,3762.235
2021-10-11 20:31:00-04:00,80.055,80.065,80.055,80.065,88,13,7045.11
2021-10-11 20:33:00-04:00,80.065,80.065,80.05,80.055,37,9,2962.12
2021-10-11 20:34:00-04:00,80.05,80.05,80.045,80.045,47,10,3762.135
2021-10-11 20:35:00-04:00,80.045,80.055,80.035,80.035,85,14,6803.519
2021-10-11 20:36:00-04:00,80.035,80.035,80.02,80.025,92,13,7362.524
2021-10-11 20:37:00-04:00,80.025,80.025,80.025,80.025,10,2,800.25
2021-10-11 20:38:00-04:00,80.03,80.03,80.02,80.025,65,9,5201.335
2021-10-11 20:39:00-04:00,80.03,80.035,80.03,80.035,11,3,880.35
2021-10-11 20:40:00-04:00,80.03,80.035,80.03,80.03,51,11,4081.535
2021-10-11 20:41:00-04:00,80.03,80.05,80.03,80.045,32,14,2561.355
2021-10-11 20:42:00-04:00,80.05,80.06,80.05,80.06,30,12,2401.75
2021-10-11 20:43:00-04:00,80.055,80.06,80.055,80.06,2,2,160.115
2021-10-11 20:44:00-04:00,80.045,80.045,80.03,80.03,18,16,1440.615
2021-10-11 20:45:00-04:00,80.03,80.04,80.025,80.04,60,22,4801.98
2021-10-11 20:46:00-04:00,80.03,80.035,80.03,80.035,14,3,1120.485
2021-10-11 20:47:00-04:00,80.04,80.04,80.04,80.04,4,3,320.16
2021-10-11 20:48:00-04:00,80.04,80.04,80.035,80.04,86,16,6883.16
2021-10-11 20:49:00-04:00,80.035,80.035,80.035,80.035,1,1,80.035
2021-10-11 20:50:00-04:00,80.04,80.045,80.04,80.045,2,2,160.085
2021-10-11 20:51:00-04:00,80.035,80.04,80.035,80.04,4,3,320.15
2021-10-11 20:52:00-04:00,80.04,80.04,80.035,80.035,3,2,240.11
2021-10-11 20:53:00-04:00,80.04,80.04,80.035,80.035,7,4,560.27
2021-10-11 20:54:00-04:00,80.04,80.045,80.035,80.035,65,22,5202.575
2021-10-11 20:55:00-04:00,80.035,80.035,80.035,80.035,10,5,800.35
2021-10-11 20:56:00-04:00,80.035,80.035,80.035,80.035,4,2,320.14
2021-10-11 20:57:00-04:00,80.03,80.03,80.03,80.03,4,1,320.12
2021-10-11 20:58:00-04:00,80.025,80.025,80.025,80.025,2,2,160.05
2021-10-11 20:59:00-04:00,80.02,80.025,80.015,80.025,7,5,560.15
2021-10-11 21:00:00-04:00,80.02,80.025,80.015,80.025,76,10,6081.52
2021-10-11 21:01:00-04:00,80.025,80.035,80.025,80.035,5,3,400.135
2021-10-11 21:02:00-04:00,80.045,80.045,80.04,80.04,5,4,400.205
2021-10-11 21:03:00-04:00,80.045,80.045,80.04,80.04,33,4,2641.46
2021-10-11 21:04:00-04:00,80.04,80.04,80.04,80.04,3,1,240.12
2021-10-11 21:05:00-04:00,80.035,80.035,80.01,80.02,52,27,4161.095
