,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-25 03:09:00-04:00,81.25,81.25,81.25,81.25,4,1,325.0
2021-06-25 08:28:00-04:00,81.35,81.35,81.35,81.35,4,1,325.4
2021-06-25 11:07:00-04:00,81.39,81.39,81.39,81.39,4,1,325.56
