,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-25 10:02:00-04:00,81.45,81.45,81.45,81.45,1,1,81.45
2021-06-25 12:38:00-04:00,81.33,81.33,81.33,81.33,1,1,81.33
2021-06-25 12:57:00-04:00,81.325,81.325,81.325,81.325,1,1,81.325
2021-06-25 14:08:00-04:00,81.3,81.3,81.3,81.3,1,1,81.3
2021-06-25 15:04:00-04:00,81.24,81.24,81.24,81.24,1,1,81.24
