,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-20 20:10:00-04:00,1255.75,1255.75,1255.75,1255.75,2,1,2511.5
2021-10-20 21:29:00-04:00,1258.25,1258.25,1258.25,1258.25,1,1,1258.25
2021-10-20 22:25:00-04:00,1259.0,1259.0,1259.0,1259.0,1,1,1259.0
2021-10-21 04:51:00-04:00,1250.0,1250.25,1250.0,1250.25,2,2,2500.25
2021-10-21 06:55:00-04:00,1250.25,1250.25,1250.25,1250.25,1,1,1250.25
2021-10-21 07:07:00-04:00,1249.75,1249.75,1249.75,1249.75,1,1,1249.75
2021-10-21 07:51:00-04:00,1250.5,1250.5,1250.5,1250.5,1,1,1250.5
2021-10-21 08:07:00-04:00,1249.0,1249.0,1249.0,1249.0,1,1,1249.0
2021-10-21 09:29:00-04:00,1249.25,1249.75,1249.25,1249.75,4,3,4998.0
2021-10-21 09:40:00-04:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-10-21 09:47:00-04:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-10-21 09:52:00-04:00,1248.25,1248.25,1248.25,1248.25,1,1,1248.25
2021-10-21 09:55:00-04:00,1247.5,1247.5,1247.5,1247.5,2,1,2495.0
2021-10-21 09:56:00-04:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-10-21 09:58:00-04:00,1247.5,1247.5,1247.5,1247.5,4,1,4990.0
2021-10-21 10:10:00-04:00,1248.0,1248.0,1247.5,1247.5,2,2,2495.5
2021-10-21 10:16:00-04:00,1248.25,1248.25,1247.5,1247.5,2,2,2495.75
2021-10-21 10:53:00-04:00,1245.0,1245.0,1245.0,1245.0,1,1,1245.0
2021-10-21 10:55:00-04:00,1244.5,1244.5,1244.5,1244.5,4,4,4978.0
2021-10-21 10:56:00-04:00,1245.0,1245.25,1245.0,1245.25,4,2,4980.25
2021-10-21 10:59:00-04:00,1244.25,1244.25,1244.25,1244.25,1,1,1244.25
2021-10-21 11:18:00-04:00,1240.5,1240.5,1240.5,1240.5,2,1,2481.0
2021-10-21 11:58:00-04:00,1240.0,1240.0,1240.0,1240.0,1,1,1240.0
2021-10-21 11:59:00-04:00,1240.0,1240.0,1240.0,1240.0,2,1,2480.0
2021-10-21 12:08:00-04:00,1237.5,1237.5,1237.5,1237.5,1,1,1237.5
2021-10-21 12:27:00-04:00,1236.0,1238.0,1236.0,1237.75,10,9,12370.75
2021-10-21 12:28:00-04:00,1238.0,1238.0,1238.0,1238.0,1,1,1238.0
2021-10-21 12:29:00-04:00,1238.25,1238.25,1238.25,1238.25,1,1,1238.25
2021-10-21 12:32:00-04:00,1237.5,1237.5,1237.5,1237.5,2,2,2475.0
2021-10-21 12:44:00-04:00,1239.0,1239.0,1238.75,1239.0,4,3,4955.5
2021-10-21 12:47:00-04:00,1238.0,1238.0,1238.0,1238.0,2,2,2476.0
2021-10-21 12:50:00-04:00,1237.75,1237.75,1237.0,1237.0,3,3,3712.0
2021-10-21 12:51:00-04:00,1237.0,1237.0,1237.0,1237.0,1,1,1237.0
2021-10-21 12:53:00-04:00,1236.75,1236.75,1236.75,1236.75,1,1,1236.75
2021-10-21 12:54:00-04:00,1236.5,1236.75,1236.5,1236.75,4,4,4946.5
2021-10-21 12:55:00-04:00,1237.25,1237.25,1237.25,1237.25,2,2,2474.5
2021-10-21 13:13:00-04:00,1236.75,1236.75,1236.75,1236.75,1,1,1236.75
2021-10-21 13:15:00-04:00,1236.75,1236.75,1236.75,1236.75,1,1,1236.75
