,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-10-20 18:00:00-04:00,4525.0,4525.75,4524.5,4525.5,403,110,1823640.0
2021-10-20 18:01:00-04:00,4525.25,4526.25,4525.25,4526.0,102,47,461619.25
2021-10-20 18:02:00-04:00,4526.0,4526.5,4525.75,4526.25,199,60,900701.5
2021-10-20 18:03:00-04:00,4526.25,4526.5,4526.0,4526.25,68,44,307786.25
2021-10-20 18:04:00-04:00,4526.25,4526.25,4525.5,4525.75,126,38,570244.0
2021-10-20 18:05:00-04:00,4525.75,4525.75,4525.25,4525.5,29,16,131241.75
2021-10-20 18:06:00-04:00,4525.75,4525.75,4525.5,4525.75,20,12,90514.5
2021-10-20 18:07:00-04:00,4525.5,4525.75,4525.5,4525.5,22,12,99561.25
2021-10-20 18:08:00-04:00,4525.25,4525.25,4524.25,4525.0,169,61,764713.5
2021-10-20 18:09:00-04:00,4525.0,4525.5,4524.75,4525.0,154,38,696873.25
2021-10-20 18:10:00-04:00,4525.0,4525.25,4524.75,4524.75,46,22,208154.75
2021-10-20 18:11:00-04:00,4524.75,4524.75,4524.25,4524.5,23,14,104064.0
2021-10-20 18:12:00-04:00,4524.25,4524.25,4523.5,4523.75,264,82,1194255.0
2021-10-20 18:13:00-04:00,4524.0,4524.25,4523.75,4523.75,70,40,316684.0
2021-10-20 18:14:00-04:00,4523.5,4523.75,4522.5,4522.75,270,119,1221264.5
2021-10-20 18:15:00-04:00,4522.75,4524.0,4522.75,4523.5,95,38,429715.25
2021-10-20 18:16:00-04:00,4523.75,4524.25,4523.75,4524.25,145,38,655985.25
2021-10-20 18:17:00-04:00,4524.5,4524.5,4524.25,4524.5,26,8,117631.75
2021-10-20 18:18:00-04:00,4524.5,4524.5,4524.0,4524.25,28,11,126679.0
2021-10-20 18:19:00-04:00,4524.5,4524.75,4524.5,4524.75,59,18,266952.0
2021-10-20 18:20:00-04:00,4524.5,4524.5,4524.25,4524.5,46,21,208126.5
2021-10-20 18:21:00-04:00,4524.5,4524.5,4524.0,4524.0,78,25,352883.25
2021-10-20 18:22:00-04:00,4524.0,4524.5,4524.0,4524.25,93,26,420755.0
2021-10-20 18:23:00-04:00,4524.25,4524.25,4524.25,4524.25,39,20,176445.75
2021-10-20 18:24:00-04:00,4524.5,4524.5,4524.25,4524.5,66,26,298612.0
2021-10-20 18:25:00-04:00,4524.5,4524.75,4524.5,4524.5,49,17,221700.75
2021-10-20 18:26:00-04:00,4524.5,4524.75,4524.25,4524.25,63,29,285035.0
2021-10-20 18:27:00-04:00,4524.25,4524.25,4524.0,4524.25,27,13,122153.75
2021-10-20 18:28:00-04:00,4524.25,4524.25,4524.0,4524.0,92,39,416218.75
2021-10-20 18:29:00-04:00,4524.0,4524.25,4523.75,4524.25,127,33,574542.25
2021-10-20 18:30:00-04:00,4524.25,4525.25,4524.25,4525.0,150,48,678703.75
2021-10-20 18:31:00-04:00,4524.75,4524.75,4524.0,4524.5,125,52,565563.5
2021-10-20 18:32:00-04:00,4524.25,4524.75,4524.0,4524.5,76,33,343857.25
2021-10-20 18:33:00-04:00,4524.5,4524.75,4524.5,4524.5,69,23,312193.25
2021-10-20 18:34:00-04:00,4524.75,4525.25,4524.75,4525.25,43,17,194573.75
2021-10-20 18:35:00-04:00,4525.25,4526.0,4525.25,4525.5,179,78,810062.75
2021-10-20 18:36:00-04:00,4525.5,4525.5,4525.25,4525.25,34,14,153866.0
2021-10-20 18:37:00-04:00,4525.5,4525.75,4525.25,4525.25,60,24,271528.25
2021-10-20 18:38:00-04:00,4525.25,4525.25,4524.75,4525.0,36,21,162896.25
