,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-17 02:28:00-05:00,79.745,79.745,79.745,79.745,1,1,79.745
2021-11-17 03:07:00-05:00,79.69,79.69,79.69,79.69,1,1,79.69
2021-11-17 03:18:00-05:00,79.715,79.715,79.715,79.715,1,1,79.715
2021-11-17 08:36:00-05:00,79.515,79.515,79.515,79.515,1,1,79.515
2021-11-17 10:12:00-05:00,79.51,79.51,79.51,79.51,1,1,79.51
