,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-17 08:13:00-05:00,79.56,79.56,79.56,79.56,6,3,477.36
2021-11-17 08:15:00-05:00,79.565,79.565,79.565,79.565,1,1,79.565
2021-11-17 10:00:00-05:00,79.39,79.39,79.39,79.39,5,1,396.95
2021-11-17 10:03:00-05:00,79.43,79.43,79.43,79.43,2,1,158.86
2021-11-17 10:46:00-05:00,79.365,79.365,79.365,79.365,2,1,158.73
2021-11-17 11:19:00-05:00,79.32,79.32,79.32,79.32,6,2,475.92
2021-11-17 11:22:00-05:00,79.31,79.31,79.31,79.31,4,2,317.24
2021-11-17 11:48:00-05:00,79.28,79.28,79.28,79.28,4,1,317.12
2021-11-17 12:07:00-05:00,79.325,79.33,79.325,79.33,3,2,237.98
2021-11-17 13:29:00-05:00,79.34,79.34,79.34,79.34,4,2,317.36
2021-11-17 13:45:00-05:00,79.19,79.19,79.19,79.19,3,3,237.57
2021-11-17 14:59:00-05:00,79.2,79.2,79.2,79.2,3,3,237.6
