,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-16 21:12:00-05:00,79.595,79.595,79.595,79.595,1,1,79.595
2021-11-16 21:18:00-05:00,79.605,79.605,79.605,79.605,1,1,79.605
2021-11-17 00:57:00-05:00,79.555,79.555,79.555,79.555,1,1,79.555
2021-11-17 01:06:00-05:00,79.555,79.555,79.555,79.555,1,1,79.555
2021-11-17 01:07:00-05:00,79.56,79.56,79.56,79.56,1,1,79.56
2021-11-17 01:17:00-05:00,79.575,79.575,79.575,79.575,1,1,79.575
2021-11-17 01:22:00-05:00,79.6,79.6,79.6,79.6,1,1,79.6
2021-11-17 01:52:00-05:00,79.65,79.65,79.65,79.65,1,1,79.65
2021-11-17 01:55:00-05:00,79.65,79.65,79.65,79.65,2,1,159.3
2021-11-17 02:01:00-05:00,79.65,79.65,79.65,79.65,1,1,79.65
2021-11-17 02:05:00-05:00,79.665,79.665,79.665,79.665,1,1,79.665
2021-11-17 02:08:00-05:00,79.65,79.65,79.65,79.65,2,1,159.3
2021-11-17 02:12:00-05:00,79.635,79.635,79.635,79.635,1,1,79.635
2021-11-17 02:19:00-05:00,79.64,79.64,79.64,79.64,1,1,79.64
2021-11-17 02:27:00-05:00,79.67,79.67,79.67,79.67,1,1,79.67
2021-11-17 02:28:00-05:00,79.71,79.72,79.71,79.72,3,2,239.15
2021-11-17 02:33:00-05:00,79.73,79.73,79.73,79.73,1,1,79.73
2021-11-17 02:42:00-05:00,79.695,79.695,79.695,79.695,1,1,79.695
2021-11-17 03:24:00-05:00,79.72,79.72,79.72,79.72,1,1,79.72
2021-11-17 03:25:00-05:00,79.725,79.725,79.725,79.725,1,1,79.725
2021-11-17 03:29:00-05:00,79.73,79.73,79.73,79.73,1,1,79.73
2021-11-17 04:13:00-05:00,79.68,79.68,79.68,79.68,1,1,79.68
2021-11-17 05:05:00-05:00,79.57,79.57,79.565,79.565,2,2,159.135
2021-11-17 05:06:00-05:00,79.58,79.58,79.58,79.58,1,1,79.58
2021-11-17 05:27:00-05:00,79.585,79.585,79.585,79.585,1,1,79.585
2021-11-17 05:47:00-05:00,79.545,79.545,79.545,79.545,1,1,79.545
2021-11-17 06:00:00-05:00,79.54,79.54,79.54,79.54,1,1,79.54
2021-11-17 07:01:00-05:00,79.59,79.59,79.59,79.59,1,1,79.59
2021-11-17 07:19:00-05:00,79.65,79.65,79.65,79.65,1,1,79.65
2021-11-17 08:12:00-05:00,79.655,79.655,79.655,79.655,14,4,1115.17
2021-11-17 08:30:00-05:00,79.66,79.66,79.64,79.64,18,3,1433.645
