,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-22 00:59:00-04:00,80.95,80.95,80.95,80.95,1,1,80.95
2021-10-22 11:30:00-04:00,80.855,80.855,80.855,80.855,1,1,80.855
2021-10-22 14:40:00-04:00,80.895,80.895,80.895,80.895,1,1,80.895
