,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-21 18:06:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-10-21 20:02:00-04:00,80.83,80.83,80.83,80.83,1,1,80.83
2021-10-21 20:52:00-04:00,80.805,80.805,80.805,80.805,22,4,1777.71
2021-10-21 21:30:00-04:00,80.95,80.95,80.95,80.95,1,1,80.95
2021-10-21 23:54:00-04:00,80.95,80.95,80.95,80.95,3,1,242.85
2021-10-21 23:55:00-04:00,80.955,80.955,80.95,80.95,3,2,242.855
2021-10-22 02:30:00-04:00,80.985,80.985,80.985,80.985,2,1,161.97
2021-10-22 02:32:00-04:00,80.97,80.97,80.97,80.97,1,1,80.97
2021-10-22 02:54:00-04:00,80.98,80.98,80.98,80.98,1,1,80.98
2021-10-22 03:02:00-04:00,80.985,80.985,80.985,80.985,1,1,80.985
2021-10-22 03:04:00-04:00,81.0,81.0,81.0,81.0,1,1,81.0
2021-10-22 03:06:00-04:00,80.995,80.995,80.995,80.995,1,1,80.995
2021-10-22 04:00:00-04:00,81.01,81.01,81.01,81.01,2,2,162.02
2021-10-22 05:32:00-04:00,81.015,81.015,81.015,81.015,1,1,81.015
2021-10-22 05:34:00-04:00,81.015,81.015,81.015,81.015,1,1,81.015
2021-10-22 05:38:00-04:00,81.01,81.01,81.01,81.01,1,1,81.01
2021-10-22 05:53:00-04:00,81.045,81.045,81.045,81.045,1,1,81.045
2021-10-22 06:23:00-04:00,81.085,81.085,81.085,81.085,1,1,81.085
2021-10-22 06:32:00-04:00,81.1,81.1,81.1,81.1,3,2,243.3
2021-10-22 06:39:00-04:00,81.1,81.1,81.1,81.1,1,1,81.1
2021-10-22 08:11:00-04:00,81.075,81.09,81.075,81.09,2,2,162.165
2021-10-22 08:19:00-04:00,81.1,81.1,81.1,81.1,1,1,81.1
2021-10-22 08:26:00-04:00,81.125,81.125,81.125,81.125,1,1,81.125
2021-10-22 08:34:00-04:00,81.1,81.1,81.1,81.1,1,1,81.1
2021-10-22 09:05:00-04:00,81.035,81.06,81.035,81.06,4,3,324.165
2021-10-22 09:28:00-04:00,81.055,81.055,81.055,81.055,1,1,81.055
2021-10-22 10:15:00-04:00,81.1,81.105,81.1,81.105,5,2,405.505
2021-10-22 10:18:00-04:00,81.065,81.065,81.065,81.065,2,1,162.13
2021-10-22 10:50:00-04:00,80.99,80.99,80.99,80.99,11,2,890.89
2021-10-22 11:02:00-04:00,80.95,80.95,80.95,80.95,5,1,404.75
2021-10-22 11:10:00-04:00,80.95,80.95,80.95,80.95,20,8,1619.0
2021-10-22 11:26:00-04:00,80.825,80.825,80.825,80.825,1,1,80.825
2021-10-22 11:30:00-04:00,80.84,80.84,80.84,80.84,1,1,80.84
2021-10-22 11:51:00-04:00,80.755,80.755,80.755,80.755,1,1,80.755
2021-10-22 12:03:00-04:00,80.75,80.75,80.75,80.75,1,1,80.75
2021-10-22 12:06:00-04:00,80.75,80.75,80.75,80.75,1,1,80.75
2021-10-22 12:08:00-04:00,80.77,80.77,80.77,80.77,1,1,80.77
2021-10-22 12:22:00-04:00,80.78,80.78,80.78,80.78,1,1,80.78
2021-10-22 12:32:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-10-22 14:27:00-04:00,80.87,80.875,80.87,80.875,11,3,889.595
2021-10-22 14:28:00-04:00,80.865,80.865,80.865,80.865,1,1,80.865
2021-10-22 14:34:00-04:00,80.89,80.89,80.89,80.89,1,1,80.89
2021-10-22 14:38:00-04:00,80.89,80.89,80.89,80.89,1,1,80.89
2021-10-22 14:49:00-04:00,80.865,80.865,80.865,80.865,2,1,161.73
