,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-03 20:00:00-04:00,1390.25,1394.75,1390.25,1394.75,2,2,2785.0
2021-08-04 04:36:00-04:00,1397.25,1397.25,1397.25,1397.25,1,1,1397.25
2021-08-04 04:38:00-04:00,1398.0,1398.0,1398.0,1398.0,5,1,6990.0
2021-08-04 04:59:00-04:00,1397.0,1397.0,1397.0,1397.0,3,3,4191.0
2021-08-04 05:00:00-04:00,1397.0,1397.0,1397.0,1397.0,10,7,13970.0
2021-08-04 05:03:00-04:00,1397.0,1397.0,1397.0,1397.0,4,4,5588.0
2021-08-04 05:05:00-04:00,1397.0,1397.0,1397.0,1397.0,17,8,23749.0
2021-08-04 05:31:00-04:00,1398.25,1398.25,1398.25,1398.25,1,1,1398.25
2021-08-04 05:33:00-04:00,1398.0,1398.0,1398.0,1398.0,1,1,1398.0
2021-08-04 05:51:00-04:00,1397.0,1397.0,1397.0,1397.0,1,1,1397.0
2021-08-04 06:06:00-04:00,1397.0,1397.0,1397.0,1397.0,15,7,20955.0
2021-08-04 06:10:00-04:00,1396.0,1396.0,1396.0,1396.0,19,5,26524.0
2021-08-04 06:17:00-04:00,1396.0,1396.0,1396.0,1396.0,16,9,22336.0
2021-08-04 06:18:00-04:00,1396.0,1396.0,1396.0,1396.0,15,7,20940.0
2021-08-04 07:49:00-04:00,1397.0,1397.0,1397.0,1397.0,9,1,12573.0
2021-08-04 07:53:00-04:00,1397.0,1397.0,1397.0,1397.0,27,6,37719.0
2021-08-04 08:09:00-04:00,1399.75,1400.25,1399.75,1400.25,14,3,19600.0
2021-08-04 08:18:00-04:00,1397.0,1397.0,1397.0,1397.0,28,14,39116.0
2021-08-04 08:19:00-04:00,1397.0,1397.0,1397.0,1397.0,34,11,47498.0
2021-08-04 08:20:00-04:00,1397.0,1397.0,1397.0,1397.0,15,10,20955.0
2021-08-04 08:23:00-04:00,1397.0,1397.0,1397.0,1397.0,12,9,16764.0
2021-08-04 08:24:00-04:00,1397.0,1397.0,1397.0,1397.0,8,6,11176.0
2021-08-04 08:29:00-04:00,1397.0,1397.0,1397.0,1397.0,4,4,5588.0
