,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-23 20:00:00-04:00,1301.25,1301.25,1298.0,1298.5,35,26,45475.75
2021-08-23 20:01:00-04:00,1299.25,1299.25,1297.5,1297.5,13,12,16876.5
2021-08-23 20:02:00-04:00,1299.0,1299.25,1298.5,1298.5,4,3,5195.75
2021-08-23 20:03:00-04:00,1298.75,1299.0,1297.5,1297.5,4,4,5193.0
2021-08-23 20:04:00-04:00,1297.25,1297.5,1297.25,1297.5,5,2,6487.0
2021-08-23 20:05:00-04:00,1297.75,1297.75,1297.75,1297.75,1,1,1297.75
2021-08-23 20:06:00-04:00,1297.75,1297.75,1295.5,1295.5,17,13,22038.5
2021-08-23 20:07:00-04:00,1295.25,1295.5,1295.25,1295.25,6,4,7771.75
2021-08-23 20:14:00-04:00,1295.5,1295.5,1295.5,1295.5,1,1,1295.5
2021-08-23 20:17:00-04:00,1295.25,1296.0,1295.25,1296.0,8,5,10364.25
2021-08-23 20:18:00-04:00,1295.75,1295.75,1295.5,1295.75,3,3,3887.0
2021-08-23 20:32:00-04:00,1294.25,1294.25,1294.25,1294.25,1,1,1294.25
2021-08-23 20:40:00-04:00,1295.25,1295.25,1295.25,1295.25,2,1,2590.5
2021-08-23 20:57:00-04:00,1295.5,1295.5,1295.5,1295.5,1,1,1295.5
2021-08-23 20:59:00-04:00,1295.5,1295.5,1295.25,1295.25,3,2,3886.25
2021-08-23 21:01:00-04:00,1295.75,1295.75,1295.75,1295.75,2,2,2591.5
2021-08-23 21:02:00-04:00,1295.75,1296.0,1295.75,1296.0,3,2,3887.75
2021-08-23 21:04:00-04:00,1296.75,1297.0,1296.75,1297.0,2,2,2593.75
2021-08-23 21:05:00-04:00,1297.5,1297.5,1297.5,1297.5,1,1,1297.5
2021-08-23 21:06:00-04:00,1296.25,1296.5,1296.0,1296.5,4,3,5184.75
2021-08-23 21:07:00-04:00,1296.75,1296.75,1296.75,1296.75,1,1,1296.75
2021-08-23 21:09:00-04:00,1296.25,1296.25,1296.25,1296.25,2,2,2592.5
2021-08-23 21:10:00-04:00,1297.0,1297.25,1297.0,1297.25,8,5,10376.5
2021-08-23 21:11:00-04:00,1296.5,1297.25,1296.5,1296.75,7,6,9077.5
2021-08-23 21:12:00-04:00,1297.25,1297.25,1297.25,1297.25,1,1,1297.25
2021-08-23 21:16:00-04:00,1297.0,1297.25,1296.75,1296.75,5,4,6485.5
