,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-19 20:00:00-04:00,1492.25,1492.25,1490.25,1491.5,25,13,37278.5
2021-05-19 20:01:00-04:00,1494.0,1495.0,1494.0,1494.25,24,10,35870.0
2021-05-19 20:02:00-04:00,1493.5,1493.5,1493.5,1493.5,2,1,2987.0
2021-05-19 20:03:00-04:00,1494.5,1497.75,1494.5,1497.75,12,7,17963.75
2021-05-19 20:04:00-04:00,1498.0,1498.0,1497.25,1497.25,10,6,14975.75
2021-05-19 20:05:00-04:00,1498.5,1498.75,1498.0,1498.0,13,6,19478.75
2021-05-19 20:06:00-04:00,1497.75,1497.75,1497.75,1497.75,1,1,1497.75
2021-05-19 20:07:00-04:00,1496.5,1496.5,1496.5,1496.5,2,2,2993.0
2021-05-19 20:08:00-04:00,1495.25,1495.25,1495.25,1495.25,4,3,5981.0
2021-05-19 20:09:00-04:00,1495.25,1495.25,1494.25,1494.25,12,5,17935.5
2021-05-19 20:10:00-04:00,1494.0,1494.25,1494.0,1494.0,4,3,5976.5
2021-05-19 20:11:00-04:00,1495.25,1495.25,1494.25,1494.25,2,2,2989.5
2021-05-19 20:12:00-04:00,1494.5,1494.5,1494.5,1494.5,1,1,1494.5
2021-05-19 20:13:00-04:00,1495.0,1495.0,1495.0,1495.0,1,1,1495.0
2021-05-19 20:16:00-04:00,1494.25,1494.25,1493.75,1493.75,10,5,14939.75
2021-05-19 20:17:00-04:00,1490.5,1491.25,1490.5,1490.75,16,4,23855.25
2021-05-19 20:18:00-04:00,1490.0,1490.0,1490.0,1490.0,5,4,7450.0
2021-05-19 20:19:00-04:00,1492.5,1492.5,1492.5,1492.5,6,1,8955.0
2021-05-19 20:21:00-04:00,1490.75,1490.75,1490.75,1490.75,1,1,1490.75
2021-05-19 20:25:00-04:00,1491.5,1491.5,1491.5,1491.5,1,1,1491.5
2021-05-19 20:28:00-04:00,1492.75,1492.75,1492.75,1492.75,1,1,1492.75
2021-05-19 20:32:00-04:00,1492.75,1492.75,1492.75,1492.75,1,1,1492.75
2021-05-19 20:34:00-04:00,1493.5,1493.5,1493.5,1493.5,1,1,1493.5
2021-05-19 20:35:00-04:00,1494.0,1494.0,1494.0,1494.0,1,1,1494.0
2021-05-19 20:36:00-04:00,1493.75,1493.75,1493.75,1493.75,4,3,5975.0
2021-05-19 20:37:00-04:00,1493.0,1493.0,1493.0,1493.0,1,1,1493.0
2021-05-19 20:40:00-04:00,1494.25,1494.25,1494.25,1494.25,1,1,1494.25
2021-05-19 20:47:00-04:00,1495.0,1495.0,1495.0,1495.0,1,1,1495.0
2021-05-19 20:48:00-04:00,1496.5,1496.75,1496.5,1496.75,6,3,8979.5
2021-05-19 20:51:00-04:00,1496.0,1496.0,1495.25,1495.25,4,3,5983.0
2021-05-19 20:59:00-04:00,1495.0,1495.0,1495.0,1495.0,1,1,1495.0
2021-05-19 21:00:00-04:00,1493.25,1493.5,1493.25,1493.5,7,6,10453.25
2021-05-19 21:01:00-04:00,1492.75,1492.75,1492.75,1492.75,1,1,1492.75
2021-05-19 21:07:00-04:00,1490.5,1490.5,1490.5,1490.5,1,1,1490.5
2021-05-19 21:12:00-04:00,1489.5,1489.5,1489.25,1489.25,24,7,35742.75
2021-05-19 21:13:00-04:00,1488.75,1488.75,1488.75,1488.75,2,1,2977.5
2021-05-19 21:14:00-04:00,1488.75,1488.75,1488.75,1488.75,3,2,4466.25
2021-05-19 21:15:00-04:00,1489.25,1489.25,1489.25,1489.25,1,1,1489.25
2021-05-19 21:19:00-04:00,1490.75,1490.75,1490.75,1490.75,1,1,1490.75
2021-05-19 21:20:00-04:00,1490.5,1490.5,1490.5,1490.5,1,1,1490.5
