,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-08-04 18:00:00-04:00,4396.25,4396.5,4395.0,4395.75,560,143,2461673.5
2021-08-04 18:01:00-04:00,4395.75,4395.75,4395.5,4395.75,59,24,259337.5
2021-08-04 18:02:00-04:00,4395.75,4395.75,4394.75,4395.75,100,45,439534.25
2021-08-04 18:03:00-04:00,4395.5,4396.0,4395.5,4396.0,40,14,175830.0
2021-08-04 18:04:00-04:00,4396.0,4396.5,4396.0,4396.5,80,24,351693.0
2021-08-04 18:05:00-04:00,4396.25,4396.25,4396.0,4396.0,162,50,712176.75
2021-08-04 18:06:00-04:00,4396.0,4396.25,4396.0,4396.0,41,16,180242.5
2021-08-04 18:07:00-04:00,4396.0,4396.25,4396.0,4396.0,16,9,70336.5
2021-08-04 18:08:00-04:00,4396.0,4396.0,4395.75,4396.0,23,14,101107.75
2021-08-04 18:09:00-04:00,4396.25,4397.25,4396.25,4397.0,293,56,1288275.0
2021-08-04 18:10:00-04:00,4397.0,4397.0,4396.75,4397.0,60,16,263819.25
2021-08-04 18:11:00-04:00,4397.0,4397.0,4396.75,4397.0,37,16,162688.75
2021-08-04 18:12:00-04:00,4396.75,4397.0,4396.75,4397.0,13,3,57160.75
2021-08-04 18:13:00-04:00,4397.25,4397.25,4397.0,4397.0,12,11,52766.5
2021-08-04 18:14:00-04:00,4397.25,4397.25,4397.25,4397.25,49,18,215465.25
2021-08-04 18:15:00-04:00,4397.5,4397.5,4397.25,4397.5,29,15,127526.0
2021-08-04 18:16:00-04:00,4397.5,4397.75,4397.5,4397.5,65,33,285840.25
2021-08-04 18:17:00-04:00,4397.5,4397.5,4397.25,4397.25,50,10,219874.5
2021-08-04 18:18:00-04:00,4397.5,4398.0,4397.25,4397.75,100,38,439766.0
2021-08-04 18:19:00-04:00,4397.5,4397.75,4397.5,4397.75,23,8,101148.0
2021-08-04 18:20:00-04:00,4397.75,4397.75,4397.5,4397.5,73,26,321019.25
2021-08-04 18:21:00-04:00,4397.5,4397.75,4397.5,4397.5,81,19,356197.75
2021-08-04 18:22:00-04:00,4397.5,4397.75,4397.5,4397.5,51,19,224273.25
2021-08-04 18:23:00-04:00,4397.5,4397.75,4397.5,4397.75,15,8,65965.5
2021-08-04 18:24:00-04:00,4397.5,4397.75,4397.5,4397.75,19,3,83553.5
2021-08-04 18:25:00-04:00,4397.75,4397.75,4397.75,4397.75,2,2,8795.5
2021-08-04 18:26:00-04:00,4397.75,4398.0,4397.5,4398.0,45,28,197899.0
2021-08-04 18:27:00-04:00,4398.0,4398.25,4398.0,4398.25,240,57,1055543.0
2021-08-04 18:28:00-04:00,4398.25,4398.5,4398.25,4398.25,77,27,338666.75
2021-08-04 18:29:00-04:00,4398.0,4398.5,4398.0,4398.5,49,15,215515.0
2021-08-04 18:30:00-04:00,4398.25,4399.25,4398.25,4399.25,174,34,765379.0
2021-08-04 18:31:00-04:00,4399.25,4399.25,4398.5,4398.5,149,31,655455.0
2021-08-04 18:32:00-04:00,4398.75,4398.75,4398.5,4398.75,30,21,131958.75
2021-08-04 18:33:00-04:00,4398.5,4398.75,4398.0,4398.0,104,34,457421.0
2021-08-04 18:34:00-04:00,4398.25,4398.5,4398.0,4398.5,67,23,294684.5
2021-08-04 18:35:00-04:00,4398.5,4398.75,4398.25,4398.25,120,33,527813.75
2021-08-04 18:36:00-04:00,4398.25,4398.5,4398.25,4398.5,39,11,171536.0
2021-08-04 18:37:00-04:00,4398.5,4398.5,4398.25,4398.25,152,44,668546.0
2021-08-04 18:38:00-04:00,4398.25,4398.5,4398.0,4398.5,132,41,580574.0
2021-08-04 18:39:00-04:00,4398.5,4398.75,4398.25,4398.25,88,30,387068.75
2021-08-04 18:40:00-04:00,4398.5,4398.5,4398.25,4398.5,30,26,131954.75
2021-08-04 18:41:00-04:00,4398.5,4398.75,4398.5,4398.75,55,17,241925.25
2021-08-04 18:42:00-04:00,4398.75,4398.75,4398.25,4398.5,216,32,950062.25
2021-08-04 18:43:00-04:00,4398.5,4398.5,4398.25,4398.5,139,48,611375.75
2021-08-04 18:44:00-04:00,4398.5,4398.5,4398.25,4398.5,52,17,228721.5
2021-08-04 18:45:00-04:00,4398.5,4398.5,4398.25,4398.5,9,8,39585.75
2021-08-04 18:46:00-04:00,4398.5,4398.5,4398.5,4398.5,5,4,21992.5
2021-08-04 18:47:00-04:00,4398.5,4398.5,4398.25,4398.25,20,11,87968.25
2021-08-04 18:48:00-04:00,4398.5,4398.5,4398.0,4398.0,148,59,650931.25
2021-08-04 18:49:00-04:00,4397.75,4397.75,4397.25,4397.5,160,62,703611.5
2021-08-04 18:50:00-04:00,4397.75,4398.5,4397.75,4398.5,143,19,628943.5
2021-08-04 18:51:00-04:00,4398.5,4398.5,4398.25,4398.25,209,47,919257.75
2021-08-04 18:52:00-04:00,4398.25,4398.5,4398.0,4398.25,97,31,426638.25
2021-08-04 18:53:00-04:00,4398.5,4398.5,4398.25,4398.25,19,15,83571.0
2021-08-04 18:54:00-04:00,4398.5,4398.5,4398.25,4398.25,18,8,79172.25
2021-08-04 18:55:00-04:00,4398.5,4398.5,4398.5,4398.5,21,12,92368.5
2021-08-04 18:56:00-04:00,4398.5,4398.5,4398.25,4398.25,45,23,197929.5
2021-08-04 18:57:00-04:00,4398.5,4398.5,4398.25,4398.5,13,7,57178.0
2021-08-04 18:58:00-04:00,4398.5,4398.5,4398.25,4398.5,61,26,268303.0
2021-08-04 18:59:00-04:00,4398.5,4398.5,4398.25,4398.5,24,15,105562.0
2021-08-04 19:00:00-04:00,4398.25,4398.5,4397.75,4398.0,153,84,672914.75
2021-08-04 19:01:00-04:00,4397.75,4397.75,4397.5,4397.5,52,13,228680.25
2021-08-04 19:02:00-04:00,4397.5,4398.0,4397.5,4397.75,55,24,241877.5
2021-08-04 19:03:00-04:00,4397.75,4398.0,4397.0,4397.0,164,54,721160.75
2021-08-04 19:04:00-04:00,4397.0,4397.0,4396.5,4396.75,91,38,400108.25
2021-08-04 19:05:00-04:00,4397.0,4397.25,4396.75,4397.25,83,38,364944.75
2021-08-04 19:06:00-04:00,4397.5,4397.5,4397.25,4397.25,10,10,43974.5
2021-08-04 19:07:00-04:00,4397.5,4397.5,4397.25,4397.25,3,3,13192.25
2021-08-04 19:08:00-04:00,4397.25,4397.25,4397.25,4397.25,39,17,171492.75
2021-08-04 19:09:00-04:00,4397.0,4397.0,4396.75,4396.75,18,6,79145.5
2021-08-04 19:10:00-04:00,4396.75,4397.0,4396.75,4397.0,15,6,65953.5
2021-08-04 19:11:00-04:00,4397.0,4397.0,4396.75,4396.75,40,15,175873.0
2021-08-04 19:12:00-04:00,4396.75,4397.0,4396.75,4397.0,21,9,92335.75
2021-08-04 19:13:00-04:00,4397.0,4397.0,4396.75,4397.0,7,7,30778.75
2021-08-04 19:14:00-04:00,4397.0,4397.0,4396.75,4396.75,8,8,35174.75
2021-08-04 19:15:00-04:00,4396.75,4397.0,4396.75,4397.0,41,14,180268.5
2021-08-04 19:16:00-04:00,4396.75,4397.0,4396.75,4397.0,19,12,83542.75
2021-08-04 19:17:00-04:00,4397.0,4397.0,4396.75,4397.0,4,4,17587.5
2021-08-04 19:18:00-04:00,4397.0,4397.0,4396.5,4396.5,44,16,193450.5
2021-08-04 19:19:00-04:00,4396.5,4396.5,4396.5,4396.5,1,1,4396.5
2021-08-04 19:20:00-04:00,4396.5,4396.75,4396.5,4396.5,57,19,250601.25
2021-08-04 19:21:00-04:00,4396.25,4396.75,4396.25,4396.75,68,15,298963.5
2021-08-04 19:22:00-04:00,4396.5,4397.0,4396.5,4397.0,19,13,83537.5
2021-08-04 19:23:00-04:00,4397.0,4397.25,4397.0,4397.25,15,10,65956.5
2021-08-04 19:24:00-04:00,4397.0,4397.25,4397.0,4397.25,12,8,52764.75
2021-08-04 19:25:00-04:00,4397.0,4397.0,4397.0,4397.0,17,12,74749.0
2021-08-04 19:26:00-04:00,4397.0,4397.0,4397.0,4397.0,17,10,74749.0
2021-08-04 19:27:00-04:00,4397.0,4397.0,4396.75,4396.75,6,5,26381.0
2021-08-04 19:28:00-04:00,4396.75,4397.0,4396.75,4397.0,31,13,136306.0
2021-08-04 19:29:00-04:00,4397.0,4397.0,4397.0,4397.0,33,12,145101.0
2021-08-04 19:30:00-04:00,4397.0,4397.25,4397.0,4397.25,28,10,123121.0
2021-08-04 19:31:00-04:00,4397.0,4397.25,4397.0,4397.25,23,5,101131.25
2021-08-04 19:32:00-04:00,4397.25,4397.25,4397.25,4397.25,9,5,39575.25
2021-08-04 19:33:00-04:00,4397.5,4397.5,4397.25,4397.5,41,21,180288.25
2021-08-04 19:34:00-04:00,4397.5,4397.5,4397.5,4397.5,24,13,105540.0
2021-08-04 19:35:00-04:00,4397.75,4397.75,4397.25,4397.25,63,30,277037.0
2021-08-04 19:36:00-04:00,4397.25,4397.5,4397.0,4397.0,38,22,167091.0
2021-08-04 19:37:00-04:00,4397.0,4397.25,4396.25,4396.5,215,43,945290.25
2021-08-04 19:38:00-04:00,4396.5,4397.0,4396.5,4396.75,69,34,303373.5
2021-08-04 19:39:00-04:00,4397.0,4397.0,4396.75,4396.75,22,12,96729.75
2021-08-04 19:40:00-04:00,4397.0,4397.0,4396.75,4396.75,3,3,13190.75
2021-08-04 19:41:00-04:00,4397.0,4397.0,4397.0,4397.0,2,2,8794.0
2021-08-04 19:42:00-04:00,4396.75,4397.0,4396.75,4397.0,3,3,13190.5
2021-08-04 19:43:00-04:00,4397.0,4397.25,4396.75,4397.25,14,6,61559.75
2021-08-04 19:44:00-04:00,4397.0,4397.0,4396.75,4397.0,40,16,175878.0
2021-08-04 19:45:00-04:00,4397.25,4397.5,4397.0,4397.25,28,13,123123.5
2021-08-04 19:46:00-04:00,4397.25,4397.5,4397.25,4397.5,41,16,180289.25
2021-08-04 19:47:00-04:00,4397.5,4397.75,4397.5,4397.75,15,12,65964.0
2021-08-04 19:48:00-04:00,4397.75,4398.0,4397.75,4398.0,50,28,219890.5
2021-08-04 19:49:00-04:00,4398.0,4398.0,4397.5,4398.0,61,22,268266.0
2021-08-04 19:50:00-04:00,4398.0,4398.0,4397.75,4397.75,45,29,197899.0
2021-08-04 19:51:00-04:00,4397.5,4397.5,4397.25,4397.5,61,26,268243.25
2021-08-04 19:52:00-04:00,4397.5,4397.5,4397.0,4397.0,46,18,202275.0
2021-08-04 19:53:00-04:00,4397.0,4397.25,4397.0,4397.0,61,21,268220.75
2021-08-04 19:54:00-04:00,4397.25,4397.25,4396.75,4396.75,49,19,215448.25
2021-08-04 19:55:00-04:00,4397.0,4397.0,4396.75,4397.0,54,32,237433.75
2021-08-04 19:56:00-04:00,4397.25,4397.25,4397.25,4397.25,25,12,109931.25
2021-08-04 19:57:00-04:00,4397.25,4397.75,4397.25,4397.5,64,15,281440.5
2021-08-04 19:58:00-04:00,4397.5,4397.75,4397.5,4397.75,31,26,136326.25
2021-08-04 19:59:00-04:00,4397.75,4398.0,4397.25,4397.25,139,66,611278.0
2021-08-04 20:00:00-04:00,4397.5,4398.0,4397.25,4398.0,186,86,817980.25
2021-08-04 20:01:00-04:00,4398.0,4398.5,4398.0,4398.5,375,144,1649388.25
2021-08-04 20:02:00-04:00,4398.5,4399.75,4398.5,4399.5,696,304,3061691.0
2021-08-04 20:03:00-04:00,4399.5,4401.25,4399.25,4400.5,708,193,3115467.75
2021-08-04 20:04:00-04:00,4400.25,4400.75,4399.25,4399.75,291,148,1280478.5
2021-08-04 20:05:00-04:00,4399.5,4400.0,4399.25,4400.0,157,74,690746.25
2021-08-04 20:06:00-04:00,4400.0,4400.25,4400.0,4400.25,130,42,572008.75
2021-08-04 20:07:00-04:00,4400.25,4401.25,4400.25,4401.0,260,103,1144198.5
2021-08-04 20:08:00-04:00,4400.75,4401.25,4400.5,4401.25,137,52,602941.0
2021-08-04 20:09:00-04:00,4401.25,4402.25,4401.25,4401.75,494,175,2174429.0
2021-08-04 20:10:00-04:00,4401.75,4402.0,4401.25,4401.25,125,42,550191.0
2021-08-04 20:11:00-04:00,4401.5,4401.5,4401.25,4401.5,90,44,396127.25
2021-08-04 20:12:00-04:00,4401.25,4402.0,4401.0,4402.0,347,88,1527413.75
2021-08-04 20:13:00-04:00,4402.0,4402.5,4402.0,4402.25,108,46,475438.25
2021-08-04 20:14:00-04:00,4402.25,4402.25,4401.75,4401.75,89,32,391769.5
2021-08-04 20:15:00-04:00,4401.75,4402.5,4401.75,4402.5,190,89,836368.0
2021-08-04 20:16:00-04:00,4402.5,4403.25,4402.5,4403.0,325,146,1430951.25
2021-08-04 20:17:00-04:00,4403.0,4403.75,4402.75,4403.25,259,110,1140478.0
2021-08-04 20:18:00-04:00,4403.5,4403.5,4403.0,4403.5,151,67,664915.0
2021-08-04 20:19:00-04:00,4403.5,4404.0,4403.25,4403.25,113,64,497613.25
2021-08-04 20:20:00-04:00,4403.5,4403.5,4403.0,4403.25,144,74,634074.75
2021-08-04 20:21:00-04:00,4403.0,4403.5,4402.75,4402.75,91,53,400689.75
2021-08-04 20:22:00-04:00,4402.75,4403.0,4402.75,4403.0,84,47,369843.5
2021-08-04 20:23:00-04:00,4403.0,4403.25,4403.0,4403.25,57,39,250974.0
2021-08-04 20:24:00-04:00,4403.25,4404.0,4403.0,4404.0,139,61,612110.25
2021-08-04 20:25:00-04:00,4404.0,4404.25,4404.0,4404.0,277,107,1219938.5
2021-08-04 20:26:00-04:00,4404.0,4404.75,4404.0,4404.0,192,43,845636.75
2021-08-04 20:27:00-04:00,4403.75,4404.25,4403.75,4404.0,98,51,431589.25
2021-08-04 20:28:00-04:00,4404.0,4404.5,4403.75,4404.25,91,33,400773.0
2021-08-04 20:29:00-04:00,4404.25,4404.5,4404.0,4404.5,170,45,748721.25
2021-08-04 20:30:00-04:00,4404.5,4405.5,4404.5,4405.0,398,130,1753210.0
2021-08-04 20:31:00-04:00,4404.75,4404.75,4404.25,4404.5,102,68,449263.75
2021-08-04 20:32:00-04:00,4404.5,4404.5,4404.0,4404.5,217,59,955734.0
2021-08-04 20:33:00-04:00,4404.25,4404.25,4404.0,4404.25,87,26,383161.5
2021-08-04 20:34:00-04:00,4404.25,4404.25,4403.25,4403.25,193,55,849911.75
2021-08-04 20:35:00-04:00,4403.5,4403.75,4403.25,4403.75,128,62,563654.75
2021-08-04 20:36:00-04:00,4403.75,4404.0,4403.75,4404.0,30,17,132114.0
2021-08-04 20:37:00-04:00,4404.0,4404.0,4403.25,4403.5,179,59,788256.25
2021-08-04 20:38:00-04:00,4403.5,4403.75,4403.5,4403.75,28,18,123299.25
2021-08-04 20:39:00-04:00,4403.75,4404.0,4403.5,4404.0,79,47,347897.25
2021-08-04 20:40:00-04:00,4404.0,4404.0,4403.5,4403.75,78,37,343492.5
2021-08-04 20:41:00-04:00,4403.75,4403.75,4403.75,4403.75,39,23,171746.25
2021-08-04 20:42:00-04:00,4403.75,4403.75,4403.75,4403.75,24,12,105690.0
2021-08-04 20:43:00-04:00,4404.0,4404.0,4403.75,4403.75,69,21,303872.0
2021-08-04 20:44:00-04:00,4403.5,4403.75,4403.25,4403.5,58,22,255399.0
2021-08-04 20:45:00-04:00,4403.5,4404.25,4403.5,4404.0,114,54,502043.5
2021-08-04 20:46:00-04:00,4404.0,4404.0,4403.75,4404.0,44,28,193774.5
2021-08-04 20:47:00-04:00,4404.0,4404.25,4403.75,4403.75,59,28,259826.75
2021-08-04 20:48:00-04:00,4403.5,4403.75,4403.25,4403.5,43,28,189351.75
2021-08-04 20:49:00-04:00,4403.5,4403.75,4403.5,4403.5,32,12,140912.25
2021-08-04 20:50:00-04:00,4403.5,4403.5,4403.0,4403.0,107,41,471140.75
2021-08-04 20:51:00-04:00,4403.0,4403.25,4403.0,4403.25,89,47,391878.25
2021-08-04 20:52:00-04:00,4403.25,4403.5,4403.0,4403.25,54,35,237776.25
2021-08-04 20:53:00-04:00,4403.25,4403.25,4402.5,4402.5,140,39,616408.0
2021-08-04 20:54:00-04:00,4402.5,4402.75,4402.5,4402.75,98,54,431459.75
2021-08-04 20:55:00-04:00,4402.75,4403.25,4402.75,4403.0,71,38,312611.0
2021-08-04 20:56:00-04:00,4402.75,4403.25,4402.75,4403.25,75,21,330226.5
2021-08-04 20:57:00-04:00,4403.25,4403.5,4403.25,4403.5,54,23,237782.75
2021-08-04 20:58:00-04:00,4403.5,4403.75,4403.5,4403.5,44,20,193756.0
2021-08-04 20:59:00-04:00,4403.25,4403.5,4403.25,4403.5,26,15,114490.75
2021-08-04 21:00:00-04:00,4403.25,4403.5,4402.75,4403.0,132,62,581227.0
2021-08-04 21:01:00-04:00,4403.25,4403.5,4403.0,4403.25,82,53,361052.25
2021-08-04 21:02:00-04:00,4403.5,4403.5,4403.25,4403.5,29,17,127695.75
2021-08-04 21:03:00-04:00,4403.0,4403.0,4402.75,4402.75,150,66,660434.75
2021-08-04 21:04:00-04:00,4402.75,4403.25,4402.75,4403.0,53,33,233357.25
2021-08-04 21:05:00-04:00,4402.75,4403.25,4402.75,4403.25,65,31,286199.5
2021-08-04 21:06:00-04:00,4403.25,4403.5,4403.0,4403.0,45,25,198143.75
2021-08-04 21:07:00-04:00,4403.25,4403.25,4403.0,4403.0,54,29,237765.0
2021-08-04 21:08:00-04:00,4403.0,4403.25,4402.0,4402.25,152,71,669176.5
2021-08-04 21:09:00-04:00,4402.25,4402.75,4402.25,4402.5,50,35,220125.25
2021-08-04 21:10:00-04:00,4402.25,4402.75,4402.25,4402.75,69,34,303778.25
2021-08-04 21:11:00-04:00,4402.5,4402.75,4402.5,4402.75,28,18,123270.5
2021-08-04 21:12:00-04:00,4402.5,4402.5,4402.25,4402.5,30,16,132074.75
2021-08-04 21:13:00-04:00,4402.5,4402.5,4401.5,4401.75,426,97,1875202.75
2021-08-04 21:14:00-04:00,4401.75,4402.0,4401.25,4401.5,141,55,620629.5
2021-08-04 21:15:00-04:00,4401.5,4401.75,4400.75,4401.75,387,121,1703254.25
2021-08-04 21:16:00-04:00,4401.5,4402.0,4401.5,4401.5,181,80,796714.0
2021-08-04 21:17:00-04:00,4401.25,4401.75,4401.25,4401.5,130,72,572194.25
2021-08-04 21:18:00-04:00,4401.75,4401.75,4401.0,4401.25,146,69,642604.25
2021-08-04 21:19:00-04:00,4401.5,4401.5,4401.25,4401.5,79,36,347708.25
2021-08-04 21:20:00-04:00,4401.75,4401.75,4401.5,4401.75,66,19,290507.5
2021-08-04 21:21:00-04:00,4401.75,4402.0,4401.5,4401.75,61,20,268509.0
2021-08-04 21:22:00-04:00,4401.75,4402.0,4401.25,4401.25,88,41,387348.25
2021-08-04 21:23:00-04:00,4401.5,4401.5,4401.25,4401.5,47,19,206861.75
2021-08-04 21:24:00-04:00,4401.5,4401.75,4401.5,4401.75,66,37,290511.75
2021-08-04 21:25:00-04:00,4401.75,4402.25,4401.75,4402.25,105,38,462217.0
2021-08-04 21:26:00-04:00,4402.25,4402.25,4402.0,4402.25,18,14,79239.5
2021-08-04 21:27:00-04:00,4402.25,4402.75,4402.0,4402.5,105,39,462255.0
2021-08-04 21:28:00-04:00,4402.5,4402.5,4402.25,4402.5,200,58,880465.25
2021-08-04 21:29:00-04:00,4402.5,4402.75,4402.5,4402.75,99,37,435859.75
2021-08-04 21:30:00-04:00,4402.75,4402.75,4402.25,4402.5,99,54,435849.75
2021-08-04 21:31:00-04:00,4402.5,4402.5,4402.0,4402.25,128,68,563477.0
2021-08-04 21:32:00-04:00,4402.5,4402.75,4402.25,4402.75,101,58,444642.0
2021-08-04 21:33:00-04:00,4402.75,4402.75,4402.25,4402.25,76,49,334586.25
2021-08-04 21:34:00-04:00,4402.25,4402.25,4401.75,4402.0,123,57,541442.5
2021-08-04 21:35:00-04:00,4402.0,4402.75,4401.75,4402.5,171,78,752824.25
2021-08-04 21:36:00-04:00,4402.5,4402.75,4402.5,4402.5,151,47,664795.25
2021-08-04 21:37:00-04:00,4402.5,4402.5,4402.0,4402.5,109,64,479848.5
2021-08-04 21:38:00-04:00,4402.25,4402.75,4402.25,4402.25,94,55,413830.75
2021-08-04 21:39:00-04:00,4402.25,4402.5,4402.25,4402.25,38,23,167286.5
2021-08-04 21:40:00-04:00,4402.5,4402.5,4402.25,4402.5,12,7,52828.25
2021-08-04 21:41:00-04:00,4402.25,4402.5,4402.25,4402.25,28,11,123263.25
2021-08-04 21:42:00-04:00,4402.25,4403.5,4402.25,4403.0,407,144,1791985.0
2021-08-04 21:43:00-04:00,4403.0,4403.25,4403.0,4403.25,145,65,638447.25
2021-08-04 21:44:00-04:00,4403.25,4403.25,4403.0,4403.0,116,63,510768.25
2021-08-04 21:45:00-04:00,4403.0,4403.0,4402.25,4402.25,129,65,567930.75
2021-08-04 21:46:00-04:00,4402.5,4402.75,4402.25,4402.5,60,27,264150.5
2021-08-04 21:47:00-04:00,4402.5,4402.75,4402.5,4402.5,75,52,330195.25
2021-08-04 21:48:00-04:00,4402.5,4402.5,4402.0,4402.5,77,46,338978.75
2021-08-04 21:49:00-04:00,4402.75,4403.0,4402.75,4402.75,43,29,189318.75
2021-08-04 21:50:00-04:00,4403.0,4403.0,4402.75,4402.75,67,38,294988.5
2021-08-04 21:51:00-04:00,4402.5,4402.5,4401.75,4402.0,87,41,382988.0
2021-08-04 21:52:00-04:00,4402.0,4402.25,4402.0,4402.0,47,28,206900.5
2021-08-04 21:53:00-04:00,4402.0,4402.5,4402.0,4402.0,72,28,316951.75
2021-08-04 21:54:00-04:00,4402.25,4402.75,4402.25,4402.75,37,26,162890.0
2021-08-04 21:55:00-04:00,4402.5,4403.0,4402.5,4402.75,41,30,180509.25
2021-08-04 21:56:00-04:00,4403.0,4403.25,4403.0,4403.25,66,28,290601.5
2021-08-04 21:57:00-04:00,4403.5,4403.5,4403.0,4403.25,65,34,286214.25
2021-08-04 21:58:00-04:00,4403.0,4403.0,4402.75,4402.75,54,18,237755.0
2021-08-04 21:59:00-04:00,4402.75,4403.0,4402.5,4402.5,65,40,286180.75
2021-08-04 22:00:00-04:00,4402.75,4403.25,4402.75,4403.0,75,36,330220.5
2021-08-04 22:01:00-04:00,4403.0,4403.0,4402.5,4402.75,121,51,532734.0
2021-08-04 22:02:00-04:00,4402.75,4403.0,4402.75,4403.0,61,31,268574.5
2021-08-04 22:03:00-04:00,4403.0,4403.25,4402.75,4402.75,85,32,374266.25
2021-08-04 22:04:00-04:00,4403.0,4403.5,4403.0,4403.25,97,55,427114.5
2021-08-04 22:05:00-04:00,4403.25,4403.25,4402.75,4402.75,80,31,352238.5
2021-08-04 22:06:00-04:00,4403.0,4403.0,4402.5,4402.5,60,32,264160.0
2021-08-04 22:07:00-04:00,4402.5,4402.5,4402.25,4402.25,57,36,250934.75
2021-08-04 22:08:00-04:00,4402.25,4402.5,4402.25,4402.5,41,24,180500.75
2021-08-04 22:09:00-04:00,4402.5,4402.5,4402.5,4402.5,22,14,96855.0
2021-08-04 22:10:00-04:00,4402.25,4402.75,4402.25,4402.5,84,36,369816.25
2021-08-04 22:11:00-04:00,4402.5,4402.75,4402.5,4402.75,67,24,294974.5
2021-08-04 22:12:00-04:00,4402.75,4403.0,4402.75,4402.75,68,23,299401.75
2021-08-04 22:13:00-04:00,4402.5,4402.75,4402.25,4402.25,40,18,176100.75
2021-08-04 22:14:00-04:00,4402.25,4402.25,4402.0,4402.25,61,34,268533.25
2021-08-04 22:15:00-04:00,4402.25,4402.5,4402.25,4402.5,26,21,114459.0
2021-08-04 22:16:00-04:00,4402.5,4402.75,4402.25,4402.75,53,26,233338.25
2021-08-04 22:17:00-04:00,4403.0,4403.0,4402.75,4403.0,37,17,162906.75
2021-08-04 22:18:00-04:00,4403.0,4403.0,4402.5,4402.75,19,9,83651.5
2021-08-04 22:19:00-04:00,4403.0,4403.0,4402.75,4402.75,3,3,13208.75
2021-08-04 22:20:00-04:00,4403.0,4403.25,4402.75,4403.0,40,25,176120.25
2021-08-04 22:21:00-04:00,4403.0,4403.0,4402.75,4402.75,16,10,70447.25
2021-08-04 22:22:00-04:00,4403.0,4403.25,4403.0,4403.0,10,8,44030.75
2021-08-04 22:23:00-04:00,4403.25,4403.75,4403.25,4403.5,107,29,471167.75
2021-08-04 22:24:00-04:00,4403.5,4403.75,4403.5,4403.75,65,30,286240.75
2021-08-04 22:25:00-04:00,4403.75,4404.5,4403.75,4404.5,169,71,744301.0
2021-08-04 22:26:00-04:00,4404.25,4404.5,4403.75,4404.0,69,39,303892.25
2021-08-04 22:27:00-04:00,4404.0,4404.0,4403.5,4403.75,42,29,184960.0
2021-08-04 22:28:00-04:00,4403.75,4403.75,4403.25,4403.5,74,48,325860.25
2021-08-04 22:29:00-04:00,4403.5,4403.5,4403.25,4403.5,19,10,83666.0
2021-08-04 22:30:00-04:00,4403.5,4403.5,4403.25,4403.25,67,35,295022.0
2021-08-04 22:31:00-04:00,4403.5,4403.5,4403.25,4403.25,75,39,330257.0
2021-08-04 22:32:00-04:00,4403.0,4403.5,4403.0,4403.5,21,14,92472.0
2021-08-04 22:33:00-04:00,4403.5,4403.75,4403.5,4403.75,43,24,189358.0
2021-08-04 22:34:00-04:00,4404.0,4404.0,4404.0,4404.0,67,37,295068.0
