,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-02 20:05:00-04:00,1409.0,1409.0,1409.0,1409.0,1,1,1409.0
2021-08-02 22:23:00-04:00,1404.0,1404.0,1404.0,1404.0,2,1,2808.0
2021-08-02 23:32:00-04:00,1408.0,1408.0,1408.0,1408.0,1,1,1408.0
2021-08-03 03:34:00-04:00,1411.5,1411.5,1411.5,1411.5,1,1,1411.5
2021-08-03 04:05:00-04:00,1410.0,1410.0,1410.0,1410.0,17,13,23970.0
2021-08-03 05:21:00-04:00,1409.0,1409.0,1409.0,1409.0,3,3,4227.0
2021-08-03 05:29:00-04:00,1409.0,1409.0,1409.0,1409.0,6,6,8454.0
2021-08-03 05:49:00-04:00,1410.75,1410.75,1410.75,1410.75,2,1,2821.5
2021-08-03 05:56:00-04:00,1410.0,1410.0,1410.0,1410.0,1,1,1410.0
2021-08-03 05:57:00-04:00,1410.0,1410.0,1410.0,1410.0,1,1,1410.0
2021-08-03 05:58:00-04:00,1410.0,1410.0,1410.0,1410.0,11,11,15510.0
2021-08-03 05:59:00-04:00,1410.0,1410.0,1410.0,1410.0,2,2,2820.0
2021-08-03 06:00:00-04:00,1410.0,1410.0,1410.0,1410.0,1,1,1410.0
2021-08-03 06:01:00-04:00,1410.0,1410.0,1410.0,1410.0,4,1,5640.0
2021-08-03 06:13:00-04:00,1412.0,1412.0,1412.0,1412.0,3,3,4236.0
2021-08-03 06:14:00-04:00,1412.0,1412.0,1412.0,1412.0,5,5,7060.0
2021-08-03 07:34:00-04:00,1408.0,1408.0,1408.0,1408.0,3,2,4224.0
2021-08-03 07:36:00-04:00,1407.25,1407.25,1407.25,1407.25,13,12,18294.25
2021-08-03 07:37:00-04:00,1407.25,1407.25,1407.25,1407.25,4,4,5629.0
2021-08-03 07:39:00-04:00,1406.75,1406.75,1406.75,1406.75,16,9,22508.0
2021-08-03 07:41:00-04:00,1406.0,1406.0,1406.0,1406.0,1,1,1406.0
2021-08-03 08:02:00-04:00,1404.25,1404.25,1404.25,1404.25,1,1,1404.25
2021-08-03 08:10:00-04:00,1404.5,1404.5,1404.5,1404.5,1,1,1404.5
2021-08-03 08:11:00-04:00,1404.0,1404.0,1404.0,1404.0,1,1,1404.0
2021-08-03 08:15:00-04:00,1404.0,1404.0,1404.0,1404.0,32,8,44928.0
2021-08-03 08:16:00-04:00,1404.0,1404.0,1404.0,1404.0,18,11,25272.0
2021-08-03 08:20:00-04:00,1403.25,1403.25,1402.5,1402.5,2,2,2805.75
2021-08-03 08:23:00-04:00,1398.0,1398.0,1398.0,1398.0,2,2,2796.0
2021-08-03 08:25:00-04:00,1398.5,1398.5,1398.5,1398.5,2,1,2797.0
2021-08-03 08:26:00-04:00,1398.0,1398.0,1398.0,1398.0,2,1,2796.0
2021-08-03 08:29:00-04:00,1398.75,1398.75,1398.75,1398.75,1,1,1398.75
2021-08-03 08:31:00-04:00,1400.25,1400.25,1400.25,1400.25,2,1,2800.5
2021-08-03 08:35:00-04:00,1399.0,1399.0,1399.0,1399.0,1,1,1399.0
2021-08-03 08:44:00-04:00,1399.0,1399.0,1399.0,1399.0,4,1,5596.0
2021-08-03 09:31:00-04:00,1403.75,1403.75,1402.0,1402.0,7,4,9815.75
2021-08-03 09:32:00-04:00,1402.0,1402.0,1402.0,1402.0,14,3,19628.0
2021-08-03 09:33:00-04:00,1399.25,1399.25,1399.0,1399.0,21,6,29379.25
2021-08-03 09:36:00-04:00,1400.0,1400.0,1400.0,1400.0,20,11,28000.0
2021-08-03 09:43:00-04:00,1402.0,1402.0,1402.0,1402.0,5,2,7010.0
2021-08-03 09:44:00-04:00,1402.0,1402.0,1402.0,1402.0,15,15,21030.0
2021-08-03 09:47:00-04:00,1396.0,1396.0,1396.0,1396.0,5,3,6980.0
2021-08-03 09:48:00-04:00,1397.0,1397.0,1397.0,1397.0,4,3,5588.0
2021-08-03 09:49:00-04:00,1396.0,1396.0,1396.0,1396.0,80,7,111680.0
2021-08-03 09:50:00-04:00,1396.0,1396.0,1395.25,1395.25,65,33,90739.25
2021-08-03 09:52:00-04:00,1391.75,1391.75,1391.75,1391.75,3,1,4175.25
2021-08-03 09:53:00-04:00,1390.75,1390.75,1390.0,1390.25,46,16,63941.0
2021-08-03 09:54:00-04:00,1391.25,1391.75,1391.25,1391.75,4,3,5566.0
2021-08-03 09:57:00-04:00,1391.75,1391.75,1391.5,1391.5,2,2,2783.25
2021-08-03 09:58:00-04:00,1390.75,1390.75,1390.75,1390.75,1,1,1390.75
2021-08-03 10:00:00-04:00,1386.75,1386.75,1386.75,1386.75,1,1,1386.75
2021-08-03 10:06:00-04:00,1392.0,1392.0,1392.0,1392.0,1,1,1392.0
2021-08-03 10:15:00-04:00,1389.0,1389.0,1389.0,1389.0,10,5,13890.0
2021-08-03 10:16:00-04:00,1389.0,1389.0,1389.0,1389.0,76,59,105564.0
2021-08-03 10:17:00-04:00,1389.75,1389.75,1389.75,1389.75,7,6,9728.25
2021-08-03 10:18:00-04:00,1392.0,1392.0,1392.0,1392.0,9,2,12528.0
2021-08-03 10:19:00-04:00,1393.5,1393.5,1393.5,1393.5,3,1,4180.5
2021-08-03 10:20:00-04:00,1392.0,1392.0,1392.0,1392.0,2,2,2784.0
2021-08-03 10:27:00-04:00,1390.0,1390.0,1390.0,1390.0,5,3,6950.0
2021-08-03 10:30:00-04:00,1390.0,1390.0,1390.0,1390.0,102,37,141780.0
2021-08-03 10:31:00-04:00,1390.0,1390.0,1390.0,1390.0,28,4,38920.0
2021-08-03 10:36:00-04:00,1390.0,1390.0,1390.0,1390.0,15,4,20850.0
2021-08-03 10:41:00-04:00,1387.0,1387.0,1387.0,1387.0,36,9,49932.0
2021-08-03 10:42:00-04:00,1387.0,1387.0,1387.0,1387.0,13,12,18031.0
2021-08-03 10:46:00-04:00,1387.0,1387.0,1387.0,1387.0,7,2,9709.0
2021-08-03 10:52:00-04:00,1387.0,1387.0,1387.0,1387.0,9,5,12483.0
2021-08-03 11:04:00-04:00,1382.5,1382.5,1382.5,1382.5,1,1,1382.5
2021-08-03 11:24:00-04:00,1383.0,1383.0,1383.0,1383.0,1,1,1383.0
2021-08-03 11:27:00-04:00,1383.25,1383.25,1383.25,1383.25,1,1,1383.25
2021-08-03 11:33:00-04:00,1381.75,1381.75,1381.75,1381.75,7,1,9672.25
2021-08-03 11:34:00-04:00,1380.5,1380.5,1380.5,1380.5,23,7,31751.5
2021-08-03 11:35:00-04:00,1380.5,1380.5,1380.5,1380.5,31,10,42795.5
2021-08-03 11:59:00-04:00,1386.75,1387.0,1386.75,1387.0,17,5,23578.0
2021-08-03 12:02:00-04:00,1387.0,1387.0,1387.0,1387.0,1,1,1387.0
2021-08-03 12:25:00-04:00,1391.75,1391.75,1391.75,1391.75,2,1,2783.5
2021-08-03 12:42:00-04:00,1390.0,1390.0,1390.0,1390.0,1,1,1390.0
2021-08-03 13:15:00-04:00,1391.0,1391.0,1390.5,1390.5,7,3,9734.75
2021-08-03 13:17:00-04:00,1389.5,1389.5,1389.5,1389.5,20,5,27790.0
