,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-02 20:00:00-04:00,1349.5,1349.5,1345.25,1346.75,120,53,161691.25
2021-08-02 20:01:00-04:00,1346.0,1347.0,1345.0,1346.75,11,9,14807.25
2021-08-02 20:02:00-04:00,1347.25,1347.5,1346.75,1347.0,10,5,13472.0
2021-08-02 20:03:00-04:00,1347.5,1347.5,1346.75,1346.75,10,8,13469.75
2021-08-02 20:04:00-04:00,1346.75,1346.75,1345.25,1345.5,36,19,48451.5
2021-08-02 20:05:00-04:00,1346.0,1346.0,1345.0,1345.25,9,6,12108.5
2021-08-02 20:07:00-04:00,1345.5,1346.0,1345.5,1346.0,13,9,17494.5
2021-08-02 20:08:00-04:00,1346.5,1347.0,1346.5,1346.5,10,9,13467.25
2021-08-02 20:09:00-04:00,1345.5,1345.5,1345.5,1345.5,2,2,2691.0
2021-08-02 20:10:00-04:00,1346.0,1346.0,1345.75,1345.75,4,4,5383.75
2021-08-02 20:11:00-04:00,1346.25,1346.75,1346.25,1346.75,10,7,13464.75
2021-08-02 20:12:00-04:00,1346.75,1347.75,1346.5,1347.75,23,11,30987.5
2021-08-02 20:13:00-04:00,1347.75,1348.5,1347.75,1348.5,3,3,4044.0
2021-08-02 20:14:00-04:00,1348.0,1348.0,1347.75,1347.75,2,2,2695.75
2021-08-02 20:16:00-04:00,1347.5,1347.5,1347.5,1347.5,2,1,2695.0
2021-08-02 20:17:00-04:00,1347.75,1347.75,1347.75,1347.75,1,1,1347.75
2021-08-02 20:18:00-04:00,1347.75,1347.75,1347.75,1347.75,1,1,1347.75
2021-08-02 20:19:00-04:00,1347.5,1347.75,1347.0,1347.0,5,4,6736.75
2021-08-02 20:20:00-04:00,1347.0,1347.0,1346.75,1346.75,4,4,5387.5
