,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-04 20:00:00-04:00,1244.75,1244.75,1243.75,1243.75,46,15,57228.5
2021-11-04 20:01:00-04:00,1244.0,1244.5,1244.0,1244.5,6,4,7465.0
2021-11-04 20:02:00-04:00,1244.0,1244.0,1243.75,1243.75,20,3,24876.5
2021-11-04 20:05:00-04:00,1244.5,1244.5,1244.5,1244.5,1,1,1244.5
2021-11-04 20:07:00-04:00,1244.5,1244.5,1244.5,1244.5,1,1,1244.5
2021-11-04 20:10:00-04:00,1244.5,1244.5,1244.25,1244.25,3,2,3733.0
2021-11-04 20:33:00-04:00,1245.5,1245.5,1245.5,1245.5,4,1,4982.0
2021-11-04 20:35:00-04:00,1245.5,1245.5,1245.5,1245.5,1,1,1245.5
2021-11-04 20:40:00-04:00,1245.5,1245.75,1245.25,1245.25,18,12,22421.25
2021-11-04 20:44:00-04:00,1245.5,1245.5,1245.5,1245.5,13,4,16191.5
2021-11-04 20:49:00-04:00,1246.0,1246.0,1246.0,1246.0,2,1,2492.0
2021-11-04 20:52:00-04:00,1246.25,1246.25,1246.25,1246.25,5,2,6231.25
2021-11-04 21:00:00-04:00,1245.5,1245.5,1245.5,1245.5,2,2,2491.0
2021-11-04 21:05:00-04:00,1245.0,1245.0,1245.0,1245.0,2,2,2490.0
2021-11-04 21:13:00-04:00,1246.5,1246.5,1246.5,1246.5,1,1,1246.5
2021-11-04 21:19:00-04:00,1246.25,1246.25,1246.25,1246.25,1,1,1246.25
2021-11-04 21:20:00-04:00,1246.0,1246.0,1246.0,1246.0,1,1,1246.0
2021-11-04 21:21:00-04:00,1246.0,1246.0,1246.0,1246.0,1,1,1246.0
2021-11-04 21:39:00-04:00,1246.75,1247.0,1246.75,1247.0,6,3,7481.75
2021-11-04 21:40:00-04:00,1246.75,1246.75,1246.75,1246.75,4,2,4987.0
2021-11-04 21:47:00-04:00,1247.5,1247.75,1247.5,1247.75,4,2,4990.25
2021-11-04 21:52:00-04:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-11-04 21:53:00-04:00,1247.0,1247.25,1247.0,1247.25,19,7,23697.5
2021-11-04 21:54:00-04:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-11-04 21:56:00-04:00,1246.0,1246.0,1246.0,1246.0,3,1,3738.0
2021-11-04 22:16:00-04:00,1244.5,1244.5,1244.5,1244.5,7,1,8711.5
2021-11-04 22:33:00-04:00,1245.0,1245.0,1245.0,1245.0,2,1,2490.0
2021-11-04 22:34:00-04:00,1244.75,1244.75,1244.75,1244.75,1,1,1244.75
2021-11-04 22:35:00-04:00,1245.25,1245.25,1245.25,1245.25,2,1,2490.5
2021-11-04 22:38:00-04:00,1246.0,1246.0,1246.0,1246.0,3,2,3738.0
2021-11-04 22:47:00-04:00,1244.0,1244.0,1244.0,1244.0,2,1,2488.0
2021-11-04 23:00:00-04:00,1243.0,1243.0,1242.5,1242.5,12,5,14912.5
2021-11-04 23:04:00-04:00,1242.25,1242.25,1242.25,1242.25,1,1,1242.25
2021-11-04 23:05:00-04:00,1242.5,1243.25,1242.5,1243.25,2,2,2485.75
2021-11-04 23:15:00-04:00,1243.5,1243.5,1243.5,1243.5,2,1,2487.0
2021-11-04 23:18:00-04:00,1243.0,1243.0,1243.0,1243.0,1,1,1243.0
2021-11-04 23:19:00-04:00,1242.25,1242.25,1241.75,1241.75,15,6,18626.75
2021-11-04 23:20:00-04:00,1242.0,1242.0,1242.0,1242.0,7,3,8694.0
2021-11-04 23:22:00-04:00,1241.5,1241.5,1241.5,1241.5,1,1,1241.5
2021-11-04 23:26:00-04:00,1241.25,1241.25,1241.25,1241.25,1,1,1241.25
2021-11-04 23:29:00-04:00,1241.25,1241.25,1241.25,1241.25,3,1,3723.75
2021-11-04 23:35:00-04:00,1241.75,1241.75,1241.75,1241.75,1,1,1241.75
2021-11-04 23:36:00-04:00,1241.75,1241.75,1241.75,1241.75,2,1,2483.5
2021-11-04 23:38:00-04:00,1241.75,1241.75,1241.75,1241.75,1,1,1241.75
2021-11-04 23:59:00-04:00,1242.0,1242.25,1242.0,1242.25,3,2,3726.25
2021-11-05 00:35:00-04:00,1242.75,1242.75,1242.75,1242.75,1,1,1242.75
2021-11-05 00:37:00-04:00,1242.25,1242.25,1242.25,1242.25,1,1,1242.25
2021-11-05 01:03:00-04:00,1242.5,1242.5,1242.5,1242.5,1,1,1242.5
2021-11-05 01:32:00-04:00,1242.0,1242.75,1242.0,1242.75,3,2,3726.75
2021-11-05 01:47:00-04:00,1242.5,1242.5,1242.5,1242.5,1,1,1242.5
2021-11-05 01:49:00-04:00,1241.75,1241.75,1241.75,1241.75,1,1,1241.75
2021-11-05 01:50:00-04:00,1242.0,1242.0,1241.75,1241.75,2,2,2483.75
2021-11-05 01:52:00-04:00,1242.0,1242.0,1242.0,1242.0,3,3,3726.0
2021-11-05 02:04:00-04:00,1241.0,1241.0,1240.75,1240.75,3,3,3722.75
2021-11-05 02:10:00-04:00,1240.75,1240.75,1240.75,1240.75,1,1,1240.75
2021-11-05 02:12:00-04:00,1240.5,1240.5,1240.5,1240.5,4,1,4962.0
2021-11-05 02:18:00-04:00,1239.75,1239.75,1239.75,1239.75,2,1,2479.5
2021-11-05 02:37:00-04:00,1240.0,1240.0,1240.0,1240.0,2,1,2480.0
2021-11-05 03:24:00-04:00,1241.0,1241.0,1241.0,1241.0,2,1,2482.0
2021-11-05 03:25:00-04:00,1241.0,1241.0,1241.0,1241.0,1,1,1241.0
2021-11-05 03:26:00-04:00,1241.5,1241.5,1241.5,1241.5,1,1,1241.5
2021-11-05 03:32:00-04:00,1241.0,1241.0,1241.0,1241.0,1,1,1241.0
2021-11-05 03:39:00-04:00,1241.0,1241.0,1241.0,1241.0,1,1,1241.0
2021-11-05 03:46:00-04:00,1240.5,1240.5,1240.25,1240.25,8,3,9922.25
2021-11-05 03:47:00-04:00,1240.5,1240.5,1240.5,1240.5,4,2,4962.0
2021-11-05 03:50:00-04:00,1240.25,1240.25,1240.25,1240.25,1,1,1240.25
2021-11-05 03:53:00-04:00,1240.75,1240.75,1240.5,1240.5,2,2,2481.25
2021-11-05 03:55:00-04:00,1240.5,1240.5,1240.5,1240.5,1,1,1240.5
2021-11-05 04:00:00-04:00,1240.5,1240.5,1240.5,1240.5,2,2,2481.0
2021-11-05 04:02:00-04:00,1240.75,1240.75,1240.75,1240.75,1,1,1240.75
2021-11-05 04:03:00-04:00,1241.0,1241.0,1241.0,1241.0,2,1,2482.0
2021-11-05 04:04:00-04:00,1240.75,1240.75,1240.75,1240.75,1,1,1240.75
2021-11-05 04:05:00-04:00,1241.75,1241.75,1241.75,1241.75,1,1,1241.75
2021-11-05 04:11:00-04:00,1242.25,1242.25,1242.25,1242.25,2,1,2484.5
2021-11-05 04:13:00-04:00,1243.0,1243.0,1243.0,1243.0,33,5,41019.0
2021-11-05 04:14:00-04:00,1243.0,1243.25,1243.0,1243.25,10,5,12430.75
2021-11-05 04:15:00-04:00,1243.0,1243.0,1243.0,1243.0,11,1,13673.0
2021-11-05 04:16:00-04:00,1243.5,1243.5,1243.5,1243.5,1,1,1243.5
2021-11-05 04:24:00-04:00,1244.25,1244.25,1244.25,1244.25,1,1,1244.25
2021-11-05 04:26:00-04:00,1244.0,1244.0,1244.0,1244.0,1,1,1244.0
2021-11-05 04:28:00-04:00,1243.25,1243.25,1243.25,1243.25,1,1,1243.25
2021-11-05 04:29:00-04:00,1243.75,1243.75,1243.75,1243.75,1,1,1243.75
2021-11-05 04:32:00-04:00,1244.0,1244.0,1244.0,1244.0,1,1,1244.0
2021-11-05 04:36:00-04:00,1244.5,1244.5,1244.5,1244.5,1,1,1244.5
2021-11-05 04:49:00-04:00,1242.5,1242.5,1242.25,1242.25,4,2,4969.25
2021-11-05 04:51:00-04:00,1242.5,1242.5,1242.5,1242.5,4,4,4970.0
2021-11-05 04:52:00-04:00,1242.75,1242.75,1242.75,1242.75,1,1,1242.75
2021-11-05 04:53:00-04:00,1242.75,1242.75,1242.75,1242.75,1,1,1242.75
2021-11-05 05:01:00-04:00,1243.0,1243.0,1243.0,1243.0,1,1,1243.0
2021-11-05 05:02:00-04:00,1243.0,1243.0,1243.0,1243.0,1,1,1243.0
2021-11-05 05:04:00-04:00,1242.5,1242.5,1242.5,1242.5,25,19,31062.5
2021-11-05 05:05:00-04:00,1242.5,1242.5,1242.5,1242.5,4,4,4970.0
2021-11-05 05:06:00-04:00,1242.5,1242.5,1242.5,1242.5,1,1,1242.5
2021-11-05 05:11:00-04:00,1243.25,1243.25,1243.25,1243.25,4,1,4973.0
2021-11-05 05:20:00-04:00,1243.5,1243.5,1243.5,1243.5,1,1,1243.5
2021-11-05 05:21:00-04:00,1243.75,1243.75,1243.75,1243.75,2,2,2487.5
2021-11-05 05:24:00-04:00,1244.25,1244.25,1244.0,1244.0,3,2,3732.5
2021-11-05 05:28:00-04:00,1245.0,1245.0,1245.0,1245.0,1,1,1245.0
2021-11-05 05:29:00-04:00,1244.25,1244.25,1244.25,1244.25,1,1,1244.25
2021-11-05 05:31:00-04:00,1244.25,1244.25,1244.0,1244.25,7,6,8708.5
2021-11-05 05:34:00-04:00,1244.5,1244.5,1244.5,1244.5,1,1,1244.5
2021-11-05 05:42:00-04:00,1244.0,1244.0,1244.0,1244.0,1,1,1244.0
2021-11-05 05:45:00-04:00,1244.25,1244.25,1244.25,1244.25,1,1,1244.25
2021-11-05 05:47:00-04:00,1244.25,1244.25,1244.25,1244.25,1,1,1244.25
2021-11-05 05:48:00-04:00,1244.0,1244.0,1244.0,1244.0,1,1,1244.0
2021-11-05 05:51:00-04:00,1243.75,1243.75,1243.75,1243.75,1,1,1243.75
2021-11-05 05:53:00-04:00,1243.0,1243.0,1242.75,1242.75,6,4,7456.75
2021-11-05 05:54:00-04:00,1242.75,1242.75,1241.75,1242.25,12,7,14907.0
2021-11-05 05:56:00-04:00,1243.25,1243.25,1243.25,1243.25,1,1,1243.25
2021-11-05 06:25:00-04:00,1242.0,1242.0,1242.0,1242.0,2,1,2484.0
2021-11-05 06:27:00-04:00,1242.0,1242.0,1242.0,1242.0,4,2,4968.0
2021-11-05 06:28:00-04:00,1242.25,1242.25,1242.25,1242.25,1,1,1242.25
2021-11-05 06:49:00-04:00,1240.5,1241.0,1240.5,1241.0,4,2,4963.5
2021-11-05 06:57:00-04:00,1240.25,1240.25,1240.25,1240.25,2,1,2480.5
