,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-25 20:00:00-04:00,1336.25,1337.75,1334.75,1334.75,24,8,32092.0
2021-08-25 20:01:00-04:00,1335.75,1337.25,1335.75,1337.25,2,2,2673.0
2021-08-25 20:02:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-08-25 20:03:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-08-25 20:20:00-04:00,1333.25,1333.25,1333.25,1333.25,1,1,1333.25
2021-08-25 20:25:00-04:00,1332.75,1333.0,1332.75,1333.0,5,2,6664.75
2021-08-25 20:26:00-04:00,1333.0,1333.0,1333.0,1333.0,1,1,1333.0
2021-08-25 20:46:00-04:00,1334.5,1334.5,1334.5,1334.5,5,1,6672.5
2021-08-25 21:00:00-04:00,1334.25,1334.25,1334.25,1334.25,1,1,1334.25
2021-08-25 21:02:00-04:00,1334.75,1334.75,1334.75,1334.75,2,1,2669.5
2021-08-25 21:05:00-04:00,1334.25,1334.25,1333.75,1333.75,37,11,49358.75
2021-08-25 21:06:00-04:00,1333.75,1333.75,1333.75,1333.75,14,9,18672.5
2021-08-25 21:07:00-04:00,1333.5,1333.5,1333.5,1333.5,23,23,30670.5
2021-08-25 21:18:00-04:00,1334.0,1334.0,1334.0,1334.0,1,1,1334.0
2021-08-25 21:20:00-04:00,1334.25,1334.5,1334.25,1334.5,2,2,2668.75
2021-08-25 21:30:00-04:00,1333.25,1333.25,1333.25,1333.25,1,1,1333.25
2021-08-25 21:31:00-04:00,1333.5,1333.5,1333.0,1333.0,11,3,14668.0
2021-08-25 21:35:00-04:00,1333.0,1333.0,1332.75,1332.75,3,3,3998.75
2021-08-25 21:36:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
2021-08-25 21:54:00-04:00,1333.0,1333.0,1333.0,1333.0,1,1,1333.0
2021-08-25 21:55:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
2021-08-25 22:13:00-04:00,1332.5,1332.5,1332.5,1332.5,3,1,3997.5
2021-08-25 22:19:00-04:00,1332.5,1332.5,1332.5,1332.5,2,1,2665.0
2021-08-25 23:23:00-04:00,1334.5,1335.25,1334.5,1335.25,3,3,4004.75
2021-08-25 23:28:00-04:00,1333.75,1333.75,1333.75,1333.75,5,2,6668.75
2021-08-26 00:09:00-04:00,1334.75,1334.75,1334.75,1334.75,2,1,2669.5
2021-08-26 00:17:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-08-26 00:19:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-08-26 00:25:00-04:00,1335.25,1335.25,1335.25,1335.25,1,1,1335.25
2021-08-26 01:20:00-04:00,1335.0,1335.0,1335.0,1335.0,5,3,6675.0
2021-08-26 01:30:00-04:00,1334.75,1334.75,1333.75,1334.0,6,6,8005.25
2021-08-26 02:01:00-04:00,1335.5,1335.5,1335.5,1335.5,4,1,5342.0
2021-08-26 02:33:00-04:00,1334.25,1334.25,1334.0,1334.0,2,2,2668.25
2021-08-26 02:40:00-04:00,1332.75,1332.75,1332.75,1332.75,5,2,6663.75
2021-08-26 02:41:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
2021-08-26 02:42:00-04:00,1332.5,1332.5,1332.25,1332.25,2,2,2664.75
2021-08-26 02:44:00-04:00,1332.75,1332.75,1332.75,1332.75,1,1,1332.75
2021-08-26 02:46:00-04:00,1332.0,1332.0,1332.0,1332.0,1,1,1332.0
2021-08-26 02:49:00-04:00,1332.5,1332.5,1332.0,1332.0,2,2,2664.5
2021-08-26 02:51:00-04:00,1332.25,1332.25,1332.25,1332.25,37,1,49293.25
2021-08-26 02:54:00-04:00,1332.0,1332.0,1332.0,1332.0,37,1,49284.0
2021-08-26 02:57:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
2021-08-26 02:59:00-04:00,1333.75,1333.75,1333.75,1333.75,2,1,2667.5
2021-08-26 03:09:00-04:00,1333.25,1333.25,1332.0,1332.0,2,2,2665.25
2021-08-26 03:38:00-04:00,1334.75,1334.75,1334.75,1334.75,1,1,1334.75
2021-08-26 04:03:00-04:00,1334.25,1334.5,1334.25,1334.5,15,3,20015.0
2021-08-26 04:28:00-04:00,1333.5,1333.5,1333.5,1333.5,2,1,2667.0
2021-08-26 04:49:00-04:00,1333.5,1333.5,1333.5,1333.5,1,1,1333.5
2021-08-26 04:58:00-04:00,1333.75,1333.75,1333.75,1333.75,2,1,2667.5
2021-08-26 05:09:00-04:00,1332.75,1332.75,1332.75,1332.75,1,1,1332.75
2021-08-26 05:15:00-04:00,1332.0,1332.0,1332.0,1332.0,1,1,1332.0
2021-08-26 05:17:00-04:00,1331.75,1332.0,1331.5,1332.0,3,3,3995.25
2021-08-26 05:19:00-04:00,1332.0,1332.0,1332.0,1332.0,2,2,2664.0
2021-08-26 05:20:00-04:00,1331.5,1331.5,1331.5,1331.5,1,1,1331.5
2021-08-26 05:30:00-04:00,1331.25,1331.25,1331.25,1331.25,1,1,1331.25
2021-08-26 05:34:00-04:00,1332.75,1333.25,1332.75,1333.25,2,2,2666.0
2021-08-26 07:02:00-04:00,1334.0,1334.0,1333.75,1333.75,4,2,5335.25
2021-08-26 07:13:00-04:00,1335.75,1335.75,1335.75,1335.75,2,1,2671.5
2021-08-26 07:26:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-08-26 07:27:00-04:00,1335.0,1335.0,1335.0,1335.0,8,3,10680.0
2021-08-26 07:41:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-08-26 07:46:00-04:00,1336.0,1336.0,1336.0,1336.0,1,1,1336.0
2021-08-26 08:15:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-08-26 08:18:00-04:00,1335.0,1335.0,1335.0,1335.0,11,6,14685.0
2021-08-26 08:19:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-08-26 08:20:00-04:00,1335.0,1335.0,1335.0,1335.0,51,25,68085.0
2021-08-26 08:21:00-04:00,1335.0,1335.0,1335.0,1335.0,3,3,4005.0
2021-08-26 08:22:00-04:00,1335.0,1335.0,1335.0,1335.0,12,8,16020.0
