,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-11-11 18:26:00-05:00,4642.5,4642.5,4642.5,4642.5,1,1,4642.5
2021-11-11 18:43:00-05:00,4642.5,4642.5,4642.5,4642.5,1,1,4642.5
2021-11-11 18:45:00-05:00,4642.75,4642.75,4642.75,4642.75,1,1,4642.75
2021-11-11 18:46:00-05:00,4642.0,4642.0,4642.0,4642.0,1,1,4642.0
2021-11-11 18:57:00-05:00,4644.0,4644.0,4644.0,4644.0,1,1,4644.0
2021-11-11 19:07:00-05:00,4648.5,4648.5,4647.25,4647.25,7,3,32532.75
2021-11-11 19:18:00-05:00,4647.75,4647.75,4647.75,4647.75,1,1,4647.75
2021-11-11 19:39:00-05:00,4650.5,4650.5,4650.5,4650.5,1,1,4650.5
2021-11-11 19:42:00-05:00,4650.75,4650.75,4650.75,4650.75,1,1,4650.75
2021-11-11 19:47:00-05:00,4651.25,4651.25,4651.25,4651.25,4,1,18605.0
2021-11-11 19:51:00-05:00,4649.75,4649.75,4649.75,4649.75,1,1,4649.75
2021-11-11 19:55:00-05:00,4649.25,4649.25,4649.25,4649.25,1,1,4649.25
2021-11-11 20:02:00-05:00,4647.0,4647.0,4647.0,4647.0,1,1,4647.0
2021-11-11 20:18:00-05:00,4647.75,4647.75,4647.75,4647.75,1,1,4647.75
2021-11-11 21:36:00-05:00,4644.75,4644.75,4644.75,4644.75,4,1,18579.0
2021-11-11 21:47:00-05:00,4644.75,4644.75,4644.75,4644.75,1,1,4644.75
2021-11-11 23:00:00-05:00,4642.75,4642.75,4642.75,4642.75,1,1,4642.75
2021-11-11 23:02:00-05:00,4642.75,4642.75,4642.75,4642.75,1,1,4642.75
2021-11-11 23:07:00-05:00,4642.25,4642.25,4642.25,4642.25,1,1,4642.25
2021-11-11 23:08:00-05:00,4642.25,4642.25,4642.25,4642.25,1,1,4642.25
2021-11-11 23:09:00-05:00,4641.5,4641.5,4641.5,4641.5,1,1,4641.5
2021-11-11 23:31:00-05:00,4644.25,4645.25,4644.25,4645.25,10,4,46446.25
2021-11-12 00:30:00-05:00,4643.0,4643.0,4643.0,4643.0,1,1,4643.0
2021-11-12 00:31:00-05:00,4643.25,4643.25,4643.25,4643.25,1,1,4643.25
2021-11-12 01:26:00-05:00,4644.5,4644.5,4644.5,4644.5,3,3,13933.5
2021-11-12 01:42:00-05:00,4642.0,4642.0,4642.0,4642.0,1,1,4642.0
2021-11-12 01:43:00-05:00,4641.0,4641.0,4640.75,4640.75,5,2,23204.75
2021-11-12 01:44:00-05:00,4641.25,4641.25,4641.25,4641.25,1,1,4641.25
2021-11-12 01:50:00-05:00,4640.75,4640.75,4640.5,4640.5,2,2,9281.25
2021-11-12 02:03:00-05:00,4640.0,4640.0,4640.0,4640.0,3,2,13920.0
2021-11-12 02:13:00-05:00,4640.0,4640.0,4640.0,4640.0,1,1,4640.0
2021-11-12 02:51:00-05:00,4640.25,4640.25,4640.25,4640.25,1,1,4640.25
2021-11-12 03:05:00-05:00,4644.25,4644.5,4644.0,4644.25,4,4,18577.0
2021-11-12 03:15:00-05:00,4641.25,4641.25,4641.25,4641.25,3,1,13923.75
2021-11-12 03:31:00-05:00,4640.0,4640.0,4640.0,4640.0,1,1,4640.0
2021-11-12 03:33:00-05:00,4638.75,4638.75,4638.75,4638.75,1,1,4638.75
2021-11-12 03:37:00-05:00,4639.75,4639.75,4639.75,4639.75,1,1,4639.75
2021-11-12 03:55:00-05:00,4644.25,4644.25,4644.25,4644.25,1,1,4644.25
2021-11-12 04:30:00-05:00,4638.0,4638.0,4637.5,4637.5,4,2,18551.5
2021-11-12 04:31:00-05:00,4639.0,4639.0,4639.0,4639.0,1,1,4639.0
2021-11-12 04:32:00-05:00,4639.25,4639.25,4639.25,4639.25,1,1,4639.25
2021-11-12 04:58:00-05:00,4641.5,4641.5,4641.0,4641.0,8,4,37130.25
2021-11-12 04:59:00-05:00,4641.25,4641.25,4640.75,4640.75,15,5,69617.5
2021-11-12 05:03:00-05:00,4642.0,4642.0,4641.75,4641.75,3,2,13925.75
2021-11-12 05:05:00-05:00,4641.75,4641.75,4641.25,4641.25,3,2,13924.25
2021-11-12 05:06:00-05:00,4641.25,4641.25,4641.25,4641.25,5,1,23206.25
2021-11-12 05:07:00-05:00,4641.0,4641.0,4641.0,4641.0,5,1,23205.0
2021-11-12 05:08:00-05:00,4641.0,4641.0,4641.0,4641.0,5,1,23205.0
2021-11-12 05:09:00-05:00,4642.0,4642.0,4642.0,4642.0,3,1,13926.0
2021-11-12 05:17:00-05:00,4641.0,4641.0,4641.0,4641.0,10,3,46410.0
2021-11-12 05:18:00-05:00,4641.0,4641.0,4641.0,4641.0,5,1,23205.0
2021-11-12 05:19:00-05:00,4641.0,4641.0,4641.0,4641.0,5,1,23205.0
2021-11-12 05:20:00-05:00,4641.5,4641.75,4641.5,4641.75,5,3,23208.5
2021-11-12 05:44:00-05:00,4640.75,4640.75,4640.75,4640.75,1,1,4640.75
2021-11-12 05:54:00-05:00,4644.25,4644.25,4644.25,4644.25,1,1,4644.25
2021-11-12 06:08:00-05:00,4642.0,4642.0,4642.0,4642.0,1,1,4642.0
2021-11-12 06:30:00-05:00,4644.25,4644.75,4644.25,4644.75,2,2,9289.0
2021-11-12 06:39:00-05:00,4645.75,4645.75,4645.75,4645.75,2,2,9291.5
2021-11-12 07:12:00-05:00,4645.75,4645.75,4645.75,4645.75,1,1,4645.75
2021-11-12 07:31:00-05:00,4645.75,4645.75,4645.75,4645.75,1,1,4645.75
2021-11-12 07:32:00-05:00,4645.25,4645.25,4645.25,4645.25,1,1,4645.25
2021-11-12 07:36:00-05:00,4644.75,4644.75,4644.75,4644.75,1,1,4644.75
2021-11-12 07:57:00-05:00,4644.75,4644.75,4644.75,4644.75,1,1,4644.75
2021-11-12 08:03:00-05:00,4644.75,4644.75,4644.75,4644.75,1,1,4644.75
2021-11-12 08:09:00-05:00,4645.0,4645.0,4645.0,4645.0,1,1,4645.0
2021-11-12 08:25:00-05:00,4646.25,4646.25,4646.25,4646.25,1,1,4646.25
2021-11-12 08:27:00-05:00,4646.75,4646.75,4646.75,4646.75,1,1,4646.75
2021-11-12 08:28:00-05:00,4647.75,4647.75,4647.75,4647.75,1,1,4647.75
2021-11-12 08:37:00-05:00,4647.5,4647.5,4647.5,4647.5,2,1,9295.0
2021-11-12 08:39:00-05:00,4648.25,4648.5,4648.25,4648.5,35,3,162697.25
2021-11-12 08:48:00-05:00,4648.75,4648.75,4648.75,4648.75,1,1,4648.75
2021-11-12 08:55:00-05:00,4648.5,4648.5,4648.5,4648.5,1,1,4648.5
2021-11-12 09:03:00-05:00,4650.0,4650.5,4650.0,4650.5,2,2,9300.5
2021-11-12 09:04:00-05:00,4650.5,4650.5,4650.5,4650.5,1,1,4650.5
2021-11-12 09:10:00-05:00,4651.5,4651.5,4651.5,4651.5,1,1,4651.5
2021-11-12 09:19:00-05:00,4652.0,4652.5,4652.0,4652.5,2,2,9304.5
2021-11-12 09:22:00-05:00,4651.75,4651.75,4650.75,4650.75,3,3,13953.5
2021-11-12 09:25:00-05:00,4650.75,4650.75,4650.75,4650.75,1,1,4650.75
2021-11-12 09:30:00-05:00,4648.5,4648.5,4648.5,4648.5,1,1,4648.5
2021-11-12 09:31:00-05:00,4647.0,4647.0,4647.0,4647.0,4,2,18588.0
2021-11-12 09:34:00-05:00,4646.5,4646.5,4645.0,4645.0,8,7,37164.75
2021-11-12 09:38:00-05:00,4641.25,4641.25,4640.25,4640.25,4,2,18562.0
2021-11-12 09:39:00-05:00,4640.0,4640.0,4640.0,4640.0,1,1,4640.0
2021-11-12 09:40:00-05:00,4640.75,4640.75,4640.75,4640.75,1,1,4640.75
2021-11-12 09:41:00-05:00,4642.25,4643.25,4642.25,4643.0,23,3,106793.25
2021-11-12 09:42:00-05:00,4643.25,4643.25,4643.25,4643.25,1,1,4643.25
2021-11-12 09:43:00-05:00,4641.25,4641.25,4640.75,4640.75,22,3,102097.25
2021-11-12 09:45:00-05:00,4642.25,4642.25,4642.25,4642.25,1,1,4642.25
2021-11-12 09:46:00-05:00,4643.0,4643.0,4643.0,4643.0,2,2,9286.0
2021-11-12 09:47:00-05:00,4642.0,4642.0,4642.0,4642.0,1,1,4642.0
2021-11-12 09:56:00-05:00,4643.75,4644.75,4643.25,4643.25,24,4,111471.0
2021-11-12 09:59:00-05:00,4644.0,4644.0,4644.0,4644.0,1,1,4644.0
2021-11-12 10:00:00-05:00,4642.25,4642.25,4641.25,4642.0,3,3,13925.5
2021-11-12 10:11:00-05:00,4643.75,4643.75,4643.75,4643.75,1,1,4643.75
2021-11-12 10:12:00-05:00,4643.25,4643.25,4643.25,4643.25,1,1,4643.25
2021-11-12 10:20:00-05:00,4646.75,4646.75,4646.75,4646.75,2,2,9293.5
2021-11-12 10:28:00-05:00,4642.0,4642.0,4642.0,4642.0,2,2,9284.0
2021-11-12 10:29:00-05:00,4643.5,4643.5,4643.5,4643.5,1,1,4643.5
2021-11-12 10:35:00-05:00,4641.0,4641.0,4640.25,4640.25,2,2,9281.25
2021-11-12 10:42:00-05:00,4644.5,4644.5,4644.0,4644.0,2,2,9288.5
2021-11-12 10:43:00-05:00,4645.0,4645.0,4645.0,4645.0,1,1,4645.0
2021-11-12 10:47:00-05:00,4647.5,4647.5,4647.25,4647.25,2,2,9294.75
2021-11-12 10:48:00-05:00,4646.75,4646.75,4646.75,4646.75,1,1,4646.75
2021-11-12 10:49:00-05:00,4647.0,4648.25,4647.0,4648.25,3,3,13942.25
2021-11-12 10:52:00-05:00,4647.75,4647.75,4647.75,4647.75,1,1,4647.75
2021-11-12 11:00:00-05:00,4653.5,4655.0,4653.5,4655.0,6,4,27924.5
2021-11-12 11:01:00-05:00,4658.5,4658.75,4657.5,4657.5,3,3,13974.75
2021-11-12 11:02:00-05:00,4657.5,4657.5,4657.5,4657.5,1,1,4657.5
2021-11-12 11:03:00-05:00,4657.0,4657.0,4656.5,4656.5,2,2,9313.5
2021-11-12 11:04:00-05:00,4657.0,4657.0,4657.0,4657.0,1,1,4657.0
2021-11-12 11:07:00-05:00,4656.0,4656.0,4655.0,4655.25,9,5,41897.25
2021-11-12 11:08:00-05:00,4656.0,4656.0,4656.0,4656.0,1,1,4656.0
2021-11-12 11:09:00-05:00,4657.5,4659.25,4657.5,4659.25,2,2,9316.75
2021-11-12 11:10:00-05:00,4659.5,4659.5,4659.5,4659.5,1,1,4659.5
2021-11-12 11:11:00-05:00,4657.0,4657.0,4657.0,4657.0,1,1,4657.0
2021-11-12 11:12:00-05:00,4657.0,4657.0,4657.0,4657.0,2,1,9314.0
2021-11-12 11:14:00-05:00,4660.0,4660.0,4660.0,4660.0,2,1,9320.0
2021-11-12 11:15:00-05:00,4660.25,4660.5,4660.25,4660.5,3,3,13981.25
2021-11-12 11:17:00-05:00,4663.5,4663.5,4663.5,4663.5,1,1,4663.5
2021-11-12 11:19:00-05:00,4665.0,4667.75,4665.0,4667.75,4,4,18663.5
2021-11-12 11:20:00-05:00,4667.25,4667.5,4667.25,4667.5,2,2,9334.75
2021-11-12 11:22:00-05:00,4666.5,4667.25,4666.5,4667.25,2,2,9333.75
2021-11-12 11:23:00-05:00,4668.0,4668.25,4667.75,4668.25,5,3,23340.0
2021-11-12 11:24:00-05:00,4668.5,4668.5,4668.25,4668.25,6,2,28009.75
2021-11-12 11:25:00-05:00,4668.0,4668.0,4667.5,4667.5,2,2,9335.5
2021-11-12 11:29:00-05:00,4667.0,4667.0,4667.0,4667.0,2,1,9334.0
2021-11-12 11:30:00-05:00,4667.5,4668.75,4667.5,4668.75,2,2,9336.25
2021-11-12 11:34:00-05:00,4668.0,4668.5,4668.0,4668.5,2,2,9336.5
2021-11-12 11:36:00-05:00,4668.5,4668.5,4667.0,4667.0,4,4,18670.25
2021-11-12 11:39:00-05:00,4666.0,4666.0,4666.0,4666.0,2,1,9332.0
2021-11-12 11:42:00-05:00,4668.0,4668.0,4668.0,4668.0,1,1,4668.0
2021-11-12 11:43:00-05:00,4668.0,4668.0,4668.0,4668.0,1,1,4668.0
2021-11-12 11:46:00-05:00,4666.0,4666.0,4666.0,4666.0,2,1,9332.0
2021-11-12 11:47:00-05:00,4664.75,4664.75,4664.75,4664.75,2,1,9329.5
2021-11-12 11:48:00-05:00,4664.25,4665.25,4664.25,4665.25,2,2,9329.5
2021-11-12 11:49:00-05:00,4666.0,4666.0,4666.0,4666.0,1,1,4666.0
2021-11-12 11:51:00-05:00,4666.75,4667.0,4666.75,4667.0,3,2,14000.75
2021-11-12 11:53:00-05:00,4668.25,4668.25,4668.25,4668.25,1,1,4668.25
2021-11-12 11:56:00-05:00,4670.25,4670.75,4670.25,4670.75,2,2,9341.0
2021-11-12 11:57:00-05:00,4670.5,4670.75,4670.5,4670.75,5,2,23353.5
2021-11-12 11:58:00-05:00,4670.5,4670.5,4670.5,4670.5,1,1,4670.5
2021-11-12 12:00:00-05:00,4671.75,4672.0,4671.75,4672.0,2,2,9343.75
2021-11-12 12:04:00-05:00,4669.5,4669.5,4669.5,4669.5,1,1,4669.5
2021-11-12 12:09:00-05:00,4668.0,4668.0,4668.0,4668.0,1,1,4668.0
2021-11-12 12:11:00-05:00,4669.0,4669.0,4669.0,4669.0,1,1,4669.0
2021-11-12 12:13:00-05:00,4670.25,4670.25,4670.25,4670.25,1,1,4670.25
2021-11-12 12:26:00-05:00,4669.25,4669.25,4669.25,4669.25,1,1,4669.25
2021-11-12 12:32:00-05:00,4669.5,4669.5,4669.5,4669.5,1,1,4669.5
2021-11-12 12:48:00-05:00,4668.0,4668.0,4668.0,4668.0,1,1,4668.0
2021-11-12 12:55:00-05:00,4668.0,4668.0,4668.0,4668.0,1,1,4668.0
2021-11-12 13:00:00-05:00,4666.0,4666.0,4663.25,4663.25,3,3,13994.0
2021-11-12 13:01:00-05:00,4663.0,4663.0,4663.0,4663.0,1,1,4663.0
2021-11-12 13:02:00-05:00,4662.25,4663.75,4662.0,4663.75,3,3,13988.0
2021-11-12 13:03:00-05:00,4663.5,4663.5,4663.5,4663.5,1,1,4663.5
2021-11-12 13:14:00-05:00,4664.75,4664.75,4664.75,4664.75,1,1,4664.75
2021-11-12 13:17:00-05:00,4664.0,4664.0,4663.75,4663.75,2,2,9327.75
2021-11-12 13:20:00-05:00,4664.0,4664.0,4664.0,4664.0,1,1,4664.0
2021-11-12 13:25:00-05:00,4665.0,4665.0,4665.0,4665.0,1,1,4665.0
2021-11-12 13:29:00-05:00,4665.5,4665.5,4664.75,4664.75,4,4,18660.5
2021-11-12 13:34:00-05:00,4667.75,4667.75,4667.75,4667.75,1,1,4667.75
2021-11-12 14:03:00-05:00,4667.5,4667.5,4667.5,4667.5,1,1,4667.5
2021-11-12 14:28:00-05:00,4664.0,4664.0,4663.75,4663.75,2,2,9327.75
2021-11-12 14:29:00-05:00,4664.0,4664.0,4664.0,4664.0,1,1,4664.0
2021-11-12 14:34:00-05:00,4662.25,4662.25,4662.25,4662.25,1,1,4662.25
2021-11-12 14:36:00-05:00,4661.5,4661.5,4661.5,4661.5,2,1,9323.0
2021-11-12 14:51:00-05:00,4666.25,4666.25,4666.25,4666.25,1,1,4666.25
2021-11-12 14:52:00-05:00,4665.75,4665.75,4665.75,4665.75,1,1,4665.75
2021-11-12 14:56:00-05:00,4666.75,4666.75,4666.75,4666.75,1,1,4666.75
2021-11-12 14:57:00-05:00,4666.25,4666.25,4666.25,4666.25,1,1,4666.25
2021-11-12 15:05:00-05:00,4666.5,4666.5,4666.5,4666.5,1,1,4666.5
2021-11-12 15:22:00-05:00,4669.5,4669.5,4669.5,4669.5,1,1,4669.5
2021-11-12 15:25:00-05:00,4671.25,4672.0,4671.25,4672.0,6,3,28031.0
2021-11-12 15:28:00-05:00,4671.0,4671.0,4671.0,4671.0,1,1,4671.0
2021-11-12 15:30:00-05:00,4672.0,4672.75,4672.0,4672.75,7,3,32704.75
2021-11-12 15:31:00-05:00,4672.75,4672.75,4672.75,4672.75,1,1,4672.75
2021-11-12 15:32:00-05:00,4673.5,4673.5,4673.5,4673.5,1,1,4673.5
2021-11-12 15:34:00-05:00,4675.5,4675.75,4675.5,4675.75,3,3,14026.75
2021-11-12 15:36:00-05:00,4676.25,4676.25,4676.25,4676.25,1,1,4676.25
2021-11-12 15:44:00-05:00,4672.0,4672.0,4672.0,4672.0,1,1,4672.0
2021-11-12 15:45:00-05:00,4670.25,4670.25,4670.25,4670.25,2,1,9340.5
2021-11-12 15:49:00-05:00,4670.75,4670.75,4670.75,4670.75,1,1,4670.75
2021-11-12 15:50:00-05:00,4671.0,4671.25,4671.0,4671.25,3,3,14013.5
2021-11-12 15:52:00-05:00,4671.0,4671.0,4671.0,4671.0,2,1,9342.0
2021-11-12 15:54:00-05:00,4670.0,4670.0,4670.0,4670.0,4,3,18680.0
2021-11-12 15:55:00-05:00,4669.0,4669.0,4669.0,4669.0,1,1,4669.0
2021-11-12 15:59:00-05:00,4672.75,4673.25,4672.75,4673.0,7,5,32710.75
