,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-24 20:00:00-04:00,1523.75,1526.75,1522.75,1525.75,426,182,649498.75
2021-05-24 20:01:00-04:00,1525.75,1528.25,1525.5,1527.75,124,53,189340.0
2021-05-24 20:02:00-04:00,1528.25,1528.25,1526.75,1527.75,108,34,164983.0
2021-05-24 20:03:00-04:00,1528.0,1528.25,1526.0,1526.5,79,43,120650.25
2021-05-24 20:04:00-04:00,1526.75,1527.5,1526.5,1526.5,63,32,96200.5
2021-05-24 20:05:00-04:00,1526.5,1526.75,1525.75,1525.75,42,17,64101.25
2021-05-24 20:06:00-04:00,1526.0,1526.5,1525.25,1526.5,39,13,59513.75
2021-05-24 20:07:00-04:00,1526.5,1527.25,1526.0,1527.0,55,20,83972.5
2021-05-24 20:08:00-04:00,1526.75,1527.75,1526.75,1527.75,18,13,27493.5
2021-05-24 20:09:00-04:00,1527.75,1528.5,1527.0,1528.5,43,24,65700.5
2021-05-24 20:10:00-04:00,1528.5,1528.5,1527.75,1528.0,42,25,64182.25
2021-05-24 20:11:00-04:00,1528.0,1528.0,1527.0,1527.0,16,12,24440.5
2021-05-24 20:12:00-04:00,1527.0,1527.75,1527.0,1527.75,29,16,44291.25
2021-05-24 20:13:00-04:00,1527.25,1527.5,1527.0,1527.5,11,5,16800.25
2021-05-24 20:14:00-04:00,1527.0,1527.0,1526.5,1526.5,8,6,12215.0
2021-05-24 20:15:00-04:00,1526.5,1527.75,1526.5,1527.75,17,13,25962.75
2021-05-24 20:16:00-04:00,1528.0,1528.0,1527.25,1527.25,15,10,22914.25
2021-05-24 20:17:00-04:00,1527.0,1527.5,1527.0,1527.5,9,6,13745.5
2021-05-24 20:18:00-04:00,1527.75,1527.75,1527.0,1527.0,11,5,16801.5
2021-05-24 20:19:00-04:00,1526.75,1527.5,1526.75,1527.5,17,8,25962.75
2021-05-24 20:20:00-04:00,1527.5,1527.5,1527.25,1527.25,3,3,4582.0
2021-05-24 20:21:00-04:00,1526.75,1527.25,1526.5,1527.25,9,5,13742.75
2021-05-24 20:22:00-04:00,1527.25,1527.25,1526.75,1527.0,18,5,27484.0
2021-05-24 20:23:00-04:00,1526.75,1527.75,1526.75,1527.75,16,6,24439.0
2021-05-24 20:24:00-04:00,1527.75,1527.75,1527.25,1527.25,5,4,7637.25
2021-05-24 20:25:00-04:00,1527.5,1527.5,1527.0,1527.0,5,2,7637.0
2021-05-24 20:26:00-04:00,1527.0,1527.0,1526.75,1526.75,4,3,6107.5
2021-05-24 20:27:00-04:00,1527.0,1527.25,1527.0,1527.25,15,9,22906.5
2021-05-24 20:28:00-04:00,1527.0,1527.0,1526.75,1526.75,4,2,6107.75
2021-05-24 20:29:00-04:00,1526.75,1527.5,1526.75,1527.5,13,5,19850.75
2021-05-24 20:30:00-04:00,1527.5,1527.5,1525.25,1526.5,119,19,181608.25
2021-05-24 20:31:00-04:00,1526.5,1526.5,1526.0,1526.0,7,7,10683.75
2021-05-24 20:32:00-04:00,1525.75,1525.75,1525.0,1525.0,9,5,13727.25
2021-05-24 20:33:00-04:00,1525.5,1525.75,1525.25,1525.75,21,7,32036.75
2021-05-24 20:34:00-04:00,1525.75,1526.0,1525.5,1526.0,6,4,9154.5
2021-05-24 20:35:00-04:00,1526.25,1526.5,1525.75,1526.25,20,7,30525.5
2021-05-24 20:36:00-04:00,1525.75,1525.75,1525.25,1525.5,9,6,13730.75
2021-05-24 20:37:00-04:00,1525.5,1525.75,1525.5,1525.75,2,2,3051.25
2021-05-24 20:38:00-04:00,1525.5,1525.5,1525.25,1525.25,5,3,7627.0
2021-05-24 20:39:00-04:00,1525.0,1525.25,1524.5,1525.0,50,13,76248.75
2021-05-24 20:40:00-04:00,1525.0,1525.75,1525.0,1525.75,18,9,27458.75
2021-05-24 20:41:00-04:00,1525.5,1525.5,1525.5,1525.5,1,1,1525.5
2021-05-24 20:42:00-04:00,1525.5,1525.5,1525.25,1525.25,4,3,6101.5
2021-05-24 20:44:00-04:00,1525.25,1525.5,1525.25,1525.5,3,3,4576.25
2021-05-24 20:46:00-04:00,1525.25,1525.5,1525.25,1525.5,2,2,3050.75
2021-05-24 20:47:00-04:00,1525.5,1525.5,1525.25,1525.25,4,3,6101.25
2021-05-24 20:49:00-04:00,1525.25,1525.25,1525.0,1525.0,14,8,21352.5
2021-05-24 20:50:00-04:00,1525.25,1525.25,1525.25,1525.25,4,2,6101.0
2021-05-24 20:51:00-04:00,1525.25,1525.25,1525.0,1525.0,2,2,3050.25
2021-05-24 20:52:00-04:00,1525.5,1525.5,1525.5,1525.5,7,2,10678.5
2021-05-24 20:53:00-04:00,1525.5,1525.5,1525.5,1525.5,2,2,3051.0
2021-05-24 20:54:00-04:00,1525.25,1525.25,1524.5,1524.75,9,5,13722.5
2021-05-24 20:56:00-04:00,1525.0,1525.0,1525.0,1525.0,7,4,10675.0
2021-05-24 20:57:00-04:00,1525.25,1525.25,1524.75,1524.75,8,5,12199.25
2021-05-24 20:58:00-04:00,1524.75,1525.25,1524.75,1525.25,9,5,13725.0
2021-05-24 20:59:00-04:00,1525.5,1525.75,1525.0,1525.25,9,8,13728.5
2021-05-24 21:00:00-04:00,1525.0,1526.25,1525.0,1526.25,37,22,56450.0
