,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-01 18:00:00-04:00,80.15,80.16,80.13,80.13,236,44,18915.15
2021-08-01 18:01:00-04:00,80.135,80.145,80.13,80.145,99,20,7933.595
2021-08-01 18:02:00-04:00,80.145,80.145,80.14,80.145,10,4,801.425
2021-08-01 18:03:00-04:00,80.14,80.16,80.14,80.155,90,31,7213.715
2021-08-01 18:04:00-04:00,80.16,80.16,80.145,80.145,98,12,7854.7
2021-08-01 18:05:00-04:00,80.15,80.15,80.135,80.135,18,8,1442.59
2021-08-01 18:06:00-04:00,80.14,80.14,80.135,80.14,16,8,1282.23
2021-08-01 18:07:00-04:00,80.14,80.14,80.14,80.14,1,1,80.14
2021-08-01 18:08:00-04:00,80.145,80.165,80.145,80.165,71,15,5690.63
2021-08-01 18:09:00-04:00,80.16,80.16,80.155,80.155,15,4,1202.335
2021-08-01 18:10:00-04:00,80.155,80.16,80.155,80.16,14,7,1122.21
2021-08-01 18:11:00-04:00,80.16,80.165,80.16,80.165,17,12,1362.78
2021-08-01 18:13:00-04:00,80.165,80.165,80.165,80.165,1,1,80.165
2021-08-01 18:15:00-04:00,80.155,80.155,80.155,80.155,13,2,1042.015
2021-08-01 18:16:00-04:00,80.16,80.165,80.16,80.165,11,4,881.765
2021-08-01 18:18:00-04:00,80.165,80.17,80.16,80.17,7,4,561.155
2021-08-01 18:19:00-04:00,80.17,80.17,80.17,80.17,19,1,1523.23
2021-08-01 18:21:00-04:00,80.17,80.17,80.17,80.17,2,2,160.34
2021-08-01 18:22:00-04:00,80.17,80.17,80.17,80.17,2,2,160.34
2021-08-01 18:23:00-04:00,80.17,80.17,80.17,80.17,1,1,80.17
2021-08-01 18:24:00-04:00,80.17,80.175,80.17,80.175,10,5,801.715
2021-08-01 18:25:00-04:00,80.175,80.175,80.175,80.175,1,1,80.175
2021-08-01 18:28:00-04:00,80.17,80.175,80.17,80.175,5,2,400.87
2021-08-01 18:29:00-04:00,80.18,80.18,80.18,80.18,3,2,240.54
2021-08-01 18:30:00-04:00,80.175,80.18,80.175,80.175,22,6,1763.925
2021-08-01 18:31:00-04:00,80.185,80.185,80.185,80.185,4,1,320.74
2021-08-01 18:34:00-04:00,80.185,80.19,80.185,80.19,5,4,400.94
2021-08-01 18:36:00-04:00,80.19,80.19,80.185,80.185,16,5,1283.01
2021-08-01 18:37:00-04:00,80.185,80.195,80.185,80.195,23,12,1844.425
2021-08-01 18:38:00-04:00,80.195,80.205,80.195,80.205,17,10,1363.435
2021-08-01 18:39:00-04:00,80.205,80.215,80.205,80.215,34,19,2727.165
2021-08-01 18:40:00-04:00,80.21,80.21,80.21,80.21,1,1,80.21
2021-08-01 18:41:00-04:00,80.21,80.21,80.21,80.21,8,4,641.68
2021-08-01 18:42:00-04:00,80.21,80.21,80.21,80.21,8,5,641.68
2021-08-01 18:43:00-04:00,80.21,80.21,80.21,80.21,12,2,962.52
2021-08-01 18:44:00-04:00,80.215,80.22,80.215,80.22,11,4,882.405
2021-08-01 18:45:00-04:00,80.22,80.22,80.215,80.22,27,7,2165.825
2021-08-01 18:46:00-04:00,80.215,80.22,80.215,80.22,2,2,160.435
2021-08-01 18:48:00-04:00,80.215,80.215,80.215,80.215,5,2,401.075
2021-08-01 18:52:00-04:00,80.22,80.22,80.22,80.22,1,1,80.22
2021-08-01 18:53:00-04:00,80.215,80.215,80.21,80.21,10,3,802.105
2021-08-01 18:54:00-04:00,80.205,80.205,80.205,80.205,6,1,481.23
2021-08-01 18:55:00-04:00,80.205,80.205,80.195,80.195,15,3,1202.97
2021-08-01 18:57:00-04:00,80.195,80.195,80.18,80.185,84,13,6735.6
2021-08-01 18:58:00-04:00,80.185,80.19,80.185,80.185,40,7,3207.465
2021-08-01 18:59:00-04:00,80.19,80.19,80.185,80.185,17,7,1363.22
2021-08-01 19:00:00-04:00,80.18,80.185,80.17,80.17,89,17,7135.48
2021-08-01 19:01:00-04:00,80.17,80.17,80.16,80.165,87,19,6974.35
2021-08-01 19:02:00-04:00,80.165,80.17,80.165,80.17,14,4,1122.34
2021-08-01 19:03:00-04:00,80.175,80.175,80.175,80.175,7,1,561.225
2021-08-01 19:04:00-04:00,80.175,80.175,80.17,80.175,35,6,2806.1
2021-08-01 19:05:00-04:00,80.175,80.175,80.175,80.175,12,2,962.1
2021-08-01 19:06:00-04:00,80.18,80.19,80.18,80.185,39,7,3127.15
2021-08-01 19:07:00-04:00,80.19,80.19,80.19,80.19,2,1,160.38
2021-08-01 19:08:00-04:00,80.19,80.19,80.19,80.19,2,2,160.38
2021-08-01 19:09:00-04:00,80.19,80.19,80.185,80.185,7,3,561.325
2021-08-01 19:10:00-04:00,80.175,80.175,80.175,80.175,3,1,240.525
2021-08-01 19:11:00-04:00,80.175,80.175,80.175,80.175,3,1,240.525
2021-08-01 19:13:00-04:00,80.185,80.19,80.185,80.19,50,10,4009.45
2021-08-01 19:15:00-04:00,80.185,80.185,80.18,80.18,10,4,801.815
2021-08-01 19:16:00-04:00,80.18,80.185,80.18,80.185,7,2,561.27
2021-08-01 19:17:00-04:00,80.185,80.195,80.185,80.19,30,6,2405.755
2021-08-01 19:20:00-04:00,80.185,80.185,80.18,80.18,5,4,400.91
2021-08-01 19:23:00-04:00,80.175,80.185,80.175,80.185,22,6,1764.045
2021-08-01 19:27:00-04:00,80.18,80.18,80.18,80.18,1,1,80.18
2021-08-01 19:28:00-04:00,80.185,80.185,80.185,80.185,2,1,160.37
2021-08-01 19:29:00-04:00,80.18,80.18,80.18,80.18,2,1,160.36
2021-08-01 19:30:00-04:00,80.175,80.175,80.175,80.175,4,1,320.7
2021-08-01 19:31:00-04:00,80.17,80.17,80.17,80.17,31,3,2485.27
2021-08-01 19:32:00-04:00,80.17,80.18,80.17,80.18,14,6,1122.405
2021-08-01 19:33:00-04:00,80.175,80.175,80.175,80.175,4,2,320.7
2021-08-01 19:34:00-04:00,80.18,80.18,80.18,80.18,1,1,80.18
2021-08-01 19:37:00-04:00,80.185,80.185,80.185,80.185,6,2,481.11
2021-08-01 19:40:00-04:00,80.19,80.19,80.19,80.19,15,3,1202.85
2021-08-01 19:42:00-04:00,80.19,80.19,80.19,80.19,2,2,160.38
2021-08-01 19:43:00-04:00,80.185,80.185,80.175,80.175,7,4,561.275
2021-08-01 19:44:00-04:00,80.18,80.18,80.18,80.18,3,2,240.54
2021-08-01 19:45:00-04:00,80.18,80.18,80.18,80.18,1,1,80.18
