,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-10 18:00:00-04:00,79.87,79.87,79.855,79.86,68,16,5430.89
2021-08-10 18:01:00-04:00,79.86,79.86,79.855,79.855,8,4,638.865
2021-08-10 18:02:00-04:00,79.85,79.85,79.85,79.85,8,3,638.8
2021-08-10 18:03:00-04:00,79.85,79.85,79.85,79.85,6,1,479.1
2021-08-10 18:06:00-04:00,79.85,79.85,79.845,79.85,45,13,3593.225
2021-08-10 18:07:00-04:00,79.845,79.845,79.84,79.84,5,3,399.21
2021-08-10 18:08:00-04:00,79.845,79.855,79.845,79.855,34,4,2714.86
2021-08-10 18:10:00-04:00,79.855,79.855,79.855,79.855,6,1,479.13
2021-08-10 18:13:00-04:00,79.855,79.855,79.855,79.855,6,1,479.13
2021-08-10 18:14:00-04:00,79.855,79.855,79.855,79.855,2,2,159.71
2021-08-10 18:16:00-04:00,79.85,79.85,79.85,79.85,2,1,159.7
2021-08-10 18:18:00-04:00,79.855,79.855,79.855,79.855,8,2,638.84
2021-08-10 18:20:00-04:00,79.86,79.86,79.86,79.86,18,2,1437.48
2021-08-10 18:21:00-04:00,79.86,79.86,79.86,79.86,13,1,1038.18
2021-08-10 18:23:00-04:00,79.855,79.855,79.855,79.855,1,1,79.855
2021-08-10 18:25:00-04:00,79.855,79.855,79.855,79.855,3,1,239.565
2021-08-10 18:26:00-04:00,79.86,79.86,79.86,79.86,12,2,958.32
2021-08-10 18:27:00-04:00,79.86,79.86,79.86,79.86,2,2,159.72
2021-08-10 18:28:00-04:00,79.855,79.855,79.855,79.855,5,3,399.275
2021-08-10 18:29:00-04:00,79.86,79.86,79.86,79.86,14,2,1118.04
2021-08-10 18:31:00-04:00,79.855,79.855,79.855,79.855,1,1,79.855
2021-08-10 18:32:00-04:00,79.855,79.855,79.855,79.855,21,5,1676.955
2021-08-10 18:33:00-04:00,79.855,79.855,79.855,79.855,7,6,558.985
2021-08-10 18:34:00-04:00,79.85,79.85,79.85,79.85,16,8,1277.6
2021-08-10 18:35:00-04:00,79.85,79.855,79.85,79.855,14,7,1117.935
2021-08-10 18:36:00-04:00,79.85,79.86,79.85,79.855,14,8,1117.99
2021-08-10 18:37:00-04:00,79.86,79.86,79.86,79.86,6,6,479.16
2021-08-10 18:38:00-04:00,79.86,79.865,79.86,79.86,7,6,559.03
2021-08-10 18:39:00-04:00,79.86,79.865,79.86,79.865,6,5,479.185
2021-08-10 18:40:00-04:00,79.865,79.865,79.86,79.865,18,8,1437.505
2021-08-10 18:41:00-04:00,79.865,79.865,79.86,79.865,8,6,638.915
2021-08-10 18:42:00-04:00,79.865,79.865,79.865,79.865,5,5,399.325
2021-08-10 18:43:00-04:00,79.865,79.875,79.865,79.875,166,22,13258.376
2021-08-10 18:44:00-04:00,79.875,79.875,79.86,79.86,25,4,1996.64
2021-08-10 18:45:00-04:00,79.865,79.865,79.865,79.865,8,2,638.92
2021-08-10 18:54:00-04:00,79.87,79.87,79.87,79.87,1,1,79.87
2021-08-10 18:55:00-04:00,79.865,79.865,79.865,79.865,1,1,79.865
2021-08-10 18:56:00-04:00,79.865,79.87,79.865,79.87,11,2,878.545
2021-08-10 18:57:00-04:00,79.86,79.865,79.86,79.865,4,2,319.45
2021-08-10 18:59:00-04:00,79.87,79.87,79.87,79.87,8,3,638.96
2021-08-10 19:00:00-04:00,79.865,79.88,79.865,79.88,54,14,4313.185
2021-08-10 19:01:00-04:00,79.875,79.88,79.875,79.88,23,6,1837.225
2021-08-10 19:02:00-04:00,79.885,79.89,79.885,79.89,29,4,2316.68
2021-08-10 19:03:00-04:00,79.88,79.885,79.88,79.88,9,6,718.925
2021-08-10 19:04:00-04:00,79.88,79.88,79.88,79.88,6,1,479.28
2021-08-10 19:05:00-04:00,79.88,79.88,79.88,79.88,2,1,159.76
2021-08-10 19:06:00-04:00,79.88,79.885,79.88,79.88,41,9,3275.085
2021-08-10 19:07:00-04:00,79.875,79.875,79.875,79.875,2,2,159.75
2021-08-10 19:08:00-04:00,79.875,79.875,79.875,79.875,24,2,1917.0
2021-08-10 19:14:00-04:00,79.865,79.865,79.865,79.865,13,4,1038.245
2021-08-10 19:15:00-04:00,79.865,79.865,79.865,79.865,6,4,479.19
2021-08-10 19:16:00-04:00,79.86,79.86,79.86,79.86,2,2,159.72
2021-08-10 19:17:00-04:00,79.86,79.865,79.86,79.865,6,2,479.185
2021-08-10 19:18:00-04:00,79.86,79.86,79.86,79.86,1,1,79.86
2021-08-10 19:19:00-04:00,79.86,79.86,79.86,79.86,1,1,79.86
2021-08-10 19:20:00-04:00,79.86,79.86,79.855,79.855,7,2,559.015
2021-08-10 19:21:00-04:00,79.855,79.855,79.855,79.855,2,2,159.71
2021-08-10 19:22:00-04:00,79.855,79.855,79.855,79.855,11,4,878.405
2021-08-10 19:23:00-04:00,79.85,79.85,79.85,79.85,1,1,79.85
2021-08-10 19:24:00-04:00,79.86,79.86,79.855,79.855,33,5,2635.26
2021-08-10 19:25:00-04:00,79.855,79.855,79.855,79.855,3,1,239.565
2021-08-10 19:26:00-04:00,79.85,79.85,79.85,79.85,1,1,79.85
2021-08-10 19:28:00-04:00,79.855,79.87,79.855,79.87,13,5,1038.235
2021-08-10 19:29:00-04:00,79.87,79.87,79.865,79.865,4,3,319.47
2021-08-10 19:30:00-04:00,79.865,79.865,79.865,79.865,2,1,159.73
2021-08-10 19:32:00-04:00,79.87,79.87,79.87,79.87,1,1,79.87
2021-08-10 19:36:00-04:00,79.865,79.865,79.865,79.865,2,2,159.73
2021-08-10 19:38:00-04:00,79.865,79.865,79.865,79.865,1,1,79.865
2021-08-10 19:39:00-04:00,79.865,79.865,79.865,79.865,5,4,399.325
2021-08-10 19:40:00-04:00,79.86,79.86,79.86,79.86,1,1,79.86
2021-08-10 19:41:00-04:00,79.87,79.87,79.87,79.87,2,1,159.74
2021-08-10 19:42:00-04:00,79.865,79.865,79.865,79.865,1,1,79.865
2021-08-10 19:44:00-04:00,79.86,79.86,79.86,79.86,1,1,79.86
2021-08-10 19:46:00-04:00,79.86,79.86,79.855,79.855,11,4,878.425
2021-08-10 19:47:00-04:00,79.85,79.85,79.85,79.85,1,1,79.85
2021-08-10 19:49:00-04:00,79.855,79.86,79.855,79.86,13,4,1038.12
2021-08-10 19:54:00-04:00,79.86,79.86,79.86,79.86,12,4,958.32
2021-08-10 19:56:00-04:00,79.86,79.86,79.86,79.86,2,2,159.72
2021-08-10 19:57:00-04:00,79.86,79.86,79.86,79.86,3,1,239.58
2021-08-10 19:58:00-04:00,79.86,79.865,79.86,79.865,6,2,479.175
2021-08-10 19:59:00-04:00,79.87,79.87,79.87,79.87,3,1,239.61
2021-08-10 20:00:00-04:00,79.87,79.875,79.87,79.875,46,13,3674.095
2021-08-10 20:01:00-04:00,79.875,79.875,79.86,79.86,54,24,4313.095
2021-08-10 20:02:00-04:00,79.86,79.87,79.86,79.87,14,7,1118.085
2021-08-10 20:03:00-04:00,79.87,79.87,79.865,79.865,9,8,718.8
2021-08-10 20:04:00-04:00,79.86,79.86,79.86,79.86,4,4,319.44
2021-08-10 20:05:00-04:00,79.855,79.855,79.845,79.85,70,17,5589.415
2021-08-10 20:06:00-04:00,79.85,79.85,79.85,79.85,4,4,319.4
2021-08-10 20:07:00-04:00,79.845,79.845,79.845,79.845,6,3,479.07
2021-08-10 20:08:00-04:00,79.845,79.85,79.845,79.85,9,5,718.64
2021-08-10 20:10:00-04:00,79.85,79.85,79.85,79.85,5,2,399.25
2021-08-10 20:11:00-04:00,79.845,79.845,79.845,79.845,1,1,79.845
2021-08-10 20:12:00-04:00,79.84,79.84,79.835,79.835,25,7,1995.98
2021-08-10 20:13:00-04:00,79.835,79.835,79.835,79.835,3,3,239.505
2021-08-10 20:14:00-04:00,79.835,79.835,79.83,79.83,32,6,2554.625
2021-08-10 20:15:00-04:00,79.83,79.835,79.83,79.835,16,7,1277.29
2021-08-10 20:18:00-04:00,79.835,79.835,79.83,79.835,26,4,2075.69
2021-08-10 20:20:00-04:00,79.835,79.835,79.835,79.835,17,6,1357.195
2021-08-10 20:21:00-04:00,79.835,79.835,79.835,79.835,26,9,2075.71
2021-08-10 20:22:00-04:00,79.835,79.835,79.83,79.83,2,2,159.665
2021-08-10 20:23:00-04:00,79.835,79.84,79.835,79.835,3,3,239.51
2021-08-10 20:24:00-04:00,79.83,79.83,79.83,79.83,5,3,399.15
2021-08-10 20:25:00-04:00,79.83,79.83,79.825,79.825,7,2,558.78
2021-08-10 20:26:00-04:00,79.825,79.825,79.825,79.825,21,6,1676.325
2021-08-10 20:27:00-04:00,79.82,79.82,79.82,79.82,7,2,558.74
2021-08-10 20:28:00-04:00,79.82,79.82,79.82,79.82,8,3,638.56
2021-08-10 20:30:00-04:00,79.825,79.825,79.825,79.825,9,3,718.425
