,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-08 20:00:00-04:00,79.525,79.525,79.525,79.525,1,1,79.525
2021-08-08 20:01:00-04:00,79.545,79.545,79.545,79.545,1,1,79.545
2021-08-09 10:08:00-04:00,79.61,79.61,79.61,79.61,7,2,557.27
2021-08-09 10:41:00-04:00,79.555,79.555,79.555,79.555,2,1,159.11
2021-08-09 11:34:00-04:00,79.5,79.5,79.5,79.5,2,2,159.0
2021-08-09 12:00:00-04:00,79.535,79.535,79.535,79.535,1,1,79.535
2021-08-09 13:38:00-04:00,79.51,79.51,79.51,79.51,1,1,79.51
2021-08-09 14:40:00-04:00,79.56,79.56,79.56,79.56,1,1,79.56
