,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-07 00:58:00-04:00,79.445,79.445,79.445,79.445,1,1,79.445
2021-10-07 10:28:00-04:00,79.6,79.6,79.6,79.6,3,1,238.8
2021-10-07 10:35:00-04:00,79.65,79.65,79.65,79.65,1,1,79.65
2021-10-07 10:48:00-04:00,79.67,79.67,79.67,79.67,1,1,79.67
