,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-19 20:00:00-04:00,1321.0,1322.25,1319.25,1320.5,496,146,655144.0
2021-08-19 20:01:00-04:00,1320.75,1324.25,1320.75,1324.0,212,68,280395.25
2021-08-19 20:02:00-04:00,1324.5,1325.5,1323.5,1323.5,172,54,227854.5
2021-08-19 20:03:00-04:00,1323.5,1323.75,1323.25,1323.75,44,22,58230.0
2021-08-19 20:04:00-04:00,1324.25,1324.25,1323.5,1323.75,22,18,29126.75
2021-08-19 20:05:00-04:00,1323.5,1324.0,1323.5,1323.5,15,8,19854.0
2021-08-19 20:06:00-04:00,1323.25,1323.25,1322.5,1322.75,39,15,51589.25
2021-08-19 20:07:00-04:00,1322.5,1323.0,1322.25,1322.25,15,11,19841.5
2021-08-19 20:08:00-04:00,1322.0,1322.25,1321.5,1321.5,53,22,70061.5
2021-08-19 20:09:00-04:00,1322.0,1322.25,1321.5,1322.25,28,10,37014.5
2021-08-19 20:10:00-04:00,1322.5,1323.25,1322.5,1323.0,24,15,31750.25
2021-08-19 20:11:00-04:00,1322.75,1323.25,1322.75,1323.25,26,11,34399.75
2021-08-19 20:12:00-04:00,1323.0,1323.25,1322.75,1323.25,4,4,5292.25
2021-08-19 20:13:00-04:00,1323.25,1323.25,1323.0,1323.25,5,5,6615.75
2021-08-19 20:14:00-04:00,1323.0,1323.5,1323.0,1323.5,19,6,25145.25
2021-08-19 20:15:00-04:00,1323.75,1323.75,1323.25,1323.5,19,8,25144.5
2021-08-19 20:16:00-04:00,1323.75,1323.75,1322.75,1323.75,47,17,62193.75
2021-08-19 20:17:00-04:00,1324.0,1324.25,1323.25,1323.5,72,16,95295.25
2021-08-19 20:18:00-04:00,1323.0,1323.0,1322.25,1322.5,34,8,44968.5
2021-08-19 20:19:00-04:00,1322.75,1323.0,1322.75,1323.0,8,2,10582.5
2021-08-19 20:20:00-04:00,1322.75,1322.75,1322.5,1322.75,14,5,18517.75
2021-08-19 20:21:00-04:00,1322.75,1322.75,1322.25,1322.25,5,5,6612.25
2021-08-19 20:22:00-04:00,1322.5,1322.75,1322.5,1322.75,9,4,11904.25
2021-08-19 20:23:00-04:00,1323.0,1324.0,1323.0,1324.0,123,18,162787.5
2021-08-19 20:24:00-04:00,1324.0,1324.75,1324.0,1324.75,27,13,35760.75
2021-08-19 20:25:00-04:00,1324.75,1325.25,1324.25,1324.25,40,7,52997.25
2021-08-19 20:26:00-04:00,1324.25,1324.5,1324.0,1324.0,37,11,48992.75
2021-08-19 20:27:00-04:00,1324.0,1324.0,1324.0,1324.0,1,1,1324.0
2021-08-19 20:28:00-04:00,1324.0,1324.0,1323.75,1323.75,2,2,2647.75
2021-08-19 20:29:00-04:00,1324.0,1324.5,1324.0,1324.5,6,5,7945.5
2021-08-19 20:30:00-04:00,1324.75,1325.0,1324.25,1325.0,55,15,72869.25
2021-08-19 20:31:00-04:00,1325.0,1325.25,1325.0,1325.0,8,5,10600.5
2021-08-19 20:32:00-04:00,1325.25,1325.5,1324.75,1325.0,21,12,27827.0
2021-08-19 20:33:00-04:00,1325.0,1325.25,1325.0,1325.0,41,15,54326.5
2021-08-19 20:34:00-04:00,1325.0,1325.5,1325.0,1325.5,26,7,34460.25
2021-08-19 20:35:00-04:00,1325.5,1325.75,1325.0,1325.5,33,5,43733.0
2021-08-19 20:36:00-04:00,1325.25,1325.25,1325.25,1325.25,2,1,2650.5
2021-08-19 20:37:00-04:00,1325.25,1325.25,1325.25,1325.25,5,5,6626.25
2021-08-19 20:38:00-04:00,1325.25,1325.5,1325.25,1325.5,8,5,10603.25
2021-08-19 20:39:00-04:00,1325.25,1325.25,1325.0,1325.0,5,4,6626.0
2021-08-19 20:40:00-04:00,1325.25,1325.25,1324.5,1324.75,89,25,117913.25
2021-08-19 20:41:00-04:00,1324.75,1325.5,1324.75,1325.25,26,7,34455.75
2021-08-19 20:42:00-04:00,1325.25,1325.5,1325.25,1325.5,116,36,153750.25
2021-08-19 20:43:00-04:00,1325.5,1325.5,1325.0,1325.0,40,9,53015.75
2021-08-19 20:44:00-04:00,1325.0,1325.25,1325.0,1325.25,5,4,6625.75
2021-08-19 20:46:00-04:00,1325.25,1325.5,1325.0,1325.5,8,5,10602.0
2021-08-19 20:47:00-04:00,1325.25,1325.25,1325.0,1325.0,12,5,15901.0
2021-08-19 20:48:00-04:00,1325.25,1325.25,1325.0,1325.25,23,5,30479.75
2021-08-19 20:49:00-04:00,1325.5,1325.75,1325.5,1325.75,18,4,23861.25
2021-08-19 20:50:00-04:00,1325.5,1325.75,1325.5,1325.75,2,2,2651.25
2021-08-19 20:51:00-04:00,1325.75,1326.0,1325.75,1326.0,5,5,6629.5
2021-08-19 20:52:00-04:00,1326.0,1326.25,1326.0,1326.0,10,6,13260.75
2021-08-19 20:53:00-04:00,1326.0,1326.0,1325.75,1326.0,7,4,9281.5
2021-08-19 20:54:00-04:00,1325.75,1326.0,1325.75,1326.0,7,5,9281.75
2021-08-19 20:55:00-04:00,1326.25,1326.75,1325.25,1325.25,57,13,75586.0
2021-08-19 20:56:00-04:00,1325.5,1325.5,1325.0,1325.0,17,4,22526.75
2021-08-19 20:57:00-04:00,1325.0,1325.0,1324.5,1324.5,5,3,6623.5
2021-08-19 20:58:00-04:00,1324.5,1324.5,1324.5,1324.5,6,6,7947.0
2021-08-19 20:59:00-04:00,1324.5,1325.0,1324.5,1324.75,10,9,13247.0
2021-08-19 21:00:00-04:00,1325.0,1327.75,1325.0,1327.5,124,99,164532.0
2021-08-19 21:01:00-04:00,1327.25,1328.25,1327.0,1328.25,94,50,124826.75
2021-08-19 21:02:00-04:00,1328.0,1328.25,1327.5,1328.25,52,42,69049.5
2021-08-19 21:03:00-04:00,1328.0,1328.25,1327.0,1327.5,58,20,76996.25
2021-08-19 21:04:00-04:00,1327.25,1327.75,1326.75,1327.0,52,14,69014.5
2021-08-19 21:05:00-04:00,1327.0,1327.25,1326.5,1326.5,73,14,96849.25
2021-08-19 21:06:00-04:00,1326.5,1327.0,1326.5,1326.75,32,9,42457.75
2021-08-19 21:07:00-04:00,1326.5,1326.75,1326.25,1326.25,20,12,26529.5
2021-08-19 21:08:00-04:00,1326.25,1326.25,1325.25,1325.25,15,13,19886.5
2021-08-19 21:09:00-04:00,1325.5,1326.0,1325.5,1325.75,22,12,29166.0
2021-08-19 21:10:00-04:00,1325.75,1325.75,1325.25,1325.25,23,10,30485.25
2021-08-19 21:11:00-04:00,1325.25,1325.25,1325.0,1325.0,14,11,18551.0
2021-08-19 21:12:00-04:00,1325.0,1325.0,1324.5,1324.5,52,19,68896.5
2021-08-19 21:13:00-04:00,1324.5,1325.0,1324.5,1325.0,34,6,45048.0
2021-08-19 21:14:00-04:00,1325.25,1325.25,1324.25,1324.25,23,8,30472.25
2021-08-19 21:15:00-04:00,1324.0,1324.5,1324.0,1324.5,22,10,29137.25
2021-08-19 21:16:00-04:00,1324.5,1325.0,1324.25,1325.0,138,16,182782.5
2021-08-19 21:17:00-04:00,1325.0,1325.0,1324.0,1324.0,26,8,34436.25
2021-08-19 21:18:00-04:00,1323.75,1324.0,1322.5,1322.75,106,26,140261.25
2021-08-19 21:19:00-04:00,1322.75,1323.75,1322.75,1323.5,140,20,185237.5
2021-08-19 21:20:00-04:00,1323.75,1324.0,1323.75,1324.0,40,13,52953.5
2021-08-19 21:21:00-04:00,1324.25,1324.5,1324.25,1324.5,27,12,35756.5
2021-08-19 21:22:00-04:00,1324.75,1324.75,1324.5,1324.75,30,9,39740.75
2021-08-19 21:23:00-04:00,1324.5,1325.25,1324.5,1325.25,20,7,26499.0
2021-08-19 21:24:00-04:00,1325.5,1325.75,1325.25,1325.25,31,11,41087.0
2021-08-19 21:25:00-04:00,1325.0,1325.75,1325.0,1325.25,161,25,213386.0
2021-08-19 21:26:00-04:00,1325.5,1326.0,1325.5,1326.0,68,12,90146.25
2021-08-19 21:27:00-04:00,1325.75,1326.25,1325.5,1326.25,19,12,25193.75
2021-08-19 21:28:00-04:00,1326.5,1326.5,1326.0,1326.0,37,23,49069.5
2021-08-19 21:29:00-04:00,1326.25,1326.5,1326.0,1326.25,15,8,19894.75
2021-08-19 21:30:00-04:00,1326.0,1326.0,1324.5,1325.0,45,23,59638.5
2021-08-19 21:31:00-04:00,1325.0,1325.5,1325.0,1325.5,8,3,10600.5
2021-08-19 21:32:00-04:00,1325.5,1325.5,1325.25,1325.25,17,8,22533.0
2021-08-19 21:33:00-04:00,1325.25,1325.25,1324.75,1324.75,8,3,10600.25
2021-08-19 21:34:00-04:00,1325.25,1325.25,1325.25,1325.25,5,1,6626.25
2021-08-19 21:35:00-04:00,1325.5,1326.0,1325.5,1326.0,15,5,19886.75
2021-08-19 21:36:00-04:00,1326.0,1326.0,1323.75,1324.0,57,18,75510.25
2021-08-19 21:37:00-04:00,1323.75,1324.0,1323.5,1323.5,23,8,30443.5
2021-08-19 21:38:00-04:00,1323.75,1323.75,1323.25,1323.5,39,15,51614.5
2021-08-19 21:39:00-04:00,1323.5,1324.25,1323.25,1324.25,45,10,59570.5
2021-08-19 21:40:00-04:00,1324.0,1324.0,1323.75,1324.0,10,7,13239.5
2021-08-19 21:41:00-04:00,1324.0,1324.25,1324.0,1324.25,10,6,13240.75
2021-08-19 21:42:00-04:00,1324.25,1324.25,1324.0,1324.0,10,6,13241.5
2021-08-19 21:43:00-04:00,1324.0,1324.0,1323.0,1323.25,45,14,59557.25
2021-08-19 21:44:00-04:00,1323.5,1323.75,1322.75,1323.5,249,21,329449.25
2021-08-19 21:45:00-04:00,1323.5,1324.0,1323.5,1324.0,42,13,55601.5
2021-08-19 21:46:00-04:00,1323.75,1323.75,1323.25,1323.25,9,8,11911.5
2021-08-19 21:47:00-04:00,1323.25,1323.5,1322.5,1322.5,90,23,119076.5
2021-08-19 21:48:00-04:00,1322.75,1322.75,1322.5,1322.5,21,3,27775.75
2021-08-19 21:49:00-04:00,1322.5,1322.5,1322.25,1322.5,45,9,59505.5
2021-08-19 21:50:00-04:00,1322.5,1323.25,1322.25,1323.25,292,22,386174.5
2021-08-19 21:51:00-04:00,1323.0,1323.0,1322.75,1322.75,8,7,10582.75
2021-08-19 21:52:00-04:00,1322.5,1323.0,1322.5,1323.0,43,7,56877.75
2021-08-19 21:53:00-04:00,1323.0,1323.75,1323.0,1323.75,55,9,72776.75
2021-08-19 21:54:00-04:00,1323.25,1324.0,1323.25,1323.5,56,16,74123.5
2021-08-19 21:55:00-04:00,1323.5,1323.5,1323.5,1323.5,21,8,27793.5
2021-08-19 21:56:00-04:00,1323.5,1323.5,1323.25,1323.5,21,7,27793.25
2021-08-19 21:57:00-04:00,1323.5,1323.5,1323.5,1323.5,20,6,26470.0
2021-08-19 21:58:00-04:00,1323.5,1323.5,1323.5,1323.5,30,9,39705.0
2021-08-19 21:59:00-04:00,1323.5,1324.5,1323.5,1324.5,26,11,34427.25
2021-08-19 22:00:00-04:00,1324.5,1325.0,1324.5,1325.0,27,14,35768.75
2021-08-19 22:01:00-04:00,1324.75,1325.25,1324.75,1325.0,5,5,6624.5
2021-08-19 22:02:00-04:00,1325.0,1325.25,1324.5,1325.25,265,22,351111.75
2021-08-19 22:03:00-04:00,1325.0,1325.5,1325.0,1325.25,38,12,50358.0
2021-08-19 22:04:00-04:00,1325.25,1325.25,1325.25,1325.25,1,1,1325.25
