,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-19 20:00:00-04:00,1324.25,1325.25,1322.75,1322.75,24,12,31776.5
2021-08-19 20:01:00-04:00,1324.25,1326.5,1324.25,1326.5,7,7,9277.0
2021-08-19 20:02:00-04:00,1327.25,1328.25,1327.0,1327.0,19,13,25224.75
2021-08-19 20:03:00-04:00,1327.0,1327.0,1326.25,1326.25,3,3,3980.25
2021-08-19 20:04:00-04:00,1326.5,1326.75,1326.5,1326.75,2,2,2653.25
2021-08-19 20:06:00-04:00,1326.0,1326.0,1325.75,1325.75,2,2,2651.75
2021-08-19 20:08:00-04:00,1325.5,1325.5,1324.75,1324.75,5,4,6625.75
2021-08-19 20:11:00-04:00,1326.25,1326.25,1326.25,1326.25,1,1,1326.25
2021-08-19 20:14:00-04:00,1326.75,1326.75,1326.75,1326.75,1,1,1326.75
2021-08-19 20:15:00-04:00,1327.5,1327.5,1326.5,1326.5,6,6,7961.0
2021-08-19 20:16:00-04:00,1326.25,1326.75,1326.25,1326.75,3,2,3979.75
2021-08-19 20:17:00-04:00,1326.75,1326.75,1326.5,1326.5,2,2,2653.25
2021-08-19 20:18:00-04:00,1325.75,1325.75,1325.75,1325.75,3,1,3977.25
2021-08-19 20:19:00-04:00,1326.0,1326.0,1326.0,1326.0,1,1,1326.0
2021-08-19 20:21:00-04:00,1326.0,1326.0,1325.75,1325.75,5,4,6629.0
2021-08-19 20:22:00-04:00,1325.75,1326.25,1325.75,1326.25,4,4,5303.75
2021-08-19 20:23:00-04:00,1326.25,1327.5,1326.25,1327.5,12,10,15923.0
2021-08-19 20:24:00-04:00,1327.5,1328.25,1327.5,1328.25,6,6,7966.25
2021-08-19 20:25:00-04:00,1328.25,1328.25,1328.25,1328.25,2,2,2656.5
2021-08-19 20:26:00-04:00,1327.5,1327.5,1327.5,1327.5,2,1,2655.0
2021-08-19 20:29:00-04:00,1327.75,1327.75,1327.5,1327.5,2,2,2655.25
2021-08-19 20:30:00-04:00,1328.0,1328.25,1328.0,1328.25,2,2,2656.25
2021-08-19 20:32:00-04:00,1328.75,1328.75,1328.75,1328.75,1,1,1328.75
2021-08-19 20:33:00-04:00,1328.5,1328.5,1328.5,1328.5,1,1,1328.5
2021-08-19 20:34:00-04:00,1328.75,1328.75,1328.75,1328.75,1,1,1328.75
