,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-19 20:00:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-08-19 20:01:00-04:00,1326.0,1326.0,1326.0,1326.0,1,1,1326.0
2021-08-19 20:02:00-04:00,1327.5,1327.5,1327.0,1327.5,4,4,5309.5
2021-08-19 20:26:00-04:00,1327.0,1327.0,1327.0,1327.0,1,1,1327.0
2021-08-19 20:43:00-04:00,1327.75,1327.75,1327.75,1327.75,1,1,1327.75
2021-08-19 20:48:00-04:00,1328.75,1328.75,1328.75,1328.75,1,1,1328.75
2021-08-19 20:57:00-04:00,1327.75,1327.75,1327.75,1327.75,1,1,1327.75
2021-08-19 21:00:00-04:00,1330.0,1330.0,1330.0,1330.0,1,1,1330.0
2021-08-19 21:01:00-04:00,1330.75,1330.75,1330.75,1330.75,1,1,1330.75
2021-08-19 21:25:00-04:00,1329.0,1329.5,1329.0,1329.5,4,3,5317.25
2021-08-19 22:35:00-04:00,1329.0,1329.0,1329.0,1329.0,1,1,1329.0
2021-08-19 22:40:00-04:00,1328.5,1328.75,1328.5,1328.5,233,4,309541.0
2021-08-19 22:42:00-04:00,1328.5,1328.5,1328.5,1328.5,231,2,306883.5
2021-08-19 22:43:00-04:00,1328.0,1328.0,1328.0,1328.0,1,1,1328.0
2021-08-19 22:49:00-04:00,1328.5,1328.5,1328.5,1328.5,1,1,1328.5
2021-08-19 22:52:00-04:00,1329.5,1330.0,1329.5,1330.0,2,2,2659.5
2021-08-19 22:53:00-04:00,1330.0,1330.5,1330.0,1330.5,2,2,2660.5
2021-08-19 22:55:00-04:00,1330.75,1330.75,1330.75,1330.75,1,1,1330.75
2021-08-19 22:56:00-04:00,1330.5,1330.5,1330.5,1330.5,2,2,2661.0
2021-08-19 22:57:00-04:00,1330.5,1330.5,1330.5,1330.5,4,2,5322.0
2021-08-19 23:00:00-04:00,1330.25,1330.25,1330.25,1330.25,4,3,5321.0
2021-08-19 23:01:00-04:00,1330.25,1330.25,1330.25,1330.25,1,1,1330.25
2021-08-19 23:11:00-04:00,1331.25,1331.25,1331.25,1331.25,1,1,1331.25
2021-08-19 23:16:00-04:00,1331.5,1331.5,1331.5,1331.5,1,1,1331.5
2021-08-20 00:30:00-04:00,1331.75,1331.75,1331.75,1331.75,2,1,2663.5
2021-08-20 00:32:00-04:00,1331.25,1331.25,1331.25,1331.25,1,1,1331.25
2021-08-20 00:40:00-04:00,1331.25,1331.25,1331.25,1331.25,1,1,1331.25
2021-08-20 00:59:00-04:00,1331.5,1331.75,1331.5,1331.75,3,2,3994.75
2021-08-20 01:14:00-04:00,1330.25,1330.25,1330.25,1330.25,1,1,1330.25
2021-08-20 01:15:00-04:00,1330.0,1330.0,1329.75,1329.75,2,2,2659.75
2021-08-20 01:23:00-04:00,1330.5,1330.5,1330.5,1330.5,1,1,1330.5
2021-08-20 01:30:00-04:00,1330.75,1330.75,1330.75,1330.75,1,1,1330.75
2021-08-20 01:36:00-04:00,1329.5,1329.5,1329.25,1329.25,6,4,7976.25
2021-08-20 01:42:00-04:00,1329.5,1329.5,1329.5,1329.5,1,1,1329.5
2021-08-20 01:48:00-04:00,1330.5,1330.5,1330.5,1330.5,1,1,1330.5
2021-08-20 01:49:00-04:00,1330.75,1330.75,1330.75,1330.75,1,1,1330.75
2021-08-20 01:55:00-04:00,1331.5,1331.5,1331.5,1331.5,1,1,1331.5
2021-08-20 02:03:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
