,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-26 03:20:00-04:00,79.53,79.53,79.525,79.525,7,2,556.685
2021-07-26 09:31:00-04:00,79.575,79.585,79.575,79.585,2,2,159.16
2021-07-26 11:43:00-04:00,79.73,79.74,79.73,79.74,2,2,159.47
2021-07-26 11:44:00-04:00,79.74,79.74,79.74,79.74,2,2,159.48
