,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-25 19:23:00-04:00,79.58,79.58,79.58,79.58,1,1,79.58
2021-07-25 23:48:00-04:00,79.46,79.46,79.46,79.46,1,1,79.46
2021-07-26 00:30:00-04:00,79.495,79.495,79.495,79.495,1,1,79.495
2021-07-26 00:31:00-04:00,79.495,79.495,79.495,79.495,1,1,79.495
2021-07-26 01:07:00-04:00,79.49,79.49,79.49,79.49,1,1,79.49
2021-07-26 01:09:00-04:00,79.49,79.49,79.49,79.49,1,1,79.49
2021-07-26 01:14:00-04:00,79.49,79.49,79.49,79.49,1,1,79.49
2021-07-26 02:01:00-04:00,79.465,79.465,79.465,79.465,1,1,79.465
2021-07-26 03:03:00-04:00,79.505,79.51,79.505,79.51,2,2,159.015
2021-07-26 03:17:00-04:00,79.51,79.51,79.51,79.51,1,1,79.51
2021-07-26 03:21:00-04:00,79.52,79.52,79.52,79.52,1,1,79.52
2021-07-26 03:24:00-04:00,79.54,79.54,79.54,79.54,1,1,79.54
2021-07-26 04:00:00-04:00,79.5,79.5,79.5,79.5,1,1,79.5
2021-07-26 04:05:00-04:00,79.47,79.47,79.47,79.47,1,1,79.47
2021-07-26 05:35:00-04:00,79.7,79.7,79.69,79.69,2,2,159.39
2021-07-26 06:32:00-04:00,79.62,79.62,79.62,79.62,1,1,79.62
2021-07-26 07:51:00-04:00,79.615,79.615,79.61,79.61,2,2,159.225
2021-07-26 08:02:00-04:00,79.63,79.635,79.63,79.635,2,2,159.265
2021-07-26 08:03:00-04:00,79.64,79.64,79.64,79.64,1,1,79.64
2021-07-26 08:37:00-04:00,79.53,79.53,79.53,79.53,2,1,159.06
2021-07-26 09:49:00-04:00,79.63,79.63,79.63,79.63,1,1,79.63
2021-07-26 10:15:00-04:00,79.75,79.75,79.75,79.75,1,1,79.75
2021-07-26 10:53:00-04:00,79.8,79.8,79.8,79.8,1,1,79.8
2021-07-26 11:52:00-04:00,79.745,79.745,79.745,79.745,6,4,478.47
2021-07-26 13:39:00-04:00,79.69,79.695,79.69,79.695,13,2,1036.005
2021-07-26 14:03:00-04:00,79.65,79.65,79.65,79.65,1,1,79.65
2021-07-26 14:22:00-04:00,79.715,79.715,79.715,79.715,1,1,79.715
2021-07-26 15:11:00-04:00,79.69,79.69,79.69,79.69,3,1,239.07
2021-07-26 15:13:00-04:00,79.695,79.695,79.695,79.695,1,1,79.695
2021-07-26 15:14:00-04:00,79.695,79.695,79.695,79.695,1,1,79.695
2021-07-26 15:16:00-04:00,79.695,79.695,79.695,79.695,1,1,79.695
2021-07-26 15:23:00-04:00,79.69,79.69,79.69,79.69,1,1,79.69
2021-07-26 15:57:00-04:00,79.71,79.71,79.71,79.71,1,1,79.71
