,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-22 21:07:00-04:00,78.185,78.19,78.185,78.19,2,2,156.375
2021-08-22 21:13:00-04:00,78.16,78.16,78.16,78.16,1,1,78.16
2021-08-22 22:07:00-04:00,78.285,78.285,78.285,78.285,1,1,78.285
2021-08-22 22:19:00-04:00,78.26,78.26,78.26,78.26,1,1,78.26
2021-08-23 07:53:00-04:00,78.62,78.62,78.62,78.62,6,2,471.72
2021-08-23 07:56:00-04:00,78.61,78.61,78.61,78.61,2,1,157.22
2021-08-23 08:00:00-04:00,78.61,78.61,78.61,78.61,3,1,235.83
2021-08-23 08:04:00-04:00,78.6,78.6,78.6,78.6,1,1,78.6
2021-08-23 09:05:00-04:00,78.57,78.57,78.57,78.57,2,2,157.14
2021-08-23 09:37:00-04:00,78.615,78.615,78.615,78.615,1,1,78.615
2021-08-23 10:13:00-04:00,78.63,78.63,78.63,78.63,1,1,78.63
2021-08-23 10:50:00-04:00,78.69,78.69,78.69,78.69,1,1,78.69
2021-08-23 10:54:00-04:00,78.75,78.75,78.75,78.75,5,1,393.75
2021-08-23 11:00:00-04:00,78.82,78.82,78.82,78.82,2,1,157.64
2021-08-23 12:08:00-04:00,78.92,78.92,78.92,78.92,3,1,236.76
2021-08-23 14:17:00-04:00,79.03,79.03,79.03,79.03,6,1,474.18
2021-08-23 15:00:00-04:00,79.08,79.08,79.08,79.08,1,1,79.08
2021-08-23 15:10:00-04:00,79.06,79.06,79.06,79.06,2,1,158.12
