,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-22 18:00:00-04:00,77.93,77.95,77.865,77.92,153,60,11920.915
2021-08-22 18:01:00-04:00,77.93,77.935,77.92,77.935,76,6,5922.565
2021-08-22 18:02:00-04:00,77.935,77.945,77.935,77.94,48,21,3741.015
2021-08-22 18:03:00-04:00,77.945,77.96,77.945,77.96,87,14,6781.43
2021-08-22 18:04:00-04:00,77.96,77.96,77.955,77.96,4,4,311.835
2021-08-22 18:05:00-04:00,77.955,77.96,77.955,77.96,27,14,2104.85
2021-08-22 18:06:00-04:00,77.96,77.965,77.955,77.955,17,13,1325.31
2021-08-22 18:07:00-04:00,77.95,77.95,77.95,77.95,2,1,155.9
2021-08-22 18:08:00-04:00,77.95,77.955,77.95,77.955,8,5,623.635
2021-08-22 18:09:00-04:00,77.96,77.965,77.955,77.96,25,11,1949.015
2021-08-22 18:10:00-04:00,77.955,77.96,77.955,77.96,2,2,155.915
2021-08-22 18:11:00-04:00,77.96,77.985,77.96,77.975,56,16,4366.585
2021-08-22 18:12:00-04:00,77.975,77.975,77.96,77.96,46,11,3586.495
2021-08-22 18:13:00-04:00,77.96,77.965,77.96,77.965,17,5,1325.385
2021-08-22 18:14:00-04:00,77.96,77.965,77.96,77.965,14,5,1091.495
2021-08-22 18:15:00-04:00,77.955,77.955,77.95,77.95,2,2,155.905
2021-08-22 18:16:00-04:00,77.95,77.955,77.95,77.955,8,3,623.615
2021-08-22 18:17:00-04:00,77.95,77.95,77.95,77.95,1,1,77.95
2021-08-22 18:19:00-04:00,77.955,77.955,77.955,77.955,1,1,77.955
2021-08-22 18:20:00-04:00,77.955,77.955,77.955,77.955,1,1,77.955
2021-08-22 18:21:00-04:00,77.945,77.945,77.945,77.945,6,4,467.67
2021-08-22 18:22:00-04:00,77.94,77.94,77.935,77.935,67,8,5221.745
2021-08-22 18:23:00-04:00,77.935,77.935,77.935,77.935,1,1,77.935
2021-08-22 18:24:00-04:00,77.935,77.935,77.935,77.935,3,2,233.805
2021-08-22 18:25:00-04:00,77.94,77.94,77.94,77.94,19,4,1480.86
2021-08-22 18:26:00-04:00,77.945,77.955,77.945,77.95,24,8,1870.795
2021-08-22 18:27:00-04:00,77.945,77.945,77.945,77.945,1,1,77.945
2021-08-22 18:29:00-04:00,77.95,77.95,77.94,77.94,6,4,467.65
2021-08-22 18:30:00-04:00,77.94,77.94,77.94,77.94,1,1,77.94
2021-08-22 18:31:00-04:00,77.935,77.935,77.935,77.935,5,2,389.675
2021-08-22 18:32:00-04:00,77.94,77.95,77.94,77.945,32,6,2494.155
2021-08-22 18:33:00-04:00,77.945,77.95,77.945,77.945,8,4,623.585
2021-08-22 18:34:00-04:00,77.95,77.955,77.95,77.955,15,7,1169.255
2021-08-22 18:35:00-04:00,77.95,77.95,77.945,77.945,8,2,623.595
2021-08-22 18:36:00-04:00,77.94,77.94,77.93,77.93,2,2,155.87
2021-08-22 18:37:00-04:00,77.93,77.93,77.925,77.93,18,3,1402.675
2021-08-22 18:38:00-04:00,77.925,77.925,77.925,77.925,5,2,389.625
2021-08-22 18:39:00-04:00,77.925,77.925,77.92,77.925,14,6,1090.935
2021-08-22 18:40:00-04:00,77.92,77.935,77.92,77.93,5,4,389.645
2021-08-22 18:42:00-04:00,77.935,77.935,77.935,77.935,1,1,77.935
2021-08-22 18:43:00-04:00,77.93,77.935,77.93,77.935,8,4,623.46
2021-08-22 18:44:00-04:00,77.94,77.94,77.94,77.94,1,1,77.94
2021-08-22 18:45:00-04:00,77.935,77.94,77.935,77.94,3,2,233.815
2021-08-22 18:46:00-04:00,77.945,77.945,77.945,77.945,4,2,311.78
2021-08-22 18:47:00-04:00,77.95,77.95,77.95,77.95,1,1,77.95
2021-08-22 18:48:00-04:00,77.95,77.95,77.95,77.95,4,1,311.8
2021-08-22 18:50:00-04:00,77.95,77.955,77.95,77.955,11,2,857.455
2021-08-22 18:51:00-04:00,77.945,77.945,77.94,77.94,3,3,233.83
2021-08-22 18:52:00-04:00,77.94,77.95,77.94,77.95,11,4,857.4
2021-08-22 18:56:00-04:00,77.955,77.96,77.955,77.96,4,4,311.825
2021-08-22 18:57:00-04:00,77.96,77.96,77.95,77.95,21,3,1637.04
2021-08-22 18:59:00-04:00,77.95,77.95,77.945,77.945,13,5,1013.34
2021-08-22 19:00:00-04:00,77.945,77.955,77.945,77.945,38,14,2961.99
2021-08-22 19:01:00-04:00,77.95,77.95,77.95,77.95,2,1,155.9
2021-08-22 19:02:00-04:00,77.945,77.95,77.945,77.95,6,2,467.675
2021-08-22 19:03:00-04:00,77.945,77.95,77.945,77.95,4,3,311.79
2021-08-22 19:05:00-04:00,77.95,77.975,77.95,77.975,36,14,2806.75
2021-08-22 19:06:00-04:00,77.975,77.975,77.975,77.975,2,2,155.95
2021-08-22 19:07:00-04:00,77.975,77.975,77.975,77.975,2,2,155.95
2021-08-22 19:08:00-04:00,77.975,77.975,77.975,77.975,2,1,155.95
2021-08-22 19:10:00-04:00,77.975,77.975,77.965,77.965,31,3,2417.005
2021-08-22 19:11:00-04:00,77.965,77.975,77.965,77.975,9,3,701.735
2021-08-22 19:12:00-04:00,77.97,77.97,77.97,77.97,19,3,1481.43
2021-08-22 19:14:00-04:00,77.965,77.965,77.965,77.965,1,1,77.965
2021-08-22 19:16:00-04:00,77.965,77.97,77.965,77.97,3,2,233.905
2021-08-22 19:17:00-04:00,77.975,77.975,77.975,77.975,2,2,155.95
2021-08-22 19:18:00-04:00,77.975,77.99,77.975,77.99,112,8,8734.28
2021-08-22 19:19:00-04:00,77.99,77.995,77.985,77.99,30,11,2339.735
2021-08-22 19:20:00-04:00,77.99,77.99,77.99,77.99,4,4,311.96
2021-08-22 19:23:00-04:00,77.99,77.99,77.985,77.985,10,2,779.855
2021-08-22 19:24:00-04:00,77.98,77.98,77.97,77.97,17,6,1325.5
2021-08-22 19:27:00-04:00,77.965,77.975,77.965,77.975,13,3,1013.625
2021-08-22 19:28:00-04:00,77.98,77.98,77.98,77.98,1,1,77.98
2021-08-22 19:29:00-04:00,77.97,77.97,77.97,77.97,4,2,311.88
2021-08-22 19:30:00-04:00,77.97,77.97,77.96,77.96,6,3,467.805
2021-08-22 19:31:00-04:00,77.965,77.965,77.96,77.96,27,4,2104.94
2021-08-22 19:34:00-04:00,77.96,77.965,77.96,77.965,11,3,857.565
2021-08-22 19:35:00-04:00,77.965,77.965,77.96,77.965,41,6,3196.405
2021-08-22 19:36:00-04:00,77.97,77.975,77.97,77.975,7,3,545.81
2021-08-22 19:37:00-04:00,77.975,77.975,77.97,77.97,4,3,311.89
2021-08-22 19:39:00-04:00,77.97,77.97,77.97,77.97,4,1,311.88
2021-08-22 19:44:00-04:00,77.96,77.96,77.96,77.96,2,1,155.92
2021-08-22 19:45:00-04:00,77.96,77.96,77.96,77.96,2,1,155.92
2021-08-22 19:47:00-04:00,77.96,77.96,77.96,77.96,6,1,467.76
2021-08-22 19:48:00-04:00,77.955,77.955,77.955,77.955,2,2,155.91
2021-08-22 19:49:00-04:00,77.965,77.965,77.965,77.965,5,3,389.825
2021-08-22 19:51:00-04:00,77.965,77.965,77.965,77.965,1,1,77.965
2021-08-22 19:53:00-04:00,77.97,77.97,77.97,77.97,2,2,155.94
2021-08-22 19:54:00-04:00,77.96,77.965,77.96,77.965,5,2,389.82
2021-08-22 19:55:00-04:00,77.96,77.96,77.96,77.96,7,2,545.72
2021-08-22 19:56:00-04:00,77.955,77.955,77.955,77.955,2,1,155.91
2021-08-22 19:57:00-04:00,77.95,77.955,77.95,77.955,12,3,935.405
2021-08-22 19:59:00-04:00,77.955,77.965,77.955,77.965,8,8,623.675
2021-08-22 20:00:00-04:00,77.955,77.995,77.955,77.99,138,35,10760.105
2021-08-22 20:01:00-04:00,77.995,77.995,77.985,77.995,26,15,2027.765
2021-08-22 20:02:00-04:00,77.99,77.995,77.99,77.99,33,16,2573.715
